outer_fold,candidate,learning_rate,weight_decay,batch_size,max_epochs,patience,min_delta,huber_delta,ensemble_loss_weight,member_loss_weight,gradient_clip_norm,uncertainty_floor,uncertainty_cap_quantile,use_curation_weight,seed,inner_n,inner_mae,inner_rmse,inner_rae,inner_pearson,inner_spearman,inner_bias,inner_calibration_intercept,inner_calibration_slope,inner_best_epochs
4,e2_lr3e-05_wd0,3e-05,0.0,64,30,5,0.005,0.5,0.5,0.25,1.0,,0.95,False,42,2676.0,0.7251641648291494,0.9769428847369107,0.821198414829769,0.4900368716493115,0.46474430342478745,0.15462602416264243,-0.8477096010230591,1.1538606132268425,26;29;26;27
4,e2_lr3e-05_wd0.0001,3e-05,0.0001,64,30,5,0.005,0.5,0.5,0.25,1.0,,0.95,False,42,2676.0,0.7251641648291494,0.9769428847369107,0.821198414829769,0.4900368716493115,0.46474430342478745,0.15462602416264243,-0.8477096010230591,1.1538606132268425,26;29;26;27
4,e2_lr3e-05_wd0.001,3e-05,0.001,64,30,5,0.005,0.5,0.5,0.25,1.0,,0.95,False,42,2676.0,0.7251523580987735,0.9769342713883944,0.8211850445217211,0.49006620355900915,0.4647750749098708,0.154664239738552,-0.8481946927410455,1.1539585110608008,26;29;26;27
4,e2_lr0.0001_wd0,0.0001,0.0,64,30,5,0.005,0.5,0.5,0.25,1.0,,0.95,False,42,2676.0,0.6724545425279992,0.9217861714754628,0.7615084020308347,0.5740829606968493,0.5462542374051776,0.16173123326304925,-0.8556774646871459,1.1538095114284983,29;29;30;30
4,e2_lr0.0001_wd0.0001,0.0001,0.0001,64,30,5,0.005,0.5,0.5,0.25,1.0,,0.95,False,42,2676.0,0.6724545425279992,0.9217861714754628,0.7615084020308347,0.5740829606968493,0.5462542374051776,0.16173123326304925,-0.8556774646871459,1.1538095114284983,29;29;30;30
4,e2_lr0.0001_wd0.001,0.0001,0.001,64,30,5,0.005,0.5,0.5,0.25,1.0,,0.95,False,42,2676.0,0.6723936777893581,0.9218258807335818,0.761439476911096,0.5741652756887311,0.5465235529627265,0.16220206282544883,-0.8581129847197742,1.1542288798335956,29;29;30;30
4,e2_lr0.0003_wd0,0.0003,0.0,64,30,5,0.005,0.5,0.5,0.25,1.0,,0.95,False,42,2676.0,0.6348876339567816,0.8729696779964076,0.718966468403975,0.6244005148028531,0.6003982628240062,0.11842753723365985,-0.6342520562840045,1.1154377516907725,19;20;27;26
4,e2_lr0.0003_wd0.0001,0.0003,0.0001,64,30,5,0.005,0.5,0.5,0.25,1.0,,0.95,False,42,2676.0,0.6308424034483964,0.8672981611501452,0.7143855237817465,0.6331566038350092,0.6073754938416128,0.12048994498883447,-0.7829345499119521,1.1481818600980964,19;26;27;30
4,e2_lr0.0003_wd0.001,0.0003,0.001,64,30,5,0.005,0.5,0.5,0.25,1.0,,0.95,False,42,2676.0,0.6310836740019453,0.8675001907423668,0.7146587460474472,0.6330908277482008,0.6073622098481459,0.12099052306016071,-0.7895684810651974,1.1495370821209712,19;26;27;30
4,e3_floor0.1_curation0,0.0003,0.0001,64,30,5,0.005,0.5,0.5,0.25,1.0,0.1,0.95,False,42,2676.0,0.7722224998532946,1.091865041799287,0.8744887344575472,0.4784640169466341,0.4775621291059068,0.47861149984749407,-2.492161652143968,1.4170044981103707,6;4;3;16
4,e3_floor0.1_curation1,0.0003,0.0001,64,30,5,0.005,0.5,0.5,0.25,1.0,0.1,0.95,True,42,2676.0,0.7862263181949075,1.1125822440705821,0.8903470931319667,0.4732469940726872,0.4733609443716823,0.5086125648800368,-3.1693786184835666,1.5476397600507943,6;4;3;16
4,e3_floor0.15_curation0,0.0003,0.0001,64,30,5,0.005,0.5,0.5,0.25,1.0,0.15,0.95,False,42,2676.0,0.6998458814501606,0.9842941969550647,0.7925272046605033,0.5551159982284937,0.5528209931738891,0.3318059936423273,-1.5624910731019648,1.2628658036267215,6;27;15;23
4,e3_floor0.15_curation1,0.0003,0.0001,64,30,5,0.005,0.5,0.5,0.25,1.0,0.15,0.95,True,42,2676.0,0.7506322140531532,1.054980578243728,0.8500392244917935,0.4916879703018676,0.4887512612828935,0.4035486874927833,-2.457363347573582,1.4320598042420043,6;10;3;16
4,e3_floor0.2_curation0,0.0003,0.0001,64,30,5,0.005,0.5,0.5,0.25,1.0,0.2,0.95,False,42,2676.0,0.6813892166698303,0.955921998227498,0.7716263044288675,0.5800716841383972,0.5735699735199167,0.29307625372259927,-1.6059336990312492,1.2827563260413795,6;27;22;21
