dataset,subset,model,metric,estimate
nested_development,similarity_stratum:<=0.3,affine_frozen_nesso,mae,0.837084678253498
nested_development,similarity_stratum:<=0.3,affine_frozen_nesso,rmse,1.0893695092705404
nested_development,similarity_stratum:<=0.3,affine_frozen_nesso,rae,0.9835672725455951
nested_development,similarity_stratum:<=0.3,affine_frozen_nesso,pearson,0.22634890356313683
nested_development,similarity_stratum:<=0.3,affine_frozen_nesso,spearman,0.24191593240634562
nested_development,similarity_stratum:<=0.3,affine_frozen_nesso,bias,0.049914795269947965
nested_development,similarity_stratum:<=0.3,affine_frozen_nesso,calibration_intercept,2.150571665152261
nested_development,similarity_stratum:<=0.3,affine_frozen_nesso,calibration_slope,0.505342026158294
nested_development,similarity_stratum:<=0.3,fine_tuned_nesso,n,534.0
nested_development,similarity_stratum:<=0.3,fine_tuned_nesso,mae,0.6128939508350005
nested_development,similarity_stratum:<=0.3,fine_tuned_nesso,rmse,0.8255703491241317
nested_development,similarity_stratum:<=0.3,fine_tuned_nesso,rae,0.7201451026916541
nested_development,similarity_stratum:<=0.3,fine_tuned_nesso,pearson,0.6525344992829244
nested_development,similarity_stratum:<=0.3,fine_tuned_nesso,spearman,0.5839076868894222
nested_development,similarity_stratum:<=0.3,fine_tuned_nesso,bias,-0.002134973880801119
nested_development,similarity_stratum:<=0.3,fine_tuned_nesso,calibration_intercept,-0.06528058273268555
nested_development,similarity_stratum:<=0.3,fine_tuned_nesso,calibration_slope,1.015334085158823
nested_development,similarity_stratum:<=0.3,nested_2d_lightgbm,n,534.0
nested_development,similarity_stratum:<=0.3,nested_2d_lightgbm,mae,0.5433106288709243
nested_development,similarity_stratum:<=0.3,nested_2d_lightgbm,rmse,0.7566600618817505
nested_development,similarity_stratum:<=0.3,nested_2d_lightgbm,rae,0.6383852999179823
nested_development,similarity_stratum:<=0.3,nested_2d_lightgbm,pearson,0.7208563941901808
nested_development,similarity_stratum:<=0.3,nested_2d_lightgbm,spearman,0.6328686926962303
nested_development,similarity_stratum:<=0.3,nested_2d_lightgbm,bias,0.03175058741425276
nested_development,similarity_stratum:<=0.3,nested_2d_lightgbm,calibration_intercept,0.17235293802234744
nested_development,similarity_stratum:<=0.3,nested_2d_lightgbm,calibration_slope,0.9539304712288207
nested_development,assay_se_stratum:Q1_low,mean,n,836.0
nested_development,assay_se_stratum:Q1_low,mean,mae,1.0456667558375932
nested_development,assay_se_stratum:Q1_low,mean,rmse,1.1325393485986712
nested_development,assay_se_stratum:Q1_low,mean,rae,2.9281286050235535
nested_development,assay_se_stratum:Q1_low,mean,pearson,0.010002877175592997
nested_development,assay_se_stratum:Q1_low,mean,spearman,0.006585172891295131
nested_development,assay_se_stratum:Q1_low,mean,bias,-1.014352069169259
nested_development,assay_se_stratum:Q1_low,mean,calibration_intercept,4.4956180158067065
nested_development,assay_se_stratum:Q1_low,mean,calibration_slope,0.18941681012664588
nested_development,assay_se_stratum:Q1_low,frozen_nesso,n,836.0
nested_development,assay_se_stratum:Q1_low,frozen_nesso,mae,0.4238226275321381
nested_development,assay_se_stratum:Q1_low,frozen_nesso,rmse,0.5512294100313321
nested_development,assay_se_stratum:Q1_low,frozen_nesso,rae,1.1868094229877597
nested_development,assay_se_stratum:Q1_low,frozen_nesso,pearson,0.23427622069594622
nested_development,assay_se_stratum:Q1_low,frozen_nesso,spearman,0.20426614128006848
nested_development,assay_se_stratum:Q1_low,frozen_nesso,bias,-0.17208521628811896
nested_development,assay_se_stratum:Q1_low,frozen_nesso,calibration_intercept,3.320487148392756
nested_development,assay_se_stratum:Q1_low,frozen_nesso,calibration_slope,0.38711676559138264
nested_development,assay_se_stratum:Q1_low,affine_frozen_nesso,n,836.0
nested_development,assay_se_stratum:Q1_low,affine_frozen_nesso,mae,0.9067697066282269
nested_development,assay_se_stratum:Q1_low,affine_frozen_nesso,rmse,1.018252368207445
nested_development,assay_se_stratum:Q1_low,affine_frozen_nesso,rae,2.539182106846387
nested_development,assay_se_stratum:Q1_low,affine_frozen_nesso,pearson,0.2339879060251768
nested_development,assay_se_stratum:Q1_low,affine_frozen_nesso,spearman,0.20534865365306273
nested_development,assay_se_stratum:Q1_low,affine_frozen_nesso,bias,-0.8544780365607241
nested_development,assay_se_stratum:Q1_low,affine_frozen_nesso,calibration_intercept,3.9181495274187332
nested_development,assay_se_stratum:Q1_low,affine_frozen_nesso,calibration_slope,0.31225177107704116
nested_development,assay_se_stratum:Q1_low,fine_tuned_nesso,n,836.0
nested_development,assay_se_stratum:Q1_low,fine_tuned_nesso,mae,0.5844650158849888
nested_development,assay_se_stratum:Q1_low,fine_tuned_nesso,rmse,0.721864647679428
nested_development,assay_se_stratum:Q1_low,fine_tuned_nesso,rae,1.6366483127576676
nested_development,assay_se_stratum:Q1_low,fine_tuned_nesso,pearson,0.3512617395093259
nested_development,assay_se_stratum:Q1_low,fine_tuned_nesso,spearman,0.3155774641365247
nested_development,assay_se_stratum:Q1_low,fine_tuned_nesso,bias,-0.5160170617132164
nested_development,assay_se_stratum:Q1_low,fine_tuned_nesso,calibration_intercept,2.9409920013384663
nested_development,assay_se_stratum:Q1_low,fine_tuned_nesso,calibration_slope,0.49406982610551314
nested_development,assay_se_stratum:Q1_low,nested_2d_lightgbm,n,836.0
nested_development,assay_se_stratum:Q1_low,nested_2d_lightgbm,mae,0.5029585251596849
nested_development,assay_se_stratum:Q1_low,nested_2d_lightgbm,rmse,0.6555204631633782
nested_development,assay_se_stratum:Q1_low,nested_2d_lightgbm,rae,1.4084097409034078
nested_development,assay_se_stratum:Q1_low,nested_2d_lightgbm,pearson,0.47866114219660455
nested_development,assay_se_stratum:Q1_low,nested_2d_lightgbm,spearman,0.440254177487688
nested_development,assay_se_stratum:Q1_low,nested_2d_lightgbm,bias,-0.43485369966984944
nested_development,assay_se_stratum:Q1_low,nested_2d_lightgbm,calibration_intercept,2.7218749730844287
nested_development,assay_se_stratum:Q1_low,nested_2d_lightgbm,calibration_slope,0.5307967266675856
nested_development,assay_se_stratum:Q2,mean,n,839.0
nested_development,assay_se_stratum:Q2,mean,mae,0.6335514605955992
nested_development,assay_se_stratum:Q2,mean,rmse,0.7175504033319008
nested_development,assay_se_stratum:Q2,mean,rae,1.8284247206839734
nested_development,assay_se_stratum:Q2,mean,pearson,-0.025266910056453807
nested_development,assay_se_stratum:Q2,mean,spearman,-0.01881026527390693
nested_development,assay_se_stratum:Q2,mean,bias,-0.5467581086428894
nested_development,assay_se_stratum:Q2,mean,calibration_intercept,6.699463120344023
nested_development,assay_se_stratum:Q2,mean,calibration_slope,-0.43247967836706724
nested_development,assay_se_stratum:Q2,frozen_nesso,n,839.0
nested_development,assay_se_stratum:Q2,frozen_nesso,mae,0.4262150566150179
nested_development,assay_se_stratum:Q2,frozen_nesso,rmse,0.5623325704350226
nested_development,assay_se_stratum:Q2,frozen_nesso,rae,1.2300534278778228
nested_development,assay_se_stratum:Q2,frozen_nesso,pearson,0.20283846057324045
nested_development,assay_se_stratum:Q2,frozen_nesso,spearman,0.17730168630420623
nested_development,assay_se_stratum:Q2,frozen_nesso,bias,0.24295008283671038
nested_development,assay_se_stratum:Q2,frozen_nesso,calibration_intercept,3.352574057601728
nested_development,assay_se_stratum:Q2,frozen_nesso,calibration_slope,0.29289490872915036
nested_development,assay_se_stratum:Q2,affine_frozen_nesso,n,839.0
nested_development,assay_se_stratum:Q2,affine_frozen_nesso,mae,0.5999264117953174
nested_development,assay_se_stratum:Q2,affine_frozen_nesso,rmse,0.7081599319701809
nested_development,assay_se_stratum:Q2,affine_frozen_nesso,rae,1.7313830843142266
nested_development,assay_se_stratum:Q2,affine_frozen_nesso,pearson,0.20203358012949113
nested_development,assay_se_stratum:Q2,affine_frozen_nesso,spearman,0.17669743201202723
nested_development,assay_se_stratum:Q2,affine_frozen_nesso,bias,-0.45092332921529105
nested_development,assay_se_stratum:Q2,affine_frozen_nesso,calibration_intercept,3.8080479460280374
nested_development,assay_se_stratum:Q2,affine_frozen_nesso,calibration_slope,0.23544941174212897
nested_development,assay_se_stratum:Q2,fine_tuned_nesso,n,839.0
nested_development,assay_se_stratum:Q2,fine_tuned_nesso,mae,0.42440586042726236
nested_development,assay_se_stratum:Q2,fine_tuned_nesso,rmse,0.5496049072093705
nested_development,assay_se_stratum:Q2,fine_tuned_nesso,rae,1.224832101371607
nested_development,assay_se_stratum:Q2,fine_tuned_nesso,pearson,0.36380989156457205
nested_development,assay_se_stratum:Q2,fine_tuned_nesso,spearman,0.2980869362970071
nested_development,assay_se_stratum:Q2,fine_tuned_nesso,bias,-0.21979401371712998
nested_development,assay_se_stratum:Q2,fine_tuned_nesso,calibration_intercept,3.0240929689422855
nested_development,assay_se_stratum:Q2,fine_tuned_nesso,calibration_slope,0.39328559043830175
nested_development,assay_se_stratum:Q2,nested_2d_lightgbm,n,839.0
nested_development,assay_se_stratum:Q2,nested_2d_lightgbm,mae,0.3761603526780511
nested_development,assay_se_stratum:Q2,nested_2d_lightgbm,rmse,0.5029850272350174
nested_development,assay_se_stratum:Q2,nested_2d_lightgbm,rae,1.0855959311200554
nested_development,assay_se_stratum:Q2,nested_2d_lightgbm,pearson,0.5104711136955409
nested_development,assay_se_stratum:Q2,nested_2d_lightgbm,spearman,0.46349808834228295
nested_development,assay_se_stratum:Q2,nested_2d_lightgbm,bias,-0.1726862529227406
nested_development,assay_se_stratum:Q2,nested_2d_lightgbm,calibration_intercept,2.5908080888150136
nested_development,assay_se_stratum:Q2,nested_2d_lightgbm,calibration_slope,0.4821138180134709
nested_development,assay_se_stratum:Q3,mean,n,834.0
nested_development,assay_se_stratum:Q3,mean,mae,0.46865981234678367
nested_development,assay_se_stratum:Q3,mean,rmse,0.5851442030382695
nested_development,assay_se_stratum:Q3,mean,rae,0.9854890287849214
nested_development,assay_se_stratum:Q3,mean,pearson,-0.09560114468827816
nested_development,assay_se_stratum:Q3,mean,spearman,-0.06042042848008678
nested_development,assay_se_stratum:Q3,mean,bias,0.04353581223345123
nested_development,assay_se_stratum:Q3,mean,calibration_intercept,13.044411712833298
nested_development,assay_se_stratum:Q3,mean,calibration_slope,-2.0467639292253157
nested_development,assay_se_stratum:Q3,frozen_nesso,n,834.0
nested_development,assay_se_stratum:Q3,frozen_nesso,mae,0.7466200000000001
nested_development,assay_se_stratum:Q3,frozen_nesso,rmse,0.9123765618126461
nested_development,assay_se_stratum:Q3,frozen_nesso,rae,1.569978477537893
nested_development,assay_se_stratum:Q3,frozen_nesso,pearson,0.3371992435201378
nested_development,assay_se_stratum:Q3,frozen_nesso,spearman,0.30735419825769084
nested_development,assay_se_stratum:Q3,frozen_nesso,bias,0.7202294788968825
nested_development,assay_se_stratum:Q3,frozen_nesso,calibration_intercept,1.2030519754811861
nested_development,assay_se_stratum:Q3,frozen_nesso,calibration_slope,0.6132072016309361
nested_development,assay_se_stratum:Q3,affine_frozen_nesso,n,834.0
nested_development,assay_se_stratum:Q3,affine_frozen_nesso,mae,0.47447023724453263
nested_development,assay_se_stratum:Q3,affine_frozen_nesso,rmse,0.5848202295676326
nested_development,assay_se_stratum:Q3,affine_frozen_nesso,rae,0.9977070808526617
nested_development,assay_se_stratum:Q3,affine_frozen_nesso,pearson,0.328756461259285
nested_development,assay_se_stratum:Q3,affine_frozen_nesso,spearman,0.29912436010221877
nested_development,assay_se_stratum:Q3,affine_frozen_nesso,bias,-0.0011692931918960378
nested_development,assay_se_stratum:Q3,affine_frozen_nesso,calibration_intercept,2.1983237465187604
nested_development,assay_se_stratum:Q3,affine_frozen_nesso,calibration_slope,0.48314202595324507
nested_development,assay_se_stratum:Q3,fine_tuned_nesso,n,834.0
nested_development,assay_se_stratum:Q3,fine_tuned_nesso,mae,0.43637886252048774
nested_development,assay_se_stratum:Q3,fine_tuned_nesso,rmse,0.5687987212077
nested_development,assay_se_stratum:Q3,fine_tuned_nesso,rae,0.9176092553235018
nested_development,assay_se_stratum:Q3,fine_tuned_nesso,pearson,0.5441369835733209
nested_development,assay_se_stratum:Q3,fine_tuned_nesso,spearman,0.4632613022658174
nested_development,assay_se_stratum:Q3,fine_tuned_nesso,bias,0.15234083179851995
nested_development,assay_se_stratum:Q3,fine_tuned_nesso,calibration_intercept,1.8006185365763205
nested_development,assay_se_stratum:Q3,fine_tuned_nesso,calibration_slope,0.5565983826943733
nested_development,assay_se_stratum:Q3,nested_2d_lightgbm,n,834.0
nested_development,assay_se_stratum:Q3,nested_2d_lightgbm,mae,0.3969093351010363
nested_development,assay_se_stratum:Q3,nested_2d_lightgbm,rmse,0.5113451267708443
nested_development,assay_se_stratum:Q3,nested_2d_lightgbm,rae,0.8346134762563318
nested_development,assay_se_stratum:Q3,nested_2d_lightgbm,pearson,0.7156192052169243
nested_development,assay_se_stratum:Q3,nested_2d_lightgbm,spearman,0.6299603123327635
nested_development,assay_se_stratum:Q3,nested_2d_lightgbm,bias,0.09330417307212083
nested_development,assay_se_stratum:Q3,nested_2d_lightgbm,calibration_intercept,1.7201792079250804
nested_development,assay_se_stratum:Q3,nested_2d_lightgbm,calibration_slope,0.5826713715021319
nested_development,assay_se_stratum:Q4_high,mean,n,835.0
nested_development,assay_se_stratum:Q4_high,mean,mae,1.5539882022668983
nested_development,assay_se_stratum:Q4_high,mean,rmse,1.7385949814923523
nested_development,assay_se_stratum:Q4_high,mean,rae,2.2709966574434817
nested_development,assay_se_stratum:Q4_high,mean,pearson,-0.10028947708283316
nested_development,assay_se_stratum:Q4_high,mean,spearman,-0.04458426561603742
nested_development,assay_se_stratum:Q4_high,mean,bias,1.5213803696978
nested_development,assay_se_stratum:Q4_high,mean,calibration_intercept,15.043003349108021
nested_development,assay_se_stratum:Q4_high,mean,calibration_slope,-2.8519863525947913
nested_development,assay_se_stratum:Q4_high,frozen_nesso,n,835.0
nested_development,assay_se_stratum:Q4_high,frozen_nesso,mae,2.0660181538922155
nested_development,assay_se_stratum:Q4_high,frozen_nesso,rmse,2.238457454103045
nested_development,assay_se_stratum:Q4_high,frozen_nesso,rae,3.019276668164135
nested_development,assay_se_stratum:Q4_high,frozen_nesso,pearson,0.1409732426167315
nested_development,assay_se_stratum:Q4_high,frozen_nesso,spearman,0.11765737083647984
nested_development,assay_se_stratum:Q4_high,frozen_nesso,bias,2.0643527390419165
nested_development,assay_se_stratum:Q4_high,frozen_nesso,calibration_intercept,1.2100578660097545
nested_development,assay_se_stratum:Q4_high,frozen_nesso,calibration_slope,0.32391463337556087
nested_development,assay_se_stratum:Q4_high,affine_frozen_nesso,n,835.0
nested_development,assay_se_stratum:Q4_high,affine_frozen_nesso,mae,1.376846423524139
nested_development,assay_se_stratum:Q4_high,affine_frozen_nesso,rmse,1.5938100520611103
nested_development,assay_se_stratum:Q4_high,affine_frozen_nesso,rae,2.0121218559285436
nested_development,assay_se_stratum:Q4_high,affine_frozen_nesso,pearson,0.1363802020630472
nested_development,assay_se_stratum:Q4_high,affine_frozen_nesso,spearman,0.11526888470236775
nested_development,assay_se_stratum:Q4_high,affine_frozen_nesso,bias,1.3203378465911146
nested_development,assay_se_stratum:Q4_high,affine_frozen_nesso,calibration_intercept,1.7200403750929962
nested_development,assay_se_stratum:Q4_high,affine_frozen_nesso,calibration_slope,0.25829530236429304
nested_development,assay_se_stratum:Q4_high,fine_tuned_nesso,n,835.0
nested_development,assay_se_stratum:Q4_high,fine_tuned_nesso,mae,1.0873751237263938
nested_development,assay_se_stratum:Q4_high,fine_tuned_nesso,rmse,1.3469430301845802
nested_development,assay_se_stratum:Q4_high,fine_tuned_nesso,rae,1.5890888153253222
nested_development,assay_se_stratum:Q4_high,fine_tuned_nesso,pearson,0.3774833398371253
nested_development,assay_se_stratum:Q4_high,fine_tuned_nesso,spearman,0.31798722854126815
nested_development,assay_se_stratum:Q4_high,fine_tuned_nesso,bias,0.9724204733500224
nested_development,assay_se_stratum:Q4_high,fine_tuned_nesso,calibration_intercept,1.3534206400566375
nested_development,assay_se_stratum:Q4_high,fine_tuned_nesso,calibration_slope,0.3799838295745795
nested_development,assay_se_stratum:Q4_high,nested_2d_lightgbm,n,835.0
nested_development,assay_se_stratum:Q4_high,nested_2d_lightgbm,mae,0.788352261954808
nested_development,assay_se_stratum:Q4_high,nested_2d_lightgbm,rmse,1.0592815280275276
nested_development,assay_se_stratum:Q4_high,nested_2d_lightgbm,rae,1.1520971325108453
nested_development,assay_se_stratum:Q4_high,nested_2d_lightgbm,pearson,0.5182291517550067
nested_development,assay_se_stratum:Q4_high,nested_2d_lightgbm,spearman,0.42457464549544416
nested_development,assay_se_stratum:Q4_high,nested_2d_lightgbm,bias,0.631476482075281
nested_development,assay_se_stratum:Q4_high,nested_2d_lightgbm,calibration_intercept,1.118718595120008
nested_development,assay_se_stratum:Q4_high,nested_2d_lightgbm,calibration_slope,0.48679369001087164
nested_development,charge_stratum:negative,mean,n,223.0
nested_development,charge_stratum:negative,mean,mae,1.5612917432282543
nested_development,charge_stratum:negative,mean,rmse,1.7140701285265305
nested_development,charge_stratum:negative,mean,rae,2.259428207306971
nested_development,charge_stratum:negative,mean,pearson,-0.21173358931819528
nested_development,charge_stratum:negative,mean,spearman,-0.19377484217451704
nested_development,charge_stratum:negative,mean,bias,1.4577660152359762
nested_development,charge_stratum:negative,mean,calibration_intercept,28.191179905743326
nested_development,charge_stratum:negative,mean,calibration_slope,-5.882637426659385
nested_development,charge_stratum:negative,frozen_nesso,n,223.0
nested_development,charge_stratum:negative,frozen_nesso,mae,1.97775987264574
nested_development,charge_stratum:negative,frozen_nesso,rmse,2.1225704254881386
nested_development,charge_stratum:negative,frozen_nesso,rae,2.862121357470303
nested_development,charge_stratum:negative,frozen_nesso,pearson,0.4235418543788162
nested_development,charge_stratum:negative,frozen_nesso,spearman,0.3368033642087092
nested_development,charge_stratum:negative,frozen_nesso,bias,1.9617761910313902
nested_development,charge_stratum:negative,frozen_nesso,calibration_intercept,-1.7008202442272238
nested_development,charge_stratum:negative,frozen_nesso,calibration_slope,0.9457674836758087
nested_development,charge_stratum:negative,affine_frozen_nesso,n,223.0
nested_development,charge_stratum:negative,affine_frozen_nesso,mae,1.2953194792636875
nested_development,charge_stratum:negative,affine_frozen_nesso,rmse,1.469817264862109
nested_development,charge_stratum:negative,affine_frozen_nesso,rae,1.8745256174038984
nested_development,charge_stratum:negative,affine_frozen_nesso,pearson,0.4219289140469176
nested_development,charge_stratum:negative,affine_frozen_nesso,spearman,0.3356173187470366
nested_development,charge_stratum:negative,affine_frozen_nesso,bias,1.2215959151137152
nested_development,charge_stratum:negative,affine_frozen_nesso,calibration_intercept,-0.34528968648034364
nested_development,charge_stratum:negative,affine_frozen_nesso,calibration_slope,0.7847769225450362
nested_development,charge_stratum:negative,fine_tuned_nesso,n,223.0
nested_development,charge_stratum:negative,fine_tuned_nesso,mae,0.871957628495312
nested_development,charge_stratum:negative,fine_tuned_nesso,rmse,1.0995820669685819
nested_development,charge_stratum:negative,fine_tuned_nesso,rae,1.2618561969239699
nested_development,charge_stratum:negative,fine_tuned_nesso,pearson,0.5106383162750529
nested_development,charge_stratum:negative,fine_tuned_nesso,spearman,0.46107787862088934
nested_development,charge_stratum:negative,fine_tuned_nesso,bias,0.6880525184283521
nested_development,charge_stratum:negative,fine_tuned_nesso,calibration_intercept,0.9191108029814272
nested_development,charge_stratum:negative,fine_tuned_nesso,calibration_slope,0.5457520406757916
nested_development,charge_stratum:negative,nested_2d_lightgbm,n,223.0
nested_development,charge_stratum:negative,nested_2d_lightgbm,mae,0.550944993931083
nested_development,charge_stratum:negative,nested_2d_lightgbm,rmse,0.760342463366159
nested_development,charge_stratum:negative,nested_2d_lightgbm,rae,0.797301763338967
nested_development,charge_stratum:negative,nested_2d_lightgbm,pearson,0.6133237371599491
nested_development,charge_stratum:negative,nested_2d_lightgbm,spearman,0.4944197159355457
nested_development,charge_stratum:negative,nested_2d_lightgbm,bias,0.16674190050646398
nested_development,charge_stratum:negative,nested_2d_lightgbm,calibration_intercept,0.7156663254469309
nested_development,charge_stratum:negative,nested_2d_lightgbm,calibration_slope,0.7074984547154526
nested_development,charge_stratum:neutral,mean,n,2663.0
nested_development,charge_stratum:neutral,mean,mae,0.8632982031945451
nested_development,charge_stratum:neutral,mean,rmse,1.0597180949999823
nested_development,charge_stratum:neutral,mean,rae,1.0808948016480793
nested_development,charge_stratum:neutral,mean,pearson,-0.052415812057650384
nested_development,charge_stratum:neutral,mean,spearman,-0.04575428663219015
nested_development,charge_stratum:neutral,mean,bias,-0.1922767322119735
nested_development,charge_stratum:neutral,mean,calibration_intercept,13.111866405804868
nested_development,charge_stratum:neutral,mean,calibration_slope,-2.00754581353475
nested_development,charge_stratum:neutral,frozen_nesso,n,2663.0
nested_development,charge_stratum:neutral,frozen_nesso,mae,0.7884519059770436
nested_development,charge_stratum:neutral,frozen_nesso,rmse,1.1264206051368055
nested_development,charge_stratum:neutral,frozen_nesso,rae,0.9871832969957601
nested_development,charge_stratum:neutral,frozen_nesso,pearson,0.3433524547417888
nested_development,charge_stratum:neutral,frozen_nesso,spearman,0.3462802850936933
nested_development,charge_stratum:neutral,frozen_nesso,bias,0.5600000734446611
nested_development,charge_stratum:neutral,frozen_nesso,calibration_intercept,-0.8929608019871526
nested_development,charge_stratum:neutral,frozen_nesso,calibration_slope,1.065958916580101
nested_development,charge_stratum:neutral,affine_frozen_nesso,n,2663.0
nested_development,charge_stratum:neutral,affine_frozen_nesso,mae,0.7862377127699054
nested_development,charge_stratum:neutral,affine_frozen_nesso,rmse,0.9906209716502027
nested_development,charge_stratum:neutral,affine_frozen_nesso,rae,0.9844110105267463
nested_development,charge_stratum:neutral,affine_frozen_nesso,pearson,0.3395367381713248
nested_development,charge_stratum:neutral,affine_frozen_nesso,spearman,0.34479324270039585
nested_development,charge_stratum:neutral,affine_frozen_nesso,bias,-0.14231122001685603
nested_development,charge_stratum:neutral,affine_frozen_nesso,calibration_intercept,0.7674317645677889
nested_development,charge_stratum:neutral,affine_frozen_nesso,calibration_slope,0.8561516182605394
nested_development,charge_stratum:neutral,fine_tuned_nesso,n,2663.0
nested_development,charge_stratum:neutral,fine_tuned_nesso,mae,0.5990809816948888
nested_development,charge_stratum:neutral,fine_tuned_nesso,rmse,0.8239822660070254
nested_development,charge_stratum:neutral,fine_tuned_nesso,rae,0.7500809297228537
nested_development,charge_stratum:neutral,fine_tuned_nesso,pearson,0.615261310967865
nested_development,charge_stratum:neutral,fine_tuned_nesso,spearman,0.5679450578202229
nested_development,charge_stratum:neutral,fine_tuned_nesso,bias,0.04998777346796436
nested_development,charge_stratum:neutral,fine_tuned_nesso,calibration_intercept,-0.5356401907743528
nested_development,charge_stratum:neutral,fine_tuned_nesso,calibration_slope,1.1070192910442085
nested_development,charge_stratum:neutral,nested_2d_lightgbm,n,2663.0
nested_development,charge_stratum:neutral,nested_2d_lightgbm,mae,0.5035254930596144
nested_development,charge_stratum:neutral,nested_2d_lightgbm,rmse,0.7054188052279657
nested_development,charge_stratum:neutral,nested_2d_lightgbm,rae,0.6304404271101839
nested_development,charge_stratum:neutral,nested_2d_lightgbm,pearson,0.7357371582104167
nested_development,charge_stratum:neutral,nested_2d_lightgbm,spearman,0.6742005989378128
nested_development,charge_stratum:neutral,nested_2d_lightgbm,bias,0.023918005190088815
nested_development,charge_stratum:neutral,nested_2d_lightgbm,calibration_intercept,-0.17152301245992654
nested_development,charge_stratum:neutral,nested_2d_lightgbm,calibration_slope,1.0327144578319765
nested_development,charge_stratum:positive,mean,n,458.0
nested_development,charge_stratum:positive,mean,mae,0.9760662486092556
nested_development,charge_stratum:positive,mean,rmse,1.207742823289616
nested_development,charge_stratum:positive,mean,rae,0.9923255830466778
nested_development,charge_stratum:positive,mean,pearson,-0.08271330997983692
nested_development,charge_stratum:positive,mean,spearman,-0.0340729719355846
nested_development,charge_stratum:positive,mean,bias,0.408044125778034
nested_development,charge_stratum:positive,mean,calibration_intercept,18.84557158534921
nested_development,charge_stratum:positive,mean,calibration_slope,-3.482628496423786
nested_development,charge_stratum:positive,frozen_nesso,n,458.0
nested_development,charge_stratum:positive,frozen_nesso,mae,1.1332500227074236
nested_development,charge_stratum:positive,frozen_nesso,rmse,1.4879017338103528
nested_development,charge_stratum:positive,frozen_nesso,rae,1.1521277281364048
nested_development,charge_stratum:positive,frozen_nesso,pearson,0.22709677797680178
nested_development,charge_stratum:positive,frozen_nesso,spearman,0.26128353634099427
nested_development,charge_stratum:positive,frozen_nesso,bias,0.9948068013100436
nested_development,charge_stratum:positive,frozen_nesso,calibration_intercept,-0.014377265899943873
nested_development,charge_stratum:positive,frozen_nesso,calibration_slope,0.7991715164394643
nested_development,charge_stratum:positive,affine_frozen_nesso,n,458.0
nested_development,charge_stratum:positive,affine_frozen_nesso,mae,0.9261253335371286
nested_development,charge_stratum:positive,affine_frozen_nesso,rmse,1.1434618147214015
nested_development,charge_stratum:positive,affine_frozen_nesso,rae,0.9415527510412222
nested_development,charge_stratum:positive,affine_frozen_nesso,pearson,0.22335689715577123
nested_development,charge_stratum:positive,affine_frozen_nesso,spearman,0.2593750598366659
nested_development,charge_stratum:positive,affine_frozen_nesso,bias,0.25195958392941925
nested_development,charge_stratum:positive,affine_frozen_nesso,calibration_intercept,1.2728649951841582
nested_development,charge_stratum:positive,affine_frozen_nesso,calibration_slope,0.6316027946840604
nested_development,charge_stratum:positive,fine_tuned_nesso,n,458.0
nested_development,charge_stratum:positive,fine_tuned_nesso,mae,0.7135114943755593
nested_development,charge_stratum:positive,fine_tuned_nesso,rmse,0.9300089476377303
nested_development,charge_stratum:positive,fine_tuned_nesso,rae,0.7253971855656062
nested_development,charge_stratum:positive,fine_tuned_nesso,pearson,0.5862331159284199
nested_development,charge_stratum:positive,fine_tuned_nesso,spearman,0.5594516693435916
nested_development,charge_stratum:positive,fine_tuned_nesso,bias,0.08007151858428335
nested_development,charge_stratum:positive,fine_tuned_nesso,calibration_intercept,0.5233356638369017
nested_development,charge_stratum:positive,fine_tuned_nesso,calibration_slope,0.8479005870007726
nested_development,charge_stratum:positive,nested_2d_lightgbm,n,458.0
nested_development,charge_stratum:positive,nested_2d_lightgbm,mae,0.5712211036518026
nested_development,charge_stratum:positive,nested_2d_lightgbm,rmse,0.7712482253545025
nested_development,charge_stratum:positive,nested_2d_lightgbm,rae,0.5807365181794758
nested_development,charge_stratum:positive,nested_2d_lightgbm,pearson,0.7341471806371257
nested_development,charge_stratum:positive,nested_2d_lightgbm,spearman,0.7206839813602784
nested_development,charge_stratum:positive,nested_2d_lightgbm,bias,-0.009170322893696911
nested_development,charge_stratum:positive,nested_2d_lightgbm,calibration_intercept,0.19164563215330913
nested_development,charge_stratum:positive,nested_2d_lightgbm,calibration_slope,0.9529453904555244
historical_lockbox_primary,"potency_stratum:(4,5]",mean,n,278.0
historical_lockbox_primary,"potency_stratum:(4,5]",mean,mae,0.41013260833351395
historical_lockbox_primary,"potency_stratum:(4,5]",mean,rmse,0.47049547051998747
historical_lockbox_primary,"potency_stratum:(4,5]",mean,rae,1.8467819813582131
historical_lockbox_primary,"potency_stratum:(4,5]",mean,pearson,
historical_lockbox_primary,"potency_stratum:(4,5]",mean,spearman,
historical_lockbox_primary,"potency_stratum:(4,5]",mean,bias,-0.39074511710285387
historical_lockbox_primary,"potency_stratum:(4,5]",mean,calibration_intercept,4.630539568345323
historical_lockbox_primary,"potency_stratum:(4,5]",mean,calibration_slope,
historical_lockbox_primary,"potency_stratum:(4,5]",frozen_nesso,n,278.0
historical_lockbox_primary,"potency_stratum:(4,5]",frozen_nesso,mae,0.4438546762589927
historical_lockbox_primary,"potency_stratum:(4,5]",frozen_nesso,rmse,0.546202007525138
historical_lockbox_primary,"potency_stratum:(4,5]",frozen_nesso,rae,1.9986287405612
