dataset,model,metric,estimate,ci_lower,ci_upper,bootstrap_replicates,bootstrap_clusters
nested_development,mean,mae,0.9252899269467744,0.8739622044893072,0.9921667925046553,2000,2931
nested_development,mean,rmse,1.1357864067773777,1.0771642317161814,1.2110467724653786,2000,2931
nested_development,mean,rae,1.0024572328648311,0.9807454857195673,1.035883163429523,2000,2931
nested_development,mean,pearson,-0.0977858811637996,-0.2577070487863977,0.04980878183766157,2000,2931
nested_development,mean,spearman,-0.07471753372366378,-0.20602604613897324,0.03229782735088087,2000,2931
nested_development,mean,bias,-2.0008037237763497e-05,-0.1067330561751632,0.15002596567618473,2000,2931
nested_development,frozen_nesso,mae,0.9149869580193981,0.847724231556555,1.0067809736265592,2000,2931
nested_development,frozen_nesso,rmse,1.2704668618055022,1.1975542217031805,1.3607699717050976,2000,2931
nested_development,frozen_nesso,rae,0.9912950171955105,0.9742954692333642,1.0155246540275684,2000,2931
nested_development,frozen_nesso,pearson,0.3789016293786543,0.298489017762201,0.45069689691983034,2000,2931
nested_development,frozen_nesso,spearman,0.3853880954489389,0.31793596868988566,0.4533438011772128,2000,2931
nested_development,frozen_nesso,bias,0.7130316391097885,0.6315462445375537,0.8180400701729353,2000,2931
nested_development,affine_frozen_nesso,mae,0.8393458958558808,0.8084831155419812,0.8761976859263163,2000,2931
nested_development,affine_frozen_nesso,rmse,1.051013367468924,1.0144195303129042,1.0904428774994952,2000,2931
nested_development,affine_frozen_nesso,rae,0.9093456436433676,0.8603719868833305,0.962541116187519,2000,2931
nested_development,affine_frozen_nesso,pearson,0.3729899142983292,0.29916663785437375,0.4391795554893882,2000,2931
nested_development,affine_frozen_nesso,spearman,0.3832575519681125,0.31859845151077293,0.4467753305810419,2000,2931
nested_development,affine_frozen_nesso,bias,0.002643121891490681,-0.07706856328390105,0.10586634688838324,2000,2931
nested_development,fine_tuned_nesso,mae,0.6329507983947217,0.6113752543671115,0.6543902931384973,2000,2931
nested_development,fine_tuned_nesso,rmse,0.860099040900178,0.8327262559651845,0.8869016771189814,2000,2931
nested_development,fine_tuned_nesso,rae,0.6857376130658528,0.6365839168003739,0.7366552658967261,2000,2931
nested_development,fine_tuned_nesso,pearson,0.6576018969174745,0.6118650861475963,0.6948472702020156,2000,2931
nested_development,fine_tuned_nesso,spearman,0.625215523785095,0.5730709634046012,0.6772782656853344,2000,2931
nested_development,fine_tuned_nesso,bias,0.09665846527102673,0.062146183588183655,0.1305552645475542,2000,2931
nested_development,nested_2d_lightgbm,mae,0.5159594459141478,0.49806306644205695,0.5324748426609529,2000,2931
nested_development,nested_2d_lightgbm,rmse,0.7185388558091421,0.6910015721840747,0.7464718832276849,2000,2931
nested_development,nested_2d_lightgbm,rae,0.5589894187309365,0.5136445959924688,0.6072233265795716,2000,2931
nested_development,nested_2d_lightgbm,pearson,0.7735253996238477,0.7389288139776973,0.8020297087346232,2000,2931
nested_development,nested_2d_lightgbm,spearman,0.7304467583777929,0.6876984011318822,0.7706836929305302,2000,2931
nested_development,nested_2d_lightgbm,bias,0.02891061116890993,0.0031673353610174185,0.05433600407232649,2000,2931
historical_lockbox_primary,mean,mae,0.9132459670615233,0.8606123247999948,0.9656941217932339,2000,663
historical_lockbox_primary,mean,rmse,1.0943441806843173,1.0341990713298521,1.15194379111012,2000,663
historical_lockbox_primary,mean,rae,1.0446364438220654,1.0093890766341271,1.0979488685268188,2000,663
historical_lockbox_primary,mean,pearson,-9.155361655596314e-18,-7.657955533501762e-16,6.744786360787687e-16,2000,663
historical_lockbox_primary,mean,spearman,,,,2000,663
historical_lockbox_primary,mean,bias,-0.1268512070208354,-0.21985883564162376,-0.03255964568918999,2000,663
historical_lockbox_primary,frozen_nesso,mae,0.8565009411764707,0.7816687067083741,0.9309115583702936,2000,663
historical_lockbox_primary,frozen_nesso,rmse,1.2171958205151905,1.1237113320716747,1.305418980657064,2000,663
historical_lockbox_primary,frozen_nesso,rae,0.9797274004940274,0.9427806313114272,1.0198200764530583,2000,663
historical_lockbox_primary,frozen_nesso,pearson,0.3318908860912548,0.24483040911491946,0.4139869670564347,2000,663
historical_lockbox_primary,frozen_nesso,spearman,0.3235500784466647,0.24739509808699897,0.39786205620088966,2000,663
historical_lockbox_primary,frozen_nesso,bias,0.6555238994397758,0.5721520717774953,0.7410762284642481,2000,663
historical_lockbox_primary,fine_tuned_nesso,mae,0.60130776302521,0.5611968161358801,0.643604652884747,2000,663
historical_lockbox_primary,fine_tuned_nesso,rmse,0.8195842702651757,0.7621719386959163,0.8776675030251617,2000,663
historical_lockbox_primary,fine_tuned_nesso,rae,0.6878190825527509,0.6368982763011084,0.7446365614346956,2000,663
historical_lockbox_primary,fine_tuned_nesso,pearson,0.6594096809777491,0.5999749390288239,0.7106722543834934,2000,663
historical_lockbox_primary,fine_tuned_nesso,spearman,0.6019488029795916,0.5426339151081724,0.656121813709325,2000,663
historical_lockbox_primary,fine_tuned_nesso,bias,0.03370789691876749,-0.02355004217567582,0.09118465332618024,2000,663
historical_lockbox_primary,established_2d_lightgbm,mae,0.47758475533072,0.44643584339031306,0.5136797431233026,2000,663
historical_lockbox_primary,established_2d_lightgbm,rmse,0.6716465868697465,0.6207900478998335,0.7291803451907489,2000,663
historical_lockbox_primary,established_2d_lightgbm,rae,0.546295804664314,0.49711746397139867,0.6017866858035464,2000,663
historical_lockbox_primary,established_2d_lightgbm,pearson,0.787177889234604,0.7423562905797098,0.8253822662262236,2000,663
historical_lockbox_primary,established_2d_lightgbm,spearman,0.7405280177333651,0.692533243738005,0.7798078560254971,2000,663
historical_lockbox_primary,established_2d_lightgbm,bias,0.0036904410127878524,-0.049652967976875496,0.0558167037314444,2000,663
public_challenge,mean,mae,0.9767550066377348,0.916889520227602,1.0333116894780636,2000,370
public_challenge,mean,rmse,1.1259853496184196,1.063667943785298,1.1822588539376586,2000,370
public_challenge,mean,rae,1.2837817143595454,1.1805317979977317,1.4094379719213241,2000,370
public_challenge,mean,pearson,1.8091442211764625e-16,-9.581073539666401e-16,9.607835270580771e-16,2000,370
public_challenge,mean,spearman,,,,2000,370
public_challenge,mean,bias,-0.5265653889968827,-0.6325265849314098,-0.41283310657211963,2000,370
public_challenge,frozen_nesso,mae,0.6717785241715398,0.606294251739397,0.7432528590181992,2000,370
public_challenge,frozen_nesso,rmse,0.9564897489951038,0.8631132465581615,1.0489907071174216,2000,370
public_challenge,frozen_nesso,rae,0.88294094176138,0.8547547310944276,0.9155972895624246,2000,370
public_challenge,frozen_nesso,pearson,0.3900700998141231,0.31906957817394993,0.458260788992155,2000,370
public_challenge,frozen_nesso,spearman,0.4510789994208697,0.37556843269645246,0.520930309484286,2000,370
public_challenge,frozen_nesso,bias,0.2544355218323586,0.15856401529284184,0.35768748546847995,2000,370
public_challenge,fine_tuned_nesso,mae,0.6013735309941521,0.5479115380746992,0.6547743392059431,2000,370
public_challenge,fine_tuned_nesso,rmse,0.8092184008130011,0.736032232470634,0.8782679349505711,2000,370
public_challenge,fine_tuned_nesso,rae,0.7904053087454119,0.7407207849029708,0.8436262753141693,2000,370
public_challenge,fine_tuned_nesso,pearson,0.6134865899454965,0.5573537248986534,0.6692453848350346,2000,370
public_challenge,fine_tuned_nesso,spearman,0.6572964820080093,0.5958078975537796,0.7126604404801141,2000,370
public_challenge,fine_tuned_nesso,bias,-0.07390156257309943,-0.15591136316889664,0.013428101923174294,2000,370
public_challenge,established_2d_challenge,mae,0.5164250652797187,0.46958048637743294,0.5659130753061533,2000,370
public_challenge,established_2d_challenge,rmse,0.7330912898189303,0.6537444364060084,0.8108366172609816,2000,370
public_challenge,established_2d_challenge,rae,0.6787547042376476,0.6302283317353102,0.7343100104938272,2000,370
public_challenge,established_2d_challenge,pearson,0.6776713910335245,0.6157104957769941,0.733132192723266,2000,370
public_challenge,established_2d_challenge,spearman,0.7477520285028052,0.6932921370248983,0.791638772531736,2000,370
public_challenge,established_2d_challenge,bias,-0.02289772449412463,-0.09152859540982176,0.05150141923374843,2000,370
