split,isoform,recipe,subgroup,fold,n,mae,bias,spearman,pred_sd,y_sd
butina,CYP1A2,inhibitor,MW<215,1,8,0.4089278370606637,0.1087770717407801,0.4523809523809524,0.17317487263549527,0.5247635148757049
butina,CYP1A2,inhibitor,MW<215,2,1,0.14607033086205945,-0.14607033086205945,,0.0,0.0
butina,CYP1A2,inhibitor,MW<215,3,4,0.3885010245023912,-0.19321643064895855,0.39999999999999997,0.07383730984406282,0.4606973310317941
butina,CYP1A2,inhibitor,MW<215,4,3,0.741863798647535,0.5329130846257709,0.5,0.320043990302146,0.7639480142616965
butina,CYP1A2,inhibitor,MW>=215,pooled,1390,0.6421699668606853,-0.0006640875966760549,0.5303275033261344,0.5592175928080211,1.034420348233726
butina,CYP1A2,inhibitor,MW>=215,0,269,0.6765857656421573,-0.062045499020315434,0.5452015017847565,0.5647142822665321,1.0902329659053187
butina,CYP1A2,inhibitor,MW>=215,1,264,0.6034600071133073,0.0534051977323962,0.5098109294393102,0.5307705399058052,0.9600867156088162
butina,CYP1A2,inhibitor,MW>=215,2,299,0.6431893238872846,0.05938667415400418,0.5613184889228076,0.5433453816163798,1.05447077053481
butina,CYP1A2,inhibitor,MW>=215,3,281,0.6496103072153827,-0.04544625372996079,0.5446446148687383,0.5664550300818771,1.0397799219405977
butina,CYP1A2,inhibitor,MW>=215,4,277,0.636993274118695,-0.011978458477240902,0.5087265927330338,0.5795973390360688,1.0119296096113286
butina,CYP1A2,inhibitor_nesso,all,pooled,1412,0.6384995018318654,0.0005405712197993303,0.5230437446213367,0.5611669260459006,1.0301112449331375
butina,CYP1A2,inhibitor_nesso,all,0,275,0.6654600384349049,-0.055993713766761745,0.5376330746372003,0.5640213700514013,1.0821370438132905
butina,CYP1A2,inhibitor_nesso,all,1,272,0.6007490498085791,0.05932986401122034,0.49970183929376455,0.5359791133536406,0.9514788101191638
butina,CYP1A2,inhibitor_nesso,all,2,300,0.6450616955133331,0.059589805202601445,0.5579475327503638,0.5499164797789002,1.0535796022197335
