split,n_train,method,n_cells,wmae_cell_mean,wmae_cell_median,wmae_cell_min,wmae_cell_max,weighted_error_sum,weight_sum,raw_mae,bias,fit_seconds_mean,fit_seconds_median,fit_seconds_sum,coverage80,coverage90,width90,wmae_pooled
chemical_cluster,500,morgan_ridge,50,0.5776803936020505,0.5761176234937677,0.5493369787347431,0.624916380329031,128213.2680097355,221956.86511208978,0.7488493455957567,0.3040584141793832,0.31795751448124066,0.315216089000387,15.897875724062033,0.7968320757587963,0.9018547658047135,3.7437323418356154,0.5776494813304689
chemical_cluster,500,native_continuous,50,0.6281891945792168,0.6249984976211377,0.5920253423677274,0.6592760710666775,139400.2716412424,221956.86511208978,0.9149922251561944,0.713037645175738,0.0031081470798380905,0.003074295997066656,0.15540735399190453,0.7972742407561558,0.9059524448860127,4.773245110321045,0.628051182696441
chemical_cluster,500,repr_mlp,50,0.673503177798509,0.6503400914541726,0.5813408748843518,1.1442818360038973,149466.2680052065,221956.86511208978,0.8483193382974835,0.09194543406542582,0.9284954085601931,0.9148666670007515,46.42477042800965,0.8061062180571592,0.9011126178136999,3.4226457083940507,0.6734023204451234
chemical_cluster,500,repr_ridge,50,0.5887544094108972,0.5824935306656533,0.5485279979426575,0.7408146111350111,130684.68196677137,221956.86511208978,0.7687053786386958,0.29685528609822515,0.14099488381914851,0.14056328799779294,7.049744190957426,0.7936296017829811,0.9003897585993932,3.5843027249456823,0.5887841401110737
chemical_cluster,500,scalar_ridge,50,0.5871768090446996,0.5891282601255172,0.5552241883663611,0.6141937892931543,130301.21044676822,221956.86511208978,0.7639782669101127,0.32811364278857374,0.010226123460161034,0.010010409998358227,0.5113061730080517,0.7978168774558506,0.9013487375025733,3.733066842883517,0.5870564552304575
chemical_cluster,500,weighted_mean,50,0.6568006680048737,0.6578246160658441,0.6251791210448334,0.6998650980837526,145770.2681106935,221956.86511208978,0.8858250129237064,0.430652009519506,0.0033547180196183035,0.0033020679984474555,0.16773590098091518,0.7950682939054626,0.9070002595705451,4.764632009888584,0.6567504367890512
random,-1,dual_head,50,0.505061077774692,0.5068849323504093,0.48237335589210284,0.5335586893604333,112077.52793436828,221956.86511208978,0.6487536421440165,0.3079854604575837,36.43630611575929,35.97326700799749,1821.8153057879645,0.7985905766941453,0.9009854282466457,3.0167856426874793,0.5049518422319055
random,-1,head_lora,50,0.5086110354813749,0.5139786573459115,0.485832378478262,0.5316396741711025,112856.3679197971,221956.86511208978,0.6604475386425355,0.3261486136156687,12.887745073979968,12.76818516199637,644.3872536989984,0.800562775793704,0.9002671786471899,3.12658972307841,0.5084608122519835
random,-1,head_pretrained,50,0.5052537871711902,0.5056921226973325,0.4817350621426669,0.5358076510332976,112117.34662702482,221956.86511208978,0.6463337549512767,0.29667183774587963,18.304149223261337,18.179299649000313,915.2074611630669,0.7997264663498116,0.9016136784726512,3.012055776087443,0.50513124056967
random,-1,head_random,50,0.5042832641605922,0.505160569085999,0.48130593630936425,0.5336656110665478,111903.18471028081,221956.86511208978,0.6471589190648777,0.3058767640854097,17.259972158220844,17.125226033494982,862.9986079110422,0.7986794572290397,0.9014631723100883,3.0116712593078616,0.5041663597734132
random,-1,morgan_knn,50,0.5620166235787546,0.5653553948090891,0.5359509277799958,0.5828965582409251,124730.10674879454,221956.86511208978,0.686333036224751,0.22143007751071658,1.1937284569410258,1.1960745905034855,59.68642284705129,0.8030178208605211,0.906430099442371,3.25337606088481,0.5619565165772411
random,-1,morgan_lightgbm,50,0.5392310667265567,0.5421134263930643,0.5159682565454434,0.5561200089000362,119669.56108946197,221956.86511208978,0.7450180471753224,0.4395378617271692,0.86896926844056,0.8581601759997284,43.448463422028,0.8023294666272835,0.9023004215783679,3.791333105390637,0.5391568358519931
random,-1,morgan_ridge,50,0.5079559825887138,0.5066264342056428,0.48589192382045177,0.5298096895025686,112725.25523196837,221956.86511208978,0.6431048774987486,0.2563113598694381,5.158383394041084,5.11867791700206,257.9191697020542,0.8021497811551783,0.9001453595052048,2.9585860601417777,0.5078700997828625
random,-1,native_continuous,50,0.6281179747720238,0.6268309037012993,0.6149302166120247,0.6406698429719125,139400.2716412424,221956.86511208978,0.9149953661992477,0.7130435856931061,0.0042175547586521134,0.0041402060032851296,0.21087773793260567,0.8005307770110004,0.8999098216123806,4.651218592834472,0.628051182696441
random,-1,repr_mlp,50,0.5449245625129777,0.5160905017311576,0.49027462962285734,0.8551842054472636,120942.41299315223,221956.86511208978,0.6889379073877119,0.1843895309659498,4.640960517260392,4.797094569501496,232.04802586301957,0.8011635920983146,0.9010151445986949,2.8776531456629435,0.5448915172417643
random,-1,repr_ridge,50,0.5197002426664414,0.506703058229262,0.4864771015768655,0.6533768419892257,115329.8842326525,221956.86511208978,0.6484005842537748,0.2145733782426942,1.146111544560117,1.1293472705001477,57.30557722800586,0.7980532656659775,0.8989505741879469,2.8492331886747144,0.5196049429442523
random,-1,scalar_ridge,50,0.5814380236567149,0.5841863896344346,0.5603753382915627,0.5941501884216931,129036.92646482411,221956.86511208978,0.755528119658385,0.3314033979207573,0.018928944479557685,0.018576547994598513,0.9464472239778843,0.8022374533444322,0.900803236576175,3.639574214158437,0.5813603755831547
random,-1,weighted_mean,50,0.6558977318376296,0.6618081893787264,0.6349523427257627,0.6744754248963006,145555.00880632305,221956.86511208978,0.8844983770235337,0.42871851540633843,0.004156104159992537,0.004052405995025765,0.20780520799962687,0.802478630183579,0.9003564619639645,4.558168467685002,0.6557806118446337
random,25,dual_head,50,0.6198557021384065,0.6161233693369417,0.579051942342281,0.702169759379089,137561.4099635407,221956.86511208978,0.8575382748346005,0.5432267048555541,0.9007284844409879,0.8650568124994606,45.03642422204939,0.8265575575306785,1.0,inf,0.6197664122444296
random,25,head_lora,50,0.621213185239857,0.6189530657353934,0.5643178535571779,0.6834995001960528,137864.05655065263,221956.86511208978,0.8681085443461442,0.5730556556033808,0.36852890112029857,0.36110358150472166,18.426445056014927,0.8270333324382625,1.0,inf,0.6211299500965213
random,25,head_pretrained,50,0.616810760520871,0.614101142383664,0.5782626970455792,0.6913992430737125,136887.21925902693,221956.86511208978,0.8543770218200304,0.5427827097906848,0.45920631045992194,0.43771345549612306,22.960315522996098,0.8259271591346454,1.0,inf,0.6167289269917284
random,25,head_random,50,0.6201787007878812,0.6115412992514181,0.5601221966974587,0.7671930502588555,137624.3428374125,221956.86511208978,0.8263369980768832,0.4118962656782601,0.449821554940645,0.4328954105003504,22.49107774703225,0.8334110702362092,1.0,inf,0.6200499487497773
random,25,morgan_knn,50,0.6894766532672318,0.6729696982553426,0.6119607665387231,1.1157177710428172,153043.04591679218,221956.86511208978,0.9107753020205012,0.4370782875599627,0.019558876860319287,0.015552166998531902,0.9779438430159644,0.8254916176615379,1.0,inf,0.6895170637750013
random,25,morgan_lightgbm,50,0.7749397394259657,0.7474147068954193,0.6286347830546803,1.0931221069026527,171996.52831793786,221956.86511208978,0.9143211247304476,0.1612750650099356,0.05118394739998621,0.04007570049907372,2.5591973699993105,0.8413912981212464,1.0,inf,0.7749097025274636
random,25,morgan_ridge,50,0.675556081444934,0.667665792501291,0.6097706598385657,0.8578920625891406,149923.43021891805,221956.86511208978,0.895806356021096,0.40754917510331606,0.019071733139935532,0.018364813000516733,0.9535866569967766,0.8315549618252285,1.0,inf,0.6754620098964078
random,25,native_continuous,50,0.6281179747720238,0.6268309037012993,0.6149302166120247,0.6406698429719125,139400.2716412424,221956.86511208978,0.9149953661992477,0.7130435856931061,0.003060182519548107,0.003029144998436095,0.15300912597740535,0.8324176311055019,1.0,inf,0.628051182696441
random,25,repr_mlp,50,2.6564688990224696,1.8103723692534488,0.9842946605786823,16.56795391288882,589566.8548583608,221956.86511208978,3.0864934338386734,-0.1530418915002128,0.22686474006026403,0.20571958550135605,11.3432370030132,0.8250153057114471,1.0,inf,2.6562226609238935
