alpha,mae,rmse,spearman,pearson,bias,selected_alpha
0.0,0.7475642532304619,1.6516346916345035,0.6091939018904341,0.34558994384491865,0.027067043282604855,100.0
1.0,0.6719365639164806,1.1850440540069043,0.6419211202864771,0.4917539257778441,0.008250449429077078,100.0
10.0,0.6305062056394585,0.9066224090673836,0.6579022164270911,0.630387686429248,-0.004448926247151321,100.0
100.0,0.629237804491073,0.8694485617930879,0.6529727714133131,0.6476648597823983,-0.01130802383268075,100.0
1000.0,0.6615843083674102,0.8935331456485535,0.6140949134775762,0.6154714766839783,-0.008867285335983199,100.0
