feature,gain
molfeat_layered_fp_583,46.59749067873345
molfeat_rdkit_count_fp_1133,46.58729552775621
molfeat_rdkit_fp_541,46.58658904770855
molfeat_avalon_fp_208,46.54304473521188
molfeat_pattern_fp_968,46.402460573613645
molfeat_layered_fp_106,46.2733560910332
molfeat_scaffoldkeys_n_carbon_atleast_2_heteroatoms,46.26931479983614
molfeat_rdkit_fp_499,46.10797906612279
molfeat_layered_fp_1439,46.03283224105835
molfeat_estate_fp_12,46.02913248069817
molfeat_ecfp_count_fp_1039,45.964188226492844
rdkit_atompair_hashed_0864,45.86742677748553
molfeat_rdkit_fp_1470,45.82838078404893
molfeat_layered_fp_824,45.80079419752583
molfeat_rdkit_count_fp_1789,45.58289953339845
rdkit_maccs_108,45.374236217211
molfeat_rdkit_count_fp_585,45.322590550099264
molfeat_cats2d_LR_bins_7,45.25093325604685
molfeat_rdkit_fp_1080,45.1006955306686
molfeat_rdkit_count_fp_1507,44.99044447799097
molfeat_rdkit_fp_1494,44.99004180451739
molfeat_rdkit_fp_1379,44.97285004814039
molfeat_pharm2d_Desc_83,44.8978640326648
molfeat_rdkit_count_fp_649,44.789572212152414
molfeat_rdkit_count_fp_1565,44.73044669032097
molfeat_rdkit_count_fp_338,44.702120292419565
molfeat_rdkit_count_fp_615,44.4471912174311
molfeat_avalon_fp_18,44.43532419502735
molfeat_rdkit_count_fp_1762,44.429475564719176
molfeat_erg_fp_106,44.38497806787491
molfeat_rdkit_fp_2035,44.334457813971675
molfeat_rdkit_count_fp_36,44.284688770212234
molfeat_rdkit_count_fp_744,44.27528437405126
molfeat_secfp_fp_658,44.2435531911673
molfeat_rdkit_count_fp_2042,44.18177669723518
molfeat_rdkit_count_fp_182,44.177892399963454
molfeat_layered_fp_339,44.17147765868576
molfeat_rdkit_fp_1951,44.074354243616106
molfeat_rdkit_fp_314,44.041488512884825
molfeat_rdkit_count_fp_1800,43.99425031013671
molfeat_rdkit_fp_1716,43.960594486503396
molfeat_erg_fp_302,43.952345852929284
rdkit_atompair_hashed_1340,43.90688345850212
molfeat_rdkit_fp_301,43.870089988783
molfeat_layered_fp_52,43.85020995355444
molfeat_layered_fp_40,43.816448576538825
molfeat_layered_fp_1385,43.77693681367673
molfeat_avalon_fp_206,43.74594636617694
molfeat_rdkit_fp_553,43.72828100079205
molfeat_rdkit_count_fp_1302,43.68005152796977
rdkit_atompair_hashed_1009,43.584171606227756
rdkit_atompair_hashed_0769,43.54372955579311
molfeat_topological_fp_377,43.48014585321071
rdkit_atompair_hashed_0385,43.458657913375646
rdkit_atompair_hashed_0364,43.420178931189
rdkit_atompair_hashed_1088,43.37960776649415
molfeat_rdkit_fp_50,43.33806675202213
molfeat_rdkit_count_fp_1129,43.32384310198249
molfeat_rdkit_fp_1226,43.17341619107756
molfeat_erg_fp_143,43.13182425578125
molfeat_rdkit_fp_1384,43.04991120935883
molfeat_rdkit_count_fp_1954,43.049069371289804
molfeat_layered_fp_2019,42.9971182015026
molfeat_rdkit_count_fp_732,42.92415126715787
molfeat_scaffoldkeys_n_nitrogen,42.860896949860035
molfeat_rdkit_fp_877,42.56493977424689
molfeat_rdkit_fp_596,42.53146490850486
molfeat_rdkit_count_fp_1639,42.51876063575037
molfeat_rdkit_fp_1669,42.47720081764273
molfeat_rdkit_fp_307,42.45734511790797
molfeat_rdkit_count_fp_1187,42.36182141987374
rdkit_atompair_hashed_0676,42.30878760523628
molfeat_scaffoldkeys_n_carbon_het_carbon_het_bonds,42.290247921511764
molfeat_rdkit_count_fp_73,42.28968218034716
molfeat_avalon_fp_504,42.27410231936956
molfeat_pharm2d_Desc_47,42.231582975780476
molfeat_layered_fp_1339,42.21759845657507
molfeat_ecfp_count_fp_2009,41.902622469415654
molfeat_rdkit_count_fp_1816,41.74851845629164
molfeat_rdkit_count_fp_1894,41.71222507613129
molfeat_rdkit_count_fp_761,41.71040882446105
rdkit_maccs_100,41.642911666317374
molfeat_layered_fp_1158,41.63538865478476
molfeat_pharm2d_Desc_1859,41.565694364905355
molfeat_avalon_fp_456,41.55883133083116
molfeat_rdkit_count_fp_2039,41.54791460084671
molfeat_rdkit_count_fp_553,41.49518741095089
molfeat_rdkit_fp_1039,41.44528956313152
molfeat_rdkit_count_fp_702,41.360212912084535
rdkit_atompair_hashed_1644,41.33677676487714
rdkit_atompair_hashed_1060,41.32471420471556
molfeat_layered_fp_1743,41.16290483932244
molfeat_avalon_fp_172,41.11452186597744
molfeat_layered_fp_275,41.110337330773476
molfeat_pharm2d_Desc_608,41.089472976326945
molfeat_avalon_fp_235,41.07491648235591
molfeat_pharm2d_Desc_1122,41.06710131857544
molfeat_rdkit_fp_1985,41.00765238273889
molfeat_rdkit_count_fp_560,40.9918608417327
molfeat_topological_fp_1324,40.928748205304146
rdkit_atompair_hashed_0550,40.90582933831611
molfeat_rdkit_fp_945,40.891332187806256
molfeat_rdkit_fp_888,40.86640324742766
molfeat_rdkit_count_fp_1336,40.860709336487346
molfeat_rdkit_fp_797,40.82991105114343
molfeat_rdkit_fp_718,40.829330887633844
molfeat_rdkit_count_fp_856,40.8183958735317
molfeat_rdkit_fp_1796,40.81231382359401
molfeat_pharm2d_Desc_832,40.79639261066914
molfeat_avalon_fp_301,40.73033170904964
molfeat_rdkit_count_fp_1814,40.70168617912568
molfeat_layered_fp_217,40.627299369871615
molfeat_rdkit_count_fp_1910,40.57560891791945
molfeat_rdkit_fp_403,40.41522944564931
molfeat_rdkit_fp_936,40.28843432079884
molfeat_layered_fp_1400,40.23370965048671
molfeat_rdkit_count_fp_1850,40.22707256910799
molfeat_rdkit_count_fp_325,40.08211781196296
molfeat_pharm2d_Desc_101,40.03210740343202
molfeat_rdkit_fp_1517,39.83823020155542
molfeat_rdkit_count_fp_1736,39.836062945780576
molfeat_rdkit_fp_1466,39.77716903671389
molfeat_rdkit_count_fp_1689,39.64274602943624
molfeat_rdkit_fp_662,39.60728403385728
molfeat_pharm2d_Desc_829,39.57378450223477
molfeat_rdkit_fp_1661,39.54728907169774
molfeat_rdkit_fp_1947,39.54675800645491
molfeat_cats2d_AA_bins_2,39.54143718876294
rdkit_atompair_hashed_0461,39.423714414506684
molfeat_rdkit_fp_1282,39.39398564528674
molfeat_topological_count_fp_1602,39.34010009765625
molfeat_rdkit_count_fp_1196,39.3117039643228
molfeat_rdkit_fp_1911,39.29150278198067
molfeat_erg_fp_86,39.27967935513588
molfeat_erg_fp_81,39.24200796338264
rdkit_atompair_hashed_1144,39.23004049194278
molfeat_rdkit_count_fp_404,39.21275533217704
molfeat_rdkit_fp_278,39.17102600708604
molfeat_rdkit_fp_915,39.15213611267973
molfeat_rdkit_count_fp_667,39.100777939707044
molfeat_layered_fp_1272,39.0449273692444
molfeat_rdkit_fp_363,39.03431178168394
molfeat_rdkit_fp_55,38.999067786172965
molfeat_rdkit_fp_1010,38.98331888711546
molfeat_estate_fp_8,38.97769066634355
molfeat_pharm2d_Desc_1017,38.97231487631798
molfeat_layered_fp_136,38.88099813592853
molfeat_rdkit_fp_650,38.71664885021746
molfeat_rdkit_count_fp_467,38.70794143867679
rdkit_atompair_hashed_0584,38.68291378617287
molfeat_estate_fp_15,38.66367057214957
molfeat_rdkit_count_fp_918,38.64696229442488
molfeat_rdkit_count_fp_1700,38.60695860433625
molfeat_ecfp_fp_392,38.562088298797605
molfeat_rdkit_count_fp_897,38.526202528504655
molfeat_rdkit_fp_221,38.476920914510266
molfeat_rdkit_count_fp_1456,38.401003391170526
molfeat_layered_fp_1083,38.34788670279086
molfeat_erg_fp_140,38.310003381845306
molfeat_avalon_fp_155,38.292269243055486
rdkit_atompair_hashed_1625,38.28025971165626
molfeat_rdkit_count_fp_197,38.27608433665591
molfeat_erg_fp_293,38.261757105542344
molfeat_rdkit_fp_1526,38.18541278331541
molfeat_scaffoldkeys_n_exocyclic_single_bonds_carbon,38.12909547832969
molfeat_rdkit_count_fp_1059,38.122797538433225
rdkit_atompair_hashed_0585,38.11877200603485
molfeat_layered_fp_94,38.10326567525044
molfeat_rdkit_count_fp_730,38.06381189706735
molfeat_cats2d_LR_bins_3,37.97924066087289
molfeat_avalon_fp_393,37.88579461670015
molfeat_rdkit_fp_1765,37.748293397389354
molfeat_rdkit_fp_1982,37.72831726318691
molfeat_pattern_fp_139,37.71848555196193
molfeat_avalon_fp_0,37.63820458971895
molfeat_rdkit_count_fp_834,37.60170504699927
molfeat_rdkit_fp_1306,37.553479984740264
molfeat_ecfp_count_fp_80,37.477939506439725
rdkit_atompair_hashed_1548,37.42243512370624
molfeat_avalon_fp_321,37.34260370893171
molfeat_rdkit_fp_1012,37.33103612519335
molfeat_rdkit_fp_1921,37.270591166353555
molfeat_rdkit_count_fp_973,37.2548034487816
rdkit_atompair_hashed_0700,37.21904844474047
molfeat_rdkit_count_fp_997,37.20464786986122
molfeat_rdkit_count_fp_464,37.18304109881865
molfeat_rdkit_count_fp_208,37.140345246030485
molfeat_avalon_fp_69,37.005122583243065
molfeat_topological_count_fp_1021,36.95627424418926
molfeat_erg_fp_64,36.7381580860907
molfeat_cats2d_AA_bins_8,36.718977467971854
molfeat_ecfp_count_fp_896,36.619696855265644
molfeat_layered_fp_2029,36.58349940832704
molfeat_rdkit_count_fp_1039,36.56713355861721
molfeat_rdkit_count_fp_420,36.55762200737954
molfeat_rdkit_count_fp_1806,36.524212633358545
molfeat_rdkit_fp_245,36.52189232525416
molfeat_rdkit_fp_49,36.4977831184864
molfeat_topological_fp_1056,36.428243364882654
molfeat_layered_fp_1148,36.355394383706155
molfeat_rdkit_count_fp_14,36.263561418571044
molfeat_erg_fp_75,36.24721230710274
molfeat_rdkit_count_fp_576,36.17139609680744
molfeat_rdkit_fp_1264,36.15025499521289
rdkit_atompair_hashed_0604,36.13414378229063
molfeat_topological_fp_48,35.99165130839683
molfeat_layered_fp_1748,35.9758640709566
molfeat_topological_fp_50,35.96113667786121
molfeat_rdkit_count_fp_458,35.9383657138329
molfeat_rdkit_fp_1320,35.90068799072178
molfeat_rdkit_fp_691,35.85268805716187
molfeat_rdkit_count_fp_74,35.6229496802669
molfeat_layered_fp_78,35.61330083000939
molfeat_layered_fp_961,35.5902169152745
molfeat_rdkit_fp_1654,35.474191287352006
rdkit_atompair_hashed_0232,35.40765038266545
molfeat_avalon_fp_461,35.3980998147279
molfeat_rdkit_fp_841,35.39710309492657
molfeat_rdkit_fp_1364,35.298252032441084
molfeat_rdkit_count_fp_1025,35.28598730479134
molfeat_pattern_fp_938,35.25524511085823
molfeat_pharm2d_Desc_1980,35.24281064568786
molfeat_ecfp_count_fp_843,35.23901203292771
rdkit_atompair_hashed_0064,35.2157071071415
molfeat_rdkit_count_fp_719,35.18090015755733
rdkit_atompair_hashed_0677,35.16170196747407
molfeat_rdkit_fp_1343,35.15044771004468
molfeat_layered_fp_558,35.036098854371815
molfeat_rdkit_count_fp_140,35.03438815523987
rdkit_atompair_hashed_0941,35.02026346420753
molfeat_rdkit_fp_1736,34.996738397725856
molfeat_rdkit_count_fp_837,34.922378795471744
molfeat_rdkit_count_fp_51,34.89157621478662
molfeat_rdkit_fp_957,34.84882784353103
molfeat_rdkit_count_fp_529,34.84502638074336
rdkit_atompair_hashed_0102,34.82265930175781
molfeat_rdkit_fp_986,34.80461647043703
molfeat_layered_fp_1078,34.778272764757276
molfeat_rdkit_fp_479,34.77060528490692
molfeat_layered_fp_1251,34.73693618718535
molfeat_rdkit_fp_1111,34.734530394885226
molfeat_rdkit_fp_940,34.669140641746345
rdkit_atompair_hashed_1400,34.64836865866673
molfeat_layered_fp_1337,34.634572012763236
molfeat_layered_fp_151,34.623286097013626
molfeat_rdkit_fp_1348,34.606226567924026
molfeat_avalon_fp_118,34.60404368452728
molfeat_rdkit_fp_1974,34.60207498677774
molfeat_layered_fp_1610,34.59145765677094
molfeat_rdkit_fp_279,34.46203318948392
molfeat_rdkit_count_fp_423,34.43094137343578
molfeat_rdkit_count_fp_1543,34.42481416342198
rdkit_atompair_hashed_1732,34.39597324919887
molfeat_layered_fp_290,34.38592294864357
molfeat_rdkit_fp_344,34.34671287954552
molfeat_rdkit_fp_1465,34.25582316946238
molfeat_secfp_fp_1780,34.24882868118584
molfeat_secfp_fp_691,34.22063307762146
molfeat_rdkit_count_fp_160,34.152691985294226
molfeat_rdkit_count_fp_106,34.15140528026386
rdkit_atompair_hashed_1268,34.11115107559599
molfeat_layered_fp_1551,33.99962792452425
molfeat_topological_fp_408,33.997428835747996
molfeat_rdkit_count_fp_1528,33.98251685070572
molfeat_avalon_fp_226,33.96340690059587
molfeat_layered_fp_2039,33.905412838206395
molfeat_rdkit_count_fp_677,33.86102028231835
molfeat_rdkit_count_fp_298,33.83268467177986
molfeat_rdkit_count_fp_805,33.81559117048746
molfeat_rdkit_count_fp_259,33.80813304046169
molfeat_rdkit_fp_634,33.7991466623731
molfeat_rdkit_count_fp_258,33.77808837958146
molfeat_erg_fp_80,33.66773505245801
molfeat_rdkit_count_fp_386,33.647201072733154
molfeat_pharm2d_Desc_81,33.60807757641887
molfeat_layered_fp_1371,33.555565549479795
molfeat_layered_fp_1201,33.51446341262199
rdkit_atompair_hashed_1498,33.49516611627769
molfeat_rdkit_count_fp_256,33.48716860460699
molfeat_ecfp_count_fp_785,33.480746792285935
molfeat_rdkit_count_fp_211,33.44897684401949
molfeat_rdkit_count_fp_957,33.42997968031559
molfeat_avalon_fp_437,33.37215425146278
molfeat_rdkit_count_fp_763,33.3719085115823
molfeat_rdkit_count_fp_536,33.339514230957136
molfeat_avalon_fp_199,33.2990664774552
rdkit_atompair_hashed_0528,33.27336986067239
molfeat_erg_fp_215,33.25164678336587
molfeat_layered_fp_1680,33.22166994686704
molfeat_erg_fp_141,33.158105100225654
molfeat_secfp_fp_1315,33.08504038453102
molfeat_rdkit_fp_1739,33.07295937776799
molfeat_cats2d_AA_bins_6,32.99348217449151
molfeat_layered_fp_509,32.91732588011655
molfeat_rdkit_count_fp_91,32.900086069200185
molfeat_secfp_fp_455,32.890754900034516
molfeat_rdkit_count_fp_473,32.782146999880204
molfeat_rdkit_fp_1897,32.71535252630711
molfeat_rdkit_fp_743,32.61857283082791
molfeat_pattern_fp_1643,32.61378031474305
rdkit_atompair_hashed_1296,32.5369979056879
molfeat_rdkit_fp_1633,32.50387980672531
molfeat_pharm2d_Desc_1175,32.472583224624394
molfeat_rdkit_fp_302,32.470970637188294
molfeat_rdkit_fp_698,32.466639652184675
molfeat_rdkit_count_fp_1775,32.462704265816136
molfeat_rdkit_fp_1890,32.4473446589458
molfeat_desc2d_PEOE_VSA11,32.394844249580636
molfeat_rdkit_fp_164,32.287622677325274
molfeat_rdkit_count_fp_382,32.28309738530661
molfeat_rdkit_count_fp_254,32.209216258116065
molfeat_rdkit_fp_1316,32.18871175646782
molfeat_layered_fp_237,32.138080787658694
molfeat_rdkit_count_fp_283,32.12809163951606
molfeat_ecfp_count_fp_392,32.10341317653656
molfeat_rdkit_count_fp_1517,32.058403852331686
molfeat_layered_fp_652,32.02932907267823
molfeat_layered_fp_148,31.924406098900363
molfeat_rdkit_count_fp_1009,31.882226887345315
molfeat_rdkit_count_fp_707,31.83997121148277
molfeat_rdkit_fp_424,31.830560975533444
molfeat_rdkit_fp_69,31.800542684877293
molfeat_layered_fp_1147,31.800489191606175
molfeat_rdkit_fp_688,31.79438210836961
molfeat_rdkit_count_fp_63,31.761267685977508
molfeat_rdkit_fp_376,31.73739827632671
molfeat_rdkit_count_fp_1512,31.72708842679858
molfeat_topological_fp_536,31.70210855868645
molfeat_layered_fp_1529,31.6860003804235
molfeat_rdkit_count_fp_88,31.665946282527877
molfeat_layered_fp_1952,31.64548807342071
molfeat_erg_fp_8,31.615891796466894
molfeat_rdkit_fp_572,31.53436396565521
rdkit_maccs_130,31.52625837097876
molfeat_avalon_fp_411,31.50374675001949
molfeat_layered_fp_1558,31.480997127614682
molfeat_topological_count_fp_421,31.37724189386936
molfeat_avalon_fp_160,31.375762291188586
molfeat_avalon_fp_318,31.3313795523718
molfeat_rdkit_fp_1307,31.293869563855697
molfeat_rdkit_fp_533,31.23495538388379
molfeat_rdkit_count_fp_1280,31.230881814984606
molfeat_rdkit_count_fp_1577,31.225947969796835
molfeat_rdkit_count_fp_389,31.156782911816844
molfeat_avalon_fp_465,31.155318209715187
molfeat_pharm2d_Desc_504,31.140044348390074
molfeat_rdkit_count_fp_441,31.111406434187664
molfeat_rdkit_fp_1529,31.014976840151938
molfeat_rdkit_count_fp_573,30.981073141936214
molfeat_rdkit_count_fp_1018,30.973818021285116
rdkit_maccs_102,30.958595202997095
molfeat_rdkit_fp_1199,30.950254508526996
molfeat_topological_fp_520,30.91463017305359
molfeat_layered_fp_1537,30.91230744497734
molfeat_rdkit_fp_1325,30.912063804990613
molfeat_rdkit_count_fp_929,30.893972640793073
molfeat_rdkit_fp_126,30.87957696405356
molfeat_rdkit_count_fp_991,30.8658043767442
molfeat_ecfp_count_fp_1750,30.840190868929493
molfeat_rdkit_count_fp_234,30.83754808156518
molfeat_pharm2d_Desc_1224,30.777220153808592
molfeat_rdkit_fp_1918,30.71334396430757
molfeat_pattern_fp_1775,30.6824088190333
molfeat_rdkit_count_fp_123,30.665616326854796
molfeat_rdkit_fp_548,30.66129763290519
molfeat_topological_fp_1964,30.572686969174537
molfeat_rdkit_count_fp_1279,30.54836930660531
molfeat_rdkit_fp_622,30.53355049507227
molfeat_rdkit_count_fp_1704,30.510733264731243
molfeat_rdkit_fp_15,30.462405595899327
molfeat_layered_fp_878,30.44642830907833
molfeat_rdkit_count_fp_568,30.433515692193758
molfeat_rdkit_fp_1901,30.3975478498789
rdkit_atompair_hashed_0396,30.363007271662354
molfeat_rdkit_fp_1483,30.350050797418227
molfeat_rdkit_fp_1978,30.333461637888103
molfeat_rdkit_fp_747,30.32800125948852
molfeat_avalon_fp_331,30.28169764922932
molfeat_rdkit_fp_535,30.26169402403757
molfeat_layered_fp_1087,30.236752268567216
molfeat_rdkit_count_fp_2000,30.161124776111684
molfeat_rdkit_fp_579,30.1444057769957
molfeat_rdkit_fp_1129,30.123123123438564
molfeat_rdkit_fp_54,30.02893709158525
molfeat_rdkit_count_fp_1886,30.010563378903317
molfeat_rdkit_count_fp_112,30.001262080750895
molfeat_rdkit_fp_1721,29.967039590806234
molfeat_rdkit_count_fp_383,29.964928163817966
molfeat_erg_fp_15,29.938141047171666
molfeat_rdkit_count_fp_460,29.92988955792971
molfeat_rdkit_fp_1522,29.91884598864708
molfeat_rdkit_fp_1770,29.8973074416921
rdkit_atompair_hashed_2008,29.892357928561978
molfeat_cats2d_LR_bins_5,29.852138410211772
molfeat_rdkit_count_fp_1958,29.789517189067556
molfeat_secfp_fp_1608,29.78613361737225
molfeat_rdkit_fp_1891,29.763932001730428
molfeat_rdkit_fp_1351,29.739558820953242
molfeat_rdkit_fp_1848,29.722825084323993
molfeat_rdkit_fp_1645,29.65989656021702
molfeat_avalon_fp_333,29.65110350474715
molfeat_rdkit_count_fp_349,29.623824726976455
molfeat_layered_fp_896,29.623820114135743
molfeat_rdkit_fp_695,29.604783753491937
molfeat_rdkit_fp_716,29.589935670746492
molfeat_rdkit_fp_1719,29.585359003581107
molfeat_erg_fp_144,29.566151022771372
molfeat_rdkit_count_fp_114,29.510248630936257
molfeat_rdkit_fp_1422,29.508117492217572
molfeat_rdkit_count_fp_1024,29.49193155345274
molfeat_rdkit_count_fp_101,29.46999304055935
molfeat_ecfp_count_fp_1380,29.407019227929414
molfeat_rdkit_fp_1049,29.38664732174948
molfeat_rdkit_count_fp_105,29.38080396762816
molfeat_rdkit_count_fp_1351,29.348699228753684
rdkit_atompair_hashed_0225,29.341436765081017
molfeat_layered_fp_1577,29.331923884153365
molfeat_rdkit_count_fp_15,29.32767481164774
molfeat_layered_fp_1084,29.325188064202667
molfeat_erg_fp_82,29.299553052801638
rdkit_atompair_hashed_1149,29.293924176925792
molfeat_layered_fp_641,29.252681377268164
molfeat_rdkit_fp_1772,29.212159043265274
molfeat_layered_fp_936,29.159582605340983
rdkit_atompair_hashed_0628,29.14533582648728
molfeat_topological_count_fp_436,29.074021151836497
molfeat_rdkit_count_fp_35,29.06910441528307
rdkit_atompair_hashed_0724,28.936151123279707
