budget,fold,method,n,weight_sum,effective_n,weighted_mae,mae,spearman,bias,weighted_bias,rmse,observed_mean,predicted_mean,observed_sd,predicted_sd,sd_ratio,observed_iqr,predicted_iqr,iqr_ratio,prediction_min,prediction_max,observed_min,observed_max,calibration_slope_descriptive,weighted_mae_floor_005,weighted_mae_floor_020,coverage_80,width_80,coverage_90,width_90
100,0,descriptor_lightgbm_rdkit_mordred,669,4496.998999397697,567.8473215867117,0.5708976014492816,0.6763217676516847,0.5307655855443648,0.17294287574488362,-0.09361941978595327,0.9033470402172881,4.370149476831092,4.543092352575974,1.053601684601062,0.5196544131621846,0.4932171434017284,1.2399999999999998,0.796707089057306,0.6425057169816986,3.374539872708192,5.770603896442069,1.61,6.845,1.0998167351373187,0.5769580393401246,0.5894066943198321,0.6920777279521674,1.6026658510930665,0.7428998505231689,1.7523173716115683
100,0,native_continuous,669,4496.998999397697,567.8473215867117,0.6256927904124256,0.8549556173087948,0.36579239776164973,0.6584732224160781,0.3445748859245394,1.1823682044066863,4.370149476831092,5.028622699247169,1.053601684601062,0.3548903617508705,0.33683541601895495,1.2399999999999998,0.41195201873779297,0.3322193699498331,3.730055809020996,6.7233123779296875,1.61,6.845,1.078293759818462,0.5883981750898384,0.7138164283853742,0.7683109118086696,2.558328895568847,0.85949177877429,3.534618835449219
100,0,repr_ridge_stable,669,4496.998999397697,567.8473215867117,0.5772258850419008,0.7465626458764129,0.4806350175011031,0.35661973041376827,0.04548837804798491,1.0506011138403937,4.370149476831092,4.7267692072448595,1.053601684601062,0.3967522641661135,0.3765676061123047,1.2399999999999998,0.22298759174346916,0.17982870301892678,-2.711616824791488,5.1665237074433,1.61,6.845,0.9240182989994736,0.5803157945976812,0.6293955844646165,0.8714499252615845,3.1497202710922783,0.8863976083707026,3.307047025620385
500,0,descriptor_lightgbm_rdkit_mordred,669,4496.998999397697,567.8473215867117,0.5028947104224023,0.561888359114716,0.6351997258875558,0.061345606455312715,-0.13769240231478716,0.7684381112451989,4.370149476831092,4.431495083286404,1.053601684601062,0.6986051579455771,0.6630638201856126,1.2399999999999998,0.8993431234728186,0.7252767124780797,2.264636551145392,5.442907104909555,1.61,6.845,1.0361577256051506,0.5175136048490248,0.5119107412272587,0.8385650224215246,1.904575655053898,0.9267563527653214,2.7812026000378656
500,0,native_continuous,669,4496.998999397697,567.8473215867117,0.6256927904124256,0.8549556173087948,0.36579239776164973,0.6584732224160781,0.3445748859245394,1.1823682044066863,4.370149476831092,5.028622699247169,1.053601684601062,0.3548903617508705,0.33683541601895495,1.2399999999999998,0.41195201873779297,0.3322193699498331,3.730055809020996,6.7233123779296875,1.61,6.845,1.078293759818462,0.5883981750898384,0.7138164283853742,0.8340807174887892,3.220584793090821,0.9342301943198804,4.810047683715821
500,0,repr_ridge_stable,669,4496.998999397697,567.8473215867117,0.5282609120261255,0.6181399998515759,0.6028777336059088,0.15608472577862142,-0.06462175627492155,0.8443619104047901,4.370149476831092,4.526234202609713,1.053601684601062,0.6778099982288026,0.6433266082764949,1.2399999999999998,0.7744584599749178,0.6245632741733209,1.1677996475819796,6.238020237403997,1.61,6.845,0.9587153910332019,0.5366977176316682,0.5497051549946683,0.8355754857997011,2.1589241825363845,0.9387144992526159,3.2431613307462435
100,1,descriptor_lightgbm_rdkit_mordred,669,4503.669508077221,557.6965945340913,0.6588434122011723,0.7704121731959641,0.5053472777445992,0.06903286035126459,-0.28569484784390586,1.0045941648888272,4.3768887208024925,4.445921581153757,1.1356423939932732,0.4098628180207214,0.3609083459622494,1.52,0.5814154075548723,0.3825101365492581,3.428000271293163,5.458140468346926,1.71,7.54855421686747,1.348990837000062,0.6842542148100913,0.6637614647930159,0.8251121076233184,2.6620522073059147,0.874439461883408,3.0923572568293243
100,1,native_continuous,669,4503.669508077221,557.6965945340913,0.5892485393151773,0.8761619139166775,0.39009890978081785,0.6538977656820522,0.270804573798771,1.2407379798491094,4.3768887208024925,5.030786486484545,1.1356423939932732,0.36091272691344894,0.3178049083253815,1.52,0.4110126495361328,0.27040305890535055,3.9850220680236816,7.441765785217285,1.71,7.54855421686747,1.1826268068293135,0.5547814590848928,0.6953246316570612,0.7892376681614349,3.0071859741210933,0.9446935724962631,5.468662071228026
100,1,repr_ridge_stable,669,4503.669508077221,557.6965945340913,0.7082380638064008,0.8013642350862628,0.4263915131134515,0.031188155176694564,-0.30257150940990796,1.1859139273386308,4.3768887208024925,4.408076875979186,1.1356423939932732,0.777552286347184,0.6846805741489338,1.52,0.6382883211195551,0.4199265270523389,-6.602363373766557,5.8789183346319644,1.71,7.54855421686747,0.40428557992511427,0.7448568118896722,0.7133802612259292,0.7354260089686099,2.0145592562312102,0.9073243647234679,3.723645710912876
500,1,descriptor_lightgbm_rdkit_mordred,669,4503.669508077221,557.6965945340913,0.48687990592479313,0.597619078121371,0.6369135395382672,0.18052177488379653,-0.07908659536472418,0.8519283709896841,4.3768887208024925,4.557410495686289,1.1356423939932732,0.6579406651860583,0.5793554984087319,1.52,0.720406328599493,0.47395153197335066,2.4010337986925285,5.604191099975965,1.71,7.54855421686747,1.188968828615426,0.4962261084541135,0.5091926561921429,0.7757847533632287,1.653765780764397,0.8430493273542601,1.982491553276464
