task,budget,fold,method,epoch,weighted_huber
fold2__draw0__n100__head_only__seed42,100,2,head_only,6,0.41615025979717757
fold2__draw0__n100__head_only__seed42,100,2,head_only,7,0.41532830470200893
fold2__draw0__n100__head_only__seed42,100,2,head_only,8,0.41376800951945825
fold2__draw0__n100__head_only__seed42,100,2,head_only,9,0.4115856958628683
fold2__draw0__n100__head_only__seed42,100,2,head_only,10,0.40913406142863096
fold2__draw0__n100__head_only__seed42,100,2,head_only,11,0.4067647142815076
fold2__draw0__n100__head_only__seed42,100,2,head_only,12,0.40477244712553784
fold2__draw0__n100__head_only__seed42,100,2,head_only,13,0.40325491254361623
fold2__draw0__n100__head_only__seed42,100,2,head_only,14,0.40213664721022724
fold2__draw0__n100__head_only__seed42,100,2,head_only,15,0.4011851968002773
fold2__draw0__n100__head_only__seed42,100,2,head_only,16,0.4001717936631053
fold2__draw0__n100__head_only__seed42,100,2,head_only,17,0.3989284662868613
fold2__draw0__n100__head_only__seed42,100,2,head_only,18,0.39741998003904655
fold2__draw0__n100__head_only__seed42,100,2,head_only,19,0.39575576779466104
fold2__draw0__n100__head_only__seed42,100,2,head_only,20,0.394095637667764
fold2__draw0__n100__head_only__seed42,100,2,head_only,21,0.3925955908416654
fold2__draw0__n100__head_only__seed42,100,2,head_only,22,0.3913104438479422
fold2__draw0__n100__head_only__seed42,100,2,head_only,23,0.39016699448802683
fold2__draw0__n100__head_only__seed42,100,2,head_only,24,0.38899848707251294
fold2__draw0__n100__head_only__seed42,100,2,head_only,25,0.3877011569852584
fold2__draw0__n100__head_only__seed42,100,2,head_only,26,0.38624805693370945
fold2__draw0__n100__head_only__seed42,100,2,head_only,27,0.38469510857703426
fold2__draw0__n100__head_only__seed42,100,2,head_only,28,0.3831433585637569
fold2__draw0__n100__head_only__seed42,100,2,head_only,29,0.38166216992078716
fold2__draw0__n100__head_only__seed42,100,2,head_only,30,0.3802498751722396
fold2__draw0__n100__head_only__seed42,100,2,head_only,31,0.37886097381806394
fold2__draw0__n100__head_only__seed42,100,2,head_only,32,0.37742831098353236
fold2__draw0__n100__head_only__seed42,100,2,head_only,33,0.3759342829114303
fold2__draw0__n100__head_only__seed42,100,2,head_only,34,0.3744146690245316
fold2__draw0__n100__head_only__seed42,100,2,head_only,35,0.37291297404863144
fold2__draw0__n100__head_only__seed42,100,2,head_only,36,0.37147927984139173
fold2__draw0__n100__head_only__seed42,100,2,head_only,37,0.3700922277388514
fold2__draw0__n100__head_only__seed42,100,2,head_only,38,0.36872008247837584
fold2__draw0__n100__head_only__seed42,100,2,head_only,39,0.3673438203081787
fold2__draw0__n100__head_only__seed42,100,2,head_only,40,0.36595490326999425
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,1,0.4362937116001522
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,2,0.42678608004180774
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,3,0.42046246609135096
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,4,0.4169319806428575
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,5,0.41534363451910394
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,6,0.4144391805032228
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,7,0.41306409821720536
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,8,0.4108538572204452
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,9,0.40797793174579056
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,10,0.4048351285395029
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,11,0.40184934290664387
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,12,0.39928887903090526
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,13,0.39718229507502656
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,14,0.3953753516420022
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,15,0.3935809674869475
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,16,0.3915423001165941
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,17,0.38910056129841175
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,18,0.38633006730603014
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,19,0.3833847851614678
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,20,0.38043767940462203
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,21,0.3775632917142957
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,22,0.37473269093095496
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,23,0.37186051094158756
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,24,0.36879488438489716
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,25,0.36547855339119906
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,26,0.3620088146471687
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,27,0.3584536985081286
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,28,0.35493143129406235
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,29,0.3514559637790171
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,30,0.34800343550932666
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,31,0.34449156662495994
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,32,0.3408942379819564
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,33,0.3373322571250412
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,34,0.33392199985428306
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,35,0.33069866870482656
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,36,0.3275893184727465
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,37,0.32452963497053133
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,38,0.32142794435503674
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,39,0.3182973173145456
fold2__draw0__n100__head_plus_lora__seed42,100,2,head_plus_lora,40,0.3151486935203138
fold2__draw0__n500__head_only__seed42,500,2,head_only,1,0.41604335129759074
fold2__draw0__n500__head_only__seed42,500,2,head_only,2,0.40661098575285504
fold2__draw0__n500__head_only__seed42,500,2,head_only,3,0.4010269707021372
fold2__draw0__n500__head_only__seed42,500,2,head_only,4,0.39873799094369744
fold2__draw0__n500__head_only__seed42,500,2,head_only,5,0.39831294391399774
fold2__draw0__n500__head_only__seed42,500,2,head_only,6,0.3981053178099945
fold2__draw0__n500__head_only__seed42,500,2,head_only,7,0.3971024732425539
fold2__draw0__n500__head_only__seed42,500,2,head_only,8,0.39526081123131007
fold2__draw0__n500__head_only__seed42,500,2,head_only,9,0.3929654909927479
fold2__draw0__n500__head_only__seed42,500,2,head_only,10,0.39065194736049946
fold2__draw0__n500__head_only__seed42,500,2,head_only,11,0.3886410483115892
fold2__draw0__n500__head_only__seed42,500,2,head_only,12,0.38710191781878933
fold2__draw0__n500__head_only__seed42,500,2,head_only,13,0.38600362126303467
fold2__draw0__n500__head_only__seed42,500,2,head_only,14,0.3852076844787551
fold2__draw0__n500__head_only__seed42,500,2,head_only,15,0.3845208156745275
fold2__draw0__n500__head_only__seed42,500,2,head_only,16,0.383782025276743
fold2__draw0__n500__head_only__seed42,500,2,head_only,17,0.38292317662010344
fold2__draw0__n500__head_only__seed42,500,2,head_only,18,0.3819451147707766
fold2__draw0__n500__head_only__seed42,500,2,head_only,19,0.38092122786092997
fold2__draw0__n500__head_only__seed42,500,2,head_only,20,0.3799480716598582
fold2__draw0__n500__head_only__seed42,500,2,head_only,21,0.37910021750065936
fold2__draw0__n500__head_only__seed42,500,2,head_only,22,0.3784031156039691
fold2__draw0__n500__head_only__seed42,500,2,head_only,23,0.3778265300763535
fold2__draw0__n500__head_only__seed42,500,2,head_only,24,0.3773151192950177
fold2__draw0__n500__head_only__seed42,500,2,head_only,25,0.37679880622876993
fold2__draw0__n500__head_only__seed42,500,2,head_only,26,0.3762251454707465
fold2__draw0__n500__head_only__seed42,500,2,head_only,27,0.37558772570981636
fold2__draw0__n500__head_only__seed42,500,2,head_only,28,0.37491661470697346
fold2__draw0__n500__head_only__seed42,500,2,head_only,29,0.37424453125156837
fold2__draw0__n500__head_only__seed42,500,2,head_only,30,0.3736079209734271
fold2__draw0__n500__head_only__seed42,500,2,head_only,31,0.37302807135695204
fold2__draw0__n500__head_only__seed42,500,2,head_only,32,0.3724995093943877
fold2__draw0__n500__head_only__seed42,500,2,head_only,33,0.3720039010551428
fold2__draw0__n500__head_only__seed42,500,2,head_only,34,0.3715166224766211
fold2__draw0__n500__head_only__seed42,500,2,head_only,35,0.37101100041038937
fold2__draw0__n500__head_only__seed42,500,2,head_only,36,0.37048286583485796
fold2__draw0__n500__head_only__seed42,500,2,head_only,37,0.36994539463101006
fold2__draw0__n500__head_only__seed42,500,2,head_only,38,0.3694197084718571
fold2__draw0__n500__head_only__seed42,500,2,head_only,39,0.3689212370694861
fold2__draw0__n500__head_only__seed42,500,2,head_only,40,0.36845029079095504
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,1,0.41604335129759074
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,2,0.4063225264626098
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,3,0.4005963513011257
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,4,0.3982770438922708
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,5,0.39778581689619497
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,6,0.39734130492789
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,7,0.39595436475531187
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,8,0.39368722478436635
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,9,0.3910068338782211
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,10,0.3883606336987766
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,11,0.3860742584584479
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,12,0.3842652848160055
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,13,0.3828667710317333
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,14,0.3816939156407315
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,15,0.3805433869925814
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,16,0.37926315174025405
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,17,0.377802093831459
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,18,0.3762015134342853
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,19,0.3745527539053757
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,20,0.37295721659647607
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,21,0.37147766785561065
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,22,0.37010474611287414
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,23,0.36877697188228353
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,24,0.3674117365962104
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,25,0.3659516153582558
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,26,0.3643745013209667
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,27,0.3626973974306651
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,28,0.3609777573163626
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,29,0.3592553667639623
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,30,0.3575570128327865
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,31,0.35587346822121346
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,32,0.3541509269903711
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,33,0.3523582522846036
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,34,0.35048920868384403
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,35,0.3485484761073694
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,36,0.34654800572739963
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,37,0.3445429722400145
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,38,0.3425567639764767
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,39,0.3405973068569783
fold2__draw0__n500__head_plus_lora__seed42,500,2,head_plus_lora,40,0.3386594868914461
fold3__draw0__n100__head_only__seed42,100,3,head_only,1,0.46437135969972587
fold3__draw0__n100__head_only__seed42,100,3,head_only,2,0.45222445315613413
fold3__draw0__n100__head_only__seed42,100,3,head_only,3,0.4435578402262763
fold3__draw0__n100__head_only__seed42,100,3,head_only,4,0.4383772207547736
fold3__draw0__n100__head_only__seed42,100,3,head_only,5,0.43637209221378725
fold3__draw0__n100__head_only__seed42,100,3,head_only,6,0.4361990889410663
fold3__draw0__n100__head_only__seed42,100,3,head_only,7,0.4364380388237805
fold3__draw0__n100__head_only__seed42,100,3,head_only,8,0.43598311426350733
fold3__draw0__n100__head_only__seed42,100,3,head_only,9,0.43443798095764663
fold3__draw0__n100__head_only__seed42,100,3,head_only,10,0.43209746541811
fold3__draw0__n100__head_only__seed42,100,3,head_only,11,0.42938914405795003
fold3__draw0__n100__head_only__seed42,100,3,head_only,12,0.4269014820074517
fold3__draw0__n100__head_only__seed42,100,3,head_only,13,0.4250116781586257
fold3__draw0__n100__head_only__seed42,100,3,head_only,14,0.42376208669884363
fold3__draw0__n100__head_only__seed42,100,3,head_only,15,0.4228781288712753
fold3__draw0__n100__head_only__seed42,100,3,head_only,16,0.4219465849205335
fold3__draw0__n100__head_only__seed42,100,3,head_only,17,0.4206688718543319
fold3__draw0__n100__head_only__seed42,100,3,head_only,18,0.41898252763530763
fold3__draw0__n100__head_only__seed42,100,3,head_only,19,0.4170472055116079
fold3__draw0__n100__head_only__seed42,100,3,head_only,20,0.41511527803614
fold3__draw0__n100__head_only__seed42,100,3,head_only,21,0.4133812002914965
fold3__draw0__n100__head_only__seed42,100,3,head_only,22,0.41184705046725867
fold3__draw0__n100__head_only__seed42,100,3,head_only,23,0.41045861683141993
fold3__draw0__n100__head_only__seed42,100,3,head_only,24,0.4090861886179482
fold3__draw0__n100__head_only__seed42,100,3,head_only,25,0.4075725313314251
fold3__draw0__n100__head_only__seed42,100,3,head_only,26,0.4058449094148955
fold3__draw0__n100__head_only__seed42,100,3,head_only,27,0.40399588059594294
fold3__draw0__n100__head_only__seed42,100,3,head_only,28,0.4021320452707755
fold3__draw0__n100__head_only__seed42,100,3,head_only,29,0.40030897937572263
fold3__draw0__n100__head_only__seed42,100,3,head_only,30,0.39857558250957936
fold3__draw0__n100__head_only__seed42,100,3,head_only,31,0.39691017989075306
fold3__draw0__n100__head_only__seed42,100,3,head_only,32,0.39516956560240146
fold3__draw0__n100__head_only__seed42,100,3,head_only,33,0.3932836150136154
fold3__draw0__n100__head_only__seed42,100,3,head_only,34,0.3912925561413658
fold3__draw0__n100__head_only__seed42,100,3,head_only,35,0.38926141703976924
fold3__draw0__n100__head_only__seed42,100,3,head_only,36,0.38724695113216967
fold3__draw0__n100__head_only__seed42,100,3,head_only,37,0.38526424592464537
fold3__draw0__n100__head_only__seed42,100,3,head_only,38,0.3832818555565609
fold3__draw0__n100__head_only__seed42,100,3,head_only,39,0.3812229840193595
fold3__draw0__n100__head_only__seed42,100,3,head_only,40,0.3790908148212111
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,1,0.46437135969972587
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,2,0.4518389902634965
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,3,0.44286899907547195
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,4,0.4374920480640867
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,5,0.4353199309543925
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,6,0.4348950170451644
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,7,0.43466753622209353
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,8,0.4335496732604156
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,9,0.43123693570419164
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,10,0.42813689837795366
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,11,0.42474039263515806
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,12,0.42162758425911306
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,13,0.4191645126447838
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,14,0.41729719323802783
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,15,0.4156181393024987
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,16,0.41369879806757126
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,17,0.4112349623874252
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,18,0.408277748791086
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,19,0.4050561143099003
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,20,0.4017933306622581
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,21,0.39864843504528835
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,22,0.3956179251817957
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,23,0.39262012079765896
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,24,0.3894667001301002
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,25,0.3860280309962718
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,26,0.3823086903898911
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,27,0.3784241988478243
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,28,0.3745075506454896
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,29,0.37063066428691255
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,30,0.3667059689415879
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,31,0.36259909479763053
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,32,0.35827965054321964
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,33,0.35375973720239656
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,34,0.3491861603644839
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,35,0.3447268415151825
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,36,0.3404175192236494
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,37,0.3361538338051844
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,38,0.3319358468513087
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,39,0.32777260915619877
fold3__draw0__n100__head_plus_lora__seed42,100,3,head_plus_lora,40,0.323790703178247
fold3__draw0__n500__head_only__seed42,500,3,head_only,1,0.4265547172063151
fold3__draw0__n500__head_only__seed42,500,3,head_only,2,0.4152731513345298
fold3__draw0__n500__head_only__seed42,500,3,head_only,3,0.4078539405948134
fold3__draw0__n500__head_only__seed42,500,3,head_only,4,0.40398374217765703
fold3__draw0__n500__head_only__seed42,500,3,head_only,5,0.40278170562265236
fold3__draw0__n500__head_only__seed42,500,3,head_only,6,0.402790300364899
fold3__draw0__n500__head_only__seed42,500,3,head_only,7,0.40259525325897627
fold3__draw0__n500__head_only__seed42,500,3,head_only,8,0.4015530314780863
fold3__draw0__n500__head_only__seed42,500,3,head_only,9,0.39967431713098445
fold3__draw0__n500__head_only__seed42,500,3,head_only,10,0.3973054051881845
fold3__draw0__n500__head_only__seed42,500,3,head_only,11,0.3948554938958714
fold3__draw0__n500__head_only__seed42,500,3,head_only,12,0.3926716890514452
fold3__draw0__n500__head_only__seed42,500,3,head_only,13,0.39097320311373185
fold3__draw0__n500__head_only__seed42,500,3,head_only,14,0.3897940348076858
fold3__draw0__n500__head_only__seed42,500,3,head_only,15,0.38899581868233923
fold3__draw0__n500__head_only__seed42,500,3,head_only,16,0.3883342771651357
fold3__draw0__n500__head_only__seed42,500,3,head_only,17,0.387577221706465
fold3__draw0__n500__head_only__seed42,500,3,head_only,18,0.3865988461411689
fold3__draw0__n500__head_only__seed42,500,3,head_only,19,0.385395189540656
fold3__draw0__n500__head_only__seed42,500,3,head_only,20,0.38404821480372675
fold3__draw0__n500__head_only__seed42,500,3,head_only,21,0.38269685660864816
fold3__draw0__n500__head_only__seed42,500,3,head_only,22,0.3814613368863662
fold3__draw0__n500__head_only__seed42,500,3,head_only,23,0.38040382544663487
fold3__draw0__n500__head_only__seed42,500,3,head_only,24,0.3795319320176449
fold3__draw0__n500__head_only__seed42,500,3,head_only,25,0.37877916375716936
fold3__draw0__n500__head_only__seed42,500,3,head_only,26,0.37804839175650784
fold3__draw0__n500__head_only__seed42,500,3,head_only,27,0.37725031754283855
fold3__draw0__n500__head_only__seed42,500,3,head_only,28,0.37634816223676826
fold3__draw0__n500__head_only__seed42,500,3,head_only,29,0.3753524523499374
fold3__draw0__n500__head_only__seed42,500,3,head_only,30,0.3743257488162246
fold3__draw0__n500__head_only__seed42,500,3,head_only,31,0.3733323065267329
fold3__draw0__n500__head_only__seed42,500,3,head_only,32,0.3724113643569016
fold3__draw0__n500__head_only__seed42,500,3,head_only,33,0.3715612974125045
fold3__draw0__n500__head_only__seed42,500,3,head_only,34,0.37074870731717025
fold3__draw0__n500__head_only__seed42,500,3,head_only,35,0.36992698532525004
fold3__draw0__n500__head_only__seed42,500,3,head_only,36,0.3690579971562107
fold3__draw0__n500__head_only__seed42,500,3,head_only,37,0.36814559496967525
fold3__draw0__n500__head_only__seed42,500,3,head_only,38,0.3672108384824444
fold3__draw0__n500__head_only__seed42,500,3,head_only,39,0.3662832499982652
fold3__draw0__n500__head_only__seed42,500,3,head_only,40,0.36538044165765715
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,1,0.4265547172063151
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,2,0.4149716608259095
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,3,0.40742696630454134
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,4,0.40360505124296253
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,5,0.4025379218962386
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,6,0.40253975055526503
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,7,0.40210972357321717
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,8,0.400683518748691
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,9,0.39842672677299235
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,10,0.39576541830920653
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,11,0.3931506939884434
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,12,0.39090528126854585
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,13,0.38919476894264626
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,14,0.3879697510465778
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,15,0.3870354421176083
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,16,0.3861125894235897
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,17,0.384997780329428
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,18,0.38360544087226955
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,19,0.38196911738924655
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,20,0.3802035375484394
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,21,0.3784525280926202
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,22,0.3768202145462043
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,23,0.37532364774454186
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,24,0.37394738456054366
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,25,0.3725763931270625
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,26,0.3711073943311316
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,27,0.3694826888712739
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,28,0.36769183485359935
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,29,0.3657765217460405
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,30,0.36380362934682964
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,31,0.36181870462181154
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,32,0.35982335970557067
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,33,0.3577699579507908
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,34,0.355582260336039
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,35,0.35319804001250077
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,36,0.35060240663519116
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,37,0.34786128691462803
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,38,0.34510361412403334
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,39,0.34243466680817747
fold3__draw0__n500__head_plus_lora__seed42,500,3,head_plus_lora,40,0.3399374404763762
fold4__draw0__n100__head_only__seed42,100,4,head_only,1,0.35736689034798985
fold4__draw0__n100__head_only__seed42,100,4,head_only,2,0.3440578044856011
fold4__draw0__n100__head_only__seed42,100,4,head_only,3,0.3342764619019363
fold4__draw0__n100__head_only__seed42,100,4,head_only,4,0.32817203033482656
fold4__draw0__n100__head_only__seed42,100,4,head_only,5,0.32524841608687893
fold4__draw0__n100__head_only__seed42,100,4,head_only,6,0.3245865067890463
fold4__draw0__n100__head_only__seed42,100,4,head_only,7,0.32486378632779633
fold4__draw0__n100__head_only__seed42,100,4,head_only,8,0.32484969535746566
fold4__draw0__n100__head_only__seed42,100,4,head_only,9,0.3238202650847626
fold4__draw0__n100__head_only__seed42,100,4,head_only,10,0.32177521656167585
fold4__draw0__n100__head_only__seed42,100,4,head_only,11,0.3190853476274924
fold4__draw0__n100__head_only__seed42,100,4,head_only,12,0.31620566774654435
fold4__draw0__n100__head_only__seed42,100,4,head_only,13,0.3135688757408843
fold4__draw0__n100__head_only__seed42,100,4,head_only,14,0.3114753161178694
fold4__draw0__n100__head_only__seed42,100,4,head_only,15,0.31006324570912014
fold4__draw0__n100__head_only__seed42,100,4,head_only,16,0.30912786066096487
fold4__draw0__n100__head_only__seed42,100,4,head_only,17,0.30828488225000683
fold4__draw0__n100__head_only__seed42,100,4,head_only,18,0.3072231412849078
fold4__draw0__n100__head_only__seed42,100,4,head_only,19,0.3058493848661783
