budget,method,record_id,fit_similarity,abs_change,top20
100,head_only,nesso_3971d4e59f7cbe236b77,0.2564102564102564,0.7133097648620605,False
100,head_only,nesso_b4217887068b77113aeb,0.25862068965517243,0.7055962085723877,False
100,head_only,nesso_daa04a93339bb28a2672,0.3,0.7047786712646484,False
100,head_only,nesso_a9cf174fc972f9a8d9a1,0.2972972972972973,0.7009899616241455,False
100,head_only,nesso_38e62f91f7de5fa84eaa,0.14754098360655737,0.7007758617401123,False
100,head_only,nesso_040e1cf62f3a4de7fb6f,0.3,0.6984796524047852,False
100,head_only,nesso_ad00d1a332369487c9ab,0.1643835616438356,0.6967778205871573,False
100,head_only,nesso_df7af6abb9be2a4b8c8f,0.2127659574468085,0.6964752674102783,False
100,head_only,nesso_f3f7bb7ec67d45d86140,0.16,0.6944108009338379,False
100,head_only,nesso_6bcf47ec5b904e4bf409,0.20512820512820512,0.6938223838806152,False
100,head_only,nesso_e342f30d4ef12f2abeac,0.2222222222222222,0.6932182312011719,False
100,head_only,nesso_edcbdecd0a89dce3561e,0.16666666666666666,0.6898918151855469,False
100,head_only,nesso_f052f92ac567244548c1,0.18867924528301888,0.6890020370483398,False
100,head_only,nesso_128de4fd13094c4f77b5,0.28125,0.6888341903686523,False
100,head_only,nesso_83afc2460b79aca760da,0.3157894736842105,0.6874856948852544,False
100,head_only,nesso_fc4c2ebf3e117ba0a668,0.19607843137254902,0.686065673828125,False
100,head_only,nesso_30758453d9b991b57d13,0.2413793103448276,0.685692310333252,False
100,head_only,nesso_97752f35f135311561db,0.1864406779661017,0.6830980777740479,False
100,head_only,nesso_54cd1c02669cc70baa89,0.14285714285714285,0.679542064666748,False
100,head_only,nesso_dd06ac992f3a30272ea9,0.2112676056338028,0.6783437728881836,False
100,head_only,nesso_d8ced3414e5f9c7e19f1,0.14754098360655737,0.6737122535705566,False
100,head_only,nesso_bf7faa8e648121554eec,0.203125,0.6718757152557373,False
100,head_only,nesso_e11b83fc7102aaf0b65d,0.14583333333333334,0.6669163703918457,False
100,head_only,nesso_9e941dec74e7817f80d3,0.1935483870967742,0.6611671447753906,False
100,head_only,nesso_168bae379613a940a4e4,0.11904761904761904,0.6591634750366211,False
100,head_only,nesso_1ce12e2f7db889ccdff2,0.23333333333333334,0.6587088108062753,False
100,head_only,nesso_97e209fe05666ea366a1,0.3,0.6583080291748047,False
100,head_only,nesso_35c7f770f26330886fe3,0.16923076923076924,0.6563644409179688,False
100,head_only,nesso_5803726bf86fff9713db,0.16923076923076924,0.6554770469665527,False
100,head_only,nesso_4b1fa6d212ba6ffa9bea,0.16666666666666666,0.6550202369689941,False
100,head_only,nesso_e9900ab9b1464b99f7e9,0.16666666666666666,0.6543793678283691,False
100,head_only,nesso_9bd96d5f7c89a626648d,0.22807017543859648,0.6540212631225586,False
100,head_only,nesso_72c03e162f2524c53b94,0.2978723404255319,0.6515684127807617,False
100,head_only,nesso_4d8e57ec519e3aa81ba8,0.26666666666666666,0.6505813598632812,False
100,head_only,nesso_5de770db5b15171fa138,0.27419354838709675,0.6504464149475098,False
100,head_only,nesso_a671a0ae3c0837e57e69,0.2391304347826087,0.6483285427093506,False
100,head_only,nesso_7092261f6a0189ed7487,0.21311475409836064,0.6467509269714355,False
100,head_only,nesso_f9dade659f469b129b53,0.17073170731707318,0.6447772979736328,False
100,head_only,nesso_2838cd31129061a22d93,0.2830188679245283,0.6447076797485352,False
100,head_only,nesso_8a4809ca73cf3c522fb4,0.13,0.6397910118103027,False
100,head_only,nesso_072e7ab30fca11ed5c19,0.16393442622950818,0.6396584510803223,False
