feature_coordinate,PC1,PC2,PC3,PC4,PC5
529,-0.00011457688900525931,0.0004662462995922009,0.0013941235703317325,-0.00020406945291987313,0.0006238764139627869
530,-0.0010170639820093511,0.003602704005038933,0.007747394597947335,0.0015208222148370384,-0.005087976443943526
531,0.016096175118983373,-0.01554315048745451,0.010644891606526725,0.04637288639071147,0.013917914768062478
532,-0.0005069683437706888,0.0018731469359157336,0.004699486073981394,-0.00046189576003876476,0.0005519418587456381
533,0.001248842215826543,0.005796018234688983,0.007690050437506466,0.0008517200487346817,-0.04745222634653212
534,0.01753438924881446,-0.029306300089200172,-0.0058587833230304654,0.0632653137843585,0.02036150919342575
535,0.021437860872475668,-0.023309125676911964,0.011550356459394742,0.05742634180367014,0.03380005826416571
536,0.002942784799795792,-0.003274412021532553,0.006686710178509284,0.005417378212994242,0.022674629791273354
537,0.0072622031681174514,-0.013608823628274551,-0.0019111610446537006,0.026320296936497303,0.022987292151123644
538,0.010612930310604955,-0.01703496998266741,0.003337880443928791,0.03654847341954702,0.03590179487352681
539,0.0023766707011878634,0.004350021726176702,0.013671673786707306,0.008962850598008266,-0.03359089157508788
540,0.013767901862368601,-0.017598712914959135,-0.00578698089015707,0.044893283962346556,-0.033303634157537405
541,-0.00016385623347058692,0.0006736629840883072,0.0018536325542518725,0.00047782230203723385,-0.00031734380780429686
542,0.015860485553809978,-0.021763454507222262,0.0007466497417180923,0.0612812906953762,-0.005212620769839003
543,-0.00043694356342009917,0.000907936435401578,0.0032145249485353512,-0.006075488046301835,0.009701384203822433
544,0.003453641190959095,0.0005667437818870474,0.006072398722710096,0.011513159017308134,-0.03643602436866859
545,-0.0005984312313963375,0.005437014685495479,0.0013563338534026688,-0.006267721909631138,-0.02805674723710142
546,0.026911643664758983,-0.04087238050505978,-0.015116145260088903,0.09203461969292542,0.012836018125490418
547,-0.0026948252096352233,0.007501459554949568,0.010060609535393054,-0.008412647681175384,-0.0027280937652734167
548,0.019681686351440197,-0.03487158845016283,-0.01328657280661824,0.07308878803129612,0.026047399571856786
549,0.01147419696994894,-0.008332444981678332,0.008488775598355383,0.025698166757372527,0.009713228884885024
550,0.02094236636678852,-0.02754642485427426,0.0036281337138371244,0.06024039733502442,0.034285444194617515
551,0.005971314513598767,-0.010722483209556112,0.0035761169875215626,0.023557152555522883,0.021147466835007404
552,0.011192194037417594,-0.011996230617004,0.004427515451032271,0.03064282392485283,0.0034273862287900383
553,0.00013197219846512596,0.0001015769564967038,4.808854842479246e-05,-0.00023553104836347764,0.0005558594315635111
554,0.0,-0.0,-0.0,0.0,0.0
555,-0.0011843499128556905,0.003694159285516593,0.006918197829206796,-0.006364110493220759,0.00504114510208871
556,0.03008693801786607,-0.04291410151923142,-0.005494876366084934,0.09630101929399408,0.028993537181481784
557,0.012423811246141104,-0.01934429934895667,-0.009851164506608875,0.04948066170694687,-0.01539805713988822
558,0.0224918459478748,-0.03472701826105978,-0.005616025979989956,0.07796762584154503,0.03896450604199654
559,-0.00015719355791345667,0.0006448402562240439,0.0018476032545402035,0.00019294851329978643,0.00020264868924869652
560,0.01752936508496686,-0.02579446438674557,0.00125994861077074,0.05635275938504408,0.038808023561246484
561,0.009807350852715419,-0.00829330734793104,0.008089118057192557,0.036140436812560135,-0.028094593434229483
562,-0.0048105174129618134,0.013234782207821438,0.01386217024109788,-0.012765688237521933,-0.025328709033752835
563,0.012837169582779712,-0.01606067416861191,3.381840053827369e-05,0.04376332091359801,-0.004048235123726441
564,-0.0010693397938132635,0.003877505285756696,0.008667381560170804,0.0006326287161115907,-0.003467058545702735
565,-0.0011625594913936739,0.0036576728249711078,0.005818535127256173,-0.0002473303360137668,-0.00716654084792577
566,0.010672712086954748,-0.008095844729406965,0.009300169998866178,0.027946391131572854,0.00873664106314805
567,2.435545282852397e-05,0.00047238121199407113,0.002210850769793029,-0.001669190104762891,0.0030164922217712463
568,-0.0002800857124023851,0.001101404909408604,0.0030698529705074943,-0.0006930327801589624,0.0011809014828434551
569,0.019943899035900502,-0.025418750399238157,0.0062284304032904775,0.05783620487472729,0.019180876839721108
570,-4.038491087260921e-05,0.00020969402775475302,0.000576086966472352,-0.00022601873893852395,0.00031479766769006504
571,0.00038172614132759696,0.0003612918678301506,0.00027852742978449926,0.0002559159239260475,-4.9152767149065125e-05
572,0.013503342862717952,-0.01622895221915593,0.008811882565662519,0.04229198528405785,0.024252007624086677
573,-0.005040172392255346,0.012708915188879243,0.015221169231365067,-0.018156585000707774,0.0025053425897879063
574,0.00821044338302868,-0.01479409537145897,-0.004583153236193251,0.022215599677931665,0.0389717201427556
575,0.002068083385735982,-0.006507510488971068,-0.009283822999124492,0.010167347595968866,-0.010561615899607302
576,0.000760427674205665,4.345293192664054e-05,0.0008715698812174001,0.000984877455610817,-8.762669668698086e-05
577,0.02580540472078541,-0.04001624249601872,-0.004953344646262854,0.08288868220297163,0.04984886052160819
578,-0.004698163578630898,0.013475987265138214,0.019005847020670232,-0.009549280127387937,-0.016905155188748428
579,0.018752199721220355,-0.027726577140222464,-0.007033612971856478,0.06209328351468142,0.021337625427234358
580,-0.0017736335438893688,0.005635692194040691,0.009721278018358818,7.132397725299867e-05,-0.010224771042040509
581,0.01593196921510139,-0.01317571739900653,0.012550932146539216,0.04191455298504537,0.014222435591005616
582,0.0008846068823760951,0.0010378157959212047,4.7251310833537456e-05,0.00023091087305807773,0.00016885846013719297
583,0.020960023065620406,-0.03252176086414826,-0.0069893824297535025,0.069639965152499,0.03300856208424022
584,0.015634725160880356,-0.02347368247439427,-0.0016425682481886396,0.05792104304571166,0.02664080059088622
585,0.004642671691631349,-0.0015092307759946835,0.005154454854197013,0.008435935944609833,0.002475911854841146
586,0.005823585448285525,-0.010273102836749625,-0.005056201366348121,0.02074472971432295,0.01208919171643553
587,0.0019737019350366107,0.0020443442482435815,0.0003811481685612332,0.000725301776280365,-0.00010957304953560576
588,5.010765355419368e-05,0.001732843175431189,0.001847578078279751,-0.0004738788748197992,-0.008586621234740495
589,0.01718178546638946,-0.019428948346634473,0.004660961734712635,0.04893069742777103,0.008625994811793646
590,0.008511718969294448,-0.007413432462481083,0.0007673755908411881,0.02244428287728388,-0.013134863878068434
591,0.025768052869725916,-0.041504615430337746,-0.01268359379900833,0.08745409627109821,0.03623771523476564
592,0.010291022621358586,-0.01752986546575271,-0.0062015797420367155,0.04208431068896811,0.014001031953347877
593,-0.0002785675530395444,0.0009869439011095103,0.002279097601367525,-0.0002815502891508538,2.724097791424958e-05
594,0.0003492795634234143,0.0012742018416224403,-0.0009282559195402141,-0.001606011279374469,-0.012759561082654554
595,0.001980672190652787,0.001417017190365374,0.0015472813841262906,0.0006604984978205159,-0.0003753232728505992
596,0.0,-0.0,-0.0,0.0,0.0
597,0.0,-0.0,-0.0,0.0,0.0
598,-0.005509066994851148,0.012933859996751944,0.012459773716912413,-0.015153365600497012,-0.00785172073358775
599,0.014828178321768802,-0.011674359264650018,0.011901475431146275,0.03689517693488565,0.014145266944343723
600,0.0035250195467514877,-0.006303659251833442,0.009338715600965277,0.017594443120339344,0.025170943546126052
601,0.017955634380445055,-0.02039607892749001,0.0073730299828643625,0.05770162536805913,0.02785618812636263
602,0.014929593267638335,-0.019137033596414523,0.0006644616761107329,0.04418587337892581,0.0168169742825583
603,0.01003528659537067,-0.017321908713409103,-0.004112638088204896,0.040668230880120275,0.006906270368983433
604,-0.002906922951347066,0.008105224547407698,0.009955278581869393,-0.002651695798185505,-0.020055658199142127
605,0.01690470984666646,-0.022739440356448974,-0.005184331975036423,0.0577027951741533,-0.022374245387122245
606,0.02452253462647793,-0.03254855257370528,0.00421514408558926,0.07985124090232518,0.03713401205834928
607,-0.00350037680144315,0.011364111759865986,0.02152934035427963,-0.005635721553911337,-0.007650496241189939
608,-0.0023476096312715134,0.007766700404079999,0.01459685035477013,-0.0006191178076893199,-0.009956209069312768
609,-0.000823621337481786,0.0031656411938486696,0.007844783419770315,0.0007481486988457598,-0.0017386976132971708
610,0.02002136439808827,-0.027708920191219656,0.0010840950608602758,0.06946056162200344,0.009897809455640122
611,0.024886740569679894,-0.030098086315745756,0.00559324562741636,0.07285881399112387,0.02932983042277887
612,-0.001042556291772641,0.003860850396280922,0.009187566524384908,-0.00014752829354351208,-0.0013478376992394727
613,-0.0016809334458313268,0.005419085673695501,0.010540047294549932,-0.006271928633687112,0.0030069765492746993
614,-0.0011846768178329669,0.003688006739716915,0.006579309549652773,-0.0017123770818989756,-0.003001405459227686
615,0.0010062571849175507,0.0010465090378791071,0.00021359544605796107,0.00043718158585441405,0.00027377682878688454
616,0.001495486527842101,0.0017863267926031144,-0.00025836146688272695,0.0008098199425900767,0.00014850152270632377
617,0.008404818303582237,-0.014975524385545516,-0.005005324561905603,0.029693977828965816,0.021877079154765798
618,-0.0004002005060525517,0.0013463940565101391,0.0026399208198447438,-0.0008668732796321215,-0.00030378894277938737
619,0.0012334262061770283,0.0006594376480722833,0.001039398001661018,0.00019869748870502557,-0.001803860364965232
620,0.0005548893171893727,0.00017805095772104222,0.00039149866039791506,0.0007842229724552804,-0.00039603046597231386
621,0.021182296165995314,-0.02570961005993393,0.0037664686249786394,0.05873817131516078,0.031334518963726944
622,0.002167834947441084,0.0017295520464544012,0.0011748037644216081,0.0007080519837359198,-0.0013277661859542982
623,-0.0018582867875049417,0.005890729588097692,0.011098889643667623,-0.004199308241471087,-0.0010447119649970164
624,-0.0012936199712814376,0.004569401091788356,0.00998419335250288,-0.0007675078394823642,-0.002166385257957069
625,0.0003343984882824485,3.9012219680076964e-05,0.00015145561097319374,0.0008293483724995918,0.0007999477331116588
626,-4.3437975359678065e-05,0.0004028095123609733,0.0009494308631407005,-0.0009004036681867319,0.0011362668765800207
627,-3.50601520537951e-05,0.00016157497190372313,0.0005062957018557551,0.00013863371349001326,-2.69056112963187e-05
628,0.0122957923574918,-0.017463266726034,-0.009382045004227603,0.03545936105948244,0.008404914380609519
629,-1.8262053411718334e-07,8.36811609420108e-07,2.442746334628481e-06,1.0321772823383077e-06,-8.48609416578995e-07
630,0.014641832449150606,-0.020760722960554263,-0.0018991428105320826,0.0499507720489202,0.024668787651908518
631,-0.00037240352513378633,0.0013948201248553296,0.0032580853810732675,0.0009393156341972605,-0.002359368825851537
632,0.016277445824374827,-0.021230266085940374,0.0035396182867330483,0.050752869719028024,0.019059676948137913
633,0.020989225438104112,-0.026157890351400946,0.003997421662583314,0.059909870881012996,0.03391010740783203
