feature_coordinate,mean
554,0.0
555,0.018436006954358666
556,0.6199172858313688
557,0.5062793613718957
558,0.42762080935870506
559,0.0012779633300690845
560,0.3483489651303141
561,0.46268478431627513
562,0.08871997625546967
563,0.20529584178331187
564,0.010363129211554046
565,0.013809429859279089
566,0.08007374256637624
567,0.004523326435603166
568,0.0029203306246352824
569,0.28922512291476093
570,0.0005681101933487081
571,0.000987270467777616
572,0.1561406530912199
573,0.07973535723107505
574,0.33893329972450276
575,0.24753221112824797
576,0.00459310308747154
577,0.5065746237055965
578,0.06491002992339183
579,0.45140972475100166
580,0.021228179765606755
581,0.14056364576689873
582,0.0014748277441201884
583,0.481088870186743
584,0.3884382969588398
585,0.024242700525430257
586,0.16825093480571213
587,0.0033948039265603506
588,0.01698239847826081
589,0.24114379637348846
590,0.10733177986566388
591,0.7189567320374104
592,0.24294930834848985
593,0.002769236865065742
594,0.03618733785961839
595,0.004430261328058879
596,0.0
597,0.0
598,0.09417359765427427
599,0.12576607057967326
600,0.1167300486212076
601,0.1960829090344849
602,0.269610864208325
603,0.24537635601401936
604,0.04467598685931245
605,0.9475312413041743
606,0.3397347282860027
607,0.04100323858577312
608,0.02583827142231612
609,0.007986043664542112
610,0.6000253233165173
611,0.41053677113887155
612,0.010005353503798149
613,0.021099596278202768
614,0.01410102251578461
615,0.0018811131923339155
616,0.002327376914223986
617,0.17794059160718043
618,0.004385934444422874
619,0.003437222874473834
620,0.0016194975068213409
621,0.3424746848926345
622,0.004623678350224022
623,0.02179815739829931
624,0.012733985466044841
625,0.0015399987769255227
626,0.001591639466245066
627,0.0002822624494401854
628,0.47102440361648745
629,1.263958468819349e-06
630,0.231521183443278
631,0.0038791558422308645
632,0.252842724638541
633,0.2927128696278335
634,0.2258915521324786
635,0.04285849945432547
636,0.7410804548470135
637,0.0032209992446629197
638,0.0020563551726078162
639,0.15617481459146054
640,0.004000056822423301
641,0.048409761361884726
642,0.26418795665426953
643,0.6814857108215467
644,0.07829781097435709
645,0.2992179051897172
646,0.2084752582570618
647,0.004638472431880738
648,0.3169339878304135
649,0.0006707613501234346
650,0.0222071627841184
651,0.44325040770097496
652,0.7300045946702076
653,0.0004576656134112885
654,0.01309266112383865
655,0.07932444373435345
656,0.06476008029583324
657,0.6685651972083348
658,0.1612786204079567
659,0.017139223766007402
660,0.17636618416524674
661,0.0191112908704037
662,0.00018962601346797064
663,0.11964376682513639
664,0.12220557677363486
665,0.028975050150011287
666,0.8661941619730291
667,0.6435094654552291
668,0.02898684123744876
669,0.0012413249261962454
670,0.3531768783842298
671,0.011913949877701023
672,0.0015783904334218308
673,0.006733255944343988
674,0.002115271555518277
675,0.06260277430580385
676,0.017956237276374368
677,0.0008446999912430938
678,0.4198674266828162
679,0.00030786336430807434
680,0.9206984261603376
681,0.034244966003085756
682,0.04873428209885313
683,2.4044520832134777e-05
684,0.08987392922952486
685,0.020228477030029994
686,0.001737395198831923
687,0.04177469270176847
688,0.1469725457735306
689,0.019067790726885983
690,0.057074664688655775
691,0.004882778656005004
692,0.0015249237926168876
693,0.3719799018378089
694,0.0017016892433924038
695,0.002012679968296626
696,0.5809696913768123
697,0.023319655126985608
698,0.413084800386329
699,0.00041343765745483087
700,0.0343115436153834
701,0.4382856957855051
702,0.5014827089071158
703,0.08918641363916714
704,0.008323941994725803
