PC,eigenvalue,explained_variance_fraction
456,3.084845951410988e-05,2.734658552694468e-07
457,3.0573096117363506e-05,2.710248099794314e-07
458,3.0034937488978646e-05,2.662541338451958e-07
459,2.966751623382033e-05,2.629970127646412e-07
460,2.924823050363214e-05,2.59280122760596e-07
461,2.89181872507823e-05,2.5635435071758005e-07
462,2.8644497610304056e-05,2.539281429655354e-07
463,2.834998050534162e-05,2.5131730361509083e-07
464,2.8093641815783232e-05,2.490449088153871e-07
465,2.7415174530759895e-05,2.430304225397796e-07
466,2.739348926394959e-05,2.4283818668332414e-07
467,2.7072748228186584e-05,2.3999487706441694e-07
468,2.67924073656686e-05,2.3750970746622714e-07
469,2.6342920705359602e-05,2.3352509183453297e-07
470,2.6024892221610535e-05,2.3070582848464982e-07
471,2.5615400612474015e-05,2.2707576154185936e-07
472,2.5418753377897647e-05,2.2533252038697442e-07
473,2.512403156904611e-05,2.2271986637463128e-07
474,2.4862245475002074e-05,2.2039918134746955e-07
475,2.4472833583341512e-05,2.1694711736494424e-07
476,2.4359888881778677e-05,2.159458835951702e-07
477,2.3929041857502193e-05,2.12126504869624e-07
478,2.3370634507908473e-05,2.0717632758846851e-07
479,2.311295509856541e-05,2.048920475572697e-07
480,2.2730465295673445e-05,2.0150134660405512e-07
481,2.2600162212269303e-05,2.0034623400820374e-07
482,2.2295200323294078e-05,1.976428035903882e-07
483,2.205686886396658e-05,1.9553003953703902e-07
484,2.1578675746059256e-05,1.9129094649861106e-07
485,2.1376445486955034e-05,1.894982128698215e-07
486,2.1202129523901337e-05,1.879529342829996e-07
487,2.0965910028709446e-05,1.858588923988523e-07
488,2.0493359249210487e-05,1.8166981764084634e-07
489,2.0422410585825327e-05,1.8104087093756048e-07
490,2.0160928747002536e-05,1.7872288307633858e-07
491,1.9720789343239877e-05,1.7482112913518354e-07
492,1.9305467592453156e-05,1.711393790711667e-07
493,1.923008991704107e-05,1.7047117000013158e-07
494,1.9199984652748033e-05,1.7020429243225034e-07
495,1.898092836564226e-05,1.6826239919514622e-07
496,1.86132119015429e-05,1.65002661142243e-07
497,1.833155532716576e-05,1.6250582800316594e-07
498,1.78569753330676e-05,1.582987646352055e-07
499,1.7647846445183153e-05,1.5644487594553816e-07
500,1.7423357939406734e-05,1.5445482710040122e-07
501,1.7259741240082116e-05,1.5300439549629777e-07
502,1.6978726874088963e-05,1.5051325541508338e-07
503,1.6574846214166265e-05,1.4693292849334416e-07
504,1.6259288968560653e-05,1.4413557220991162e-07
505,1.606196521584889e-05,1.423863338476e-07
506,1.594102843134917e-05,1.4131425174924993e-07
507,1.548453679804208e-05,1.372675383349684e-07
508,1.5395654066660093e-05,1.364796094549236e-07
509,1.5051416799445864e-05,1.3342801011488854e-07
510,1.4804767413371715e-05,1.3124150918820206e-07
511,1.4596395232255107e-05,1.293943285632717e-07
512,1.447275939236578e-05,1.282983198409617e-07
513,1.4274134937228492e-05,1.265375509935999e-07
514,1.3977820718210305e-05,1.23910780561344e-07
515,1.3896678437788135e-05,1.2319146933920622e-07
516,1.3497852304435136e-05,1.1965594985528196e-07
517,1.3115596903823404e-05,1.1626732683467897e-07
518,1.2867514230614401e-05,1.1406812008415712e-07
519,1.2621677051800364e-05,1.1188881922374757e-07
520,1.2510132249419415e-05,1.108999952998166e-07
521,1.2387377440292491e-05,1.0981179675132903e-07
522,1.2230820386825027e-05,1.0842394759453849e-07
523,1.1881688513501421e-05,1.053289584818214e-07
524,1.1543866724210227e-05,1.0233423116018915e-07
525,1.1422714976150723e-05,1.0126024344986841e-07
526,1.1206683787087071e-05,9.93451671441895e-08
527,1.1141132448087475e-05,9.876406671759015e-08
528,1.0954817035789028e-05,9.711241524530934e-08
529,1.0610189225197863e-05,9.405735381088526e-08
530,1.0378554800487176e-05,9.2003957723655e-08
531,1.0273724964736595e-05,9.107466072980752e-08
532,1.022856079104472e-05,9.067428873131153e-08
533,9.84202461685536e-06,8.724771744923747e-08
534,9.708150863946624e-06,8.606095153243138e-08
535,9.521519175882863e-06,8.44064963343236e-08
536,9.41302547734015e-06,8.344471987836286e-08
537,9.173717185095378e-06,8.132329638290909e-08
538,9.006823040466367e-06,7.984381083584116e-08
539,8.89793422715858e-06,7.887853176098593e-08
540,8.600651741015454e-06,7.624317782078114e-08
541,8.244728668588182e-06,7.308798599128529e-08
542,8.106137448777391e-06,7.185940060791927e-08
543,7.968722986242493e-06,7.064124695890774e-08
544,7.837824126763074e-06,6.948085291897322e-08
545,7.683670628892607e-06,6.811431083544901e-08
546,7.534963960418253e-06,6.679605388132108e-08
547,7.3231115049115375e-06,6.491802127131092e-08
548,7.014542486650681e-06,6.21826143233639e-08
549,6.7834473217337696e-06,6.013399867389423e-08
550,6.547168397257132e-06,5.8039429960192515e-08
551,6.429467921895901e-06,5.699603714034822e-08
552,6.27668121056869e-06,5.56416113652851e-08
553,6.094603856553353e-06,5.40275294913352e-08
554,5.93185222271018e-06,5.258476653180829e-08
555,5.872732934290694e-06,5.2060685037133945e-08
556,5.508833803191621e-06,4.883478693119127e-08
557,5.441019279696667e-06,4.8233623795030275e-08
558,5.3690657124298685e-06,4.759576880576241e-08
559,5.215971653142845e-06,4.623861844820734e-08
560,4.862109333682267e-06,4.310169481042713e-08
561,4.7533883420957236e-06,4.213790344391311e-08
562,4.633206462473174e-06,4.1072513436874415e-08
563,4.413159420891944e-06,3.9121837345642086e-08
564,4.39297096110888e-06,3.89428704050523e-08
565,4.263512137020123e-06,3.779524201098562e-08
566,4.0887058671816375e-06,3.6245616945721725e-08
567,3.981812187998132e-06,3.5298024363750336e-08
568,3.902381945015332e-06,3.459389003504533e-08
569,3.7406928817015202e-06,3.316054656560553e-08
570,3.629622502179655e-06,3.2175928312069854e-08
571,3.5689652005277117e-06,3.163821261618565e-08
572,3.3970316535495065e-06,3.011405370470422e-08
573,3.321457788206588e-06,2.9444105446426808e-08
574,3.1821900754653136e-06,2.8209523079070915e-08
575,3.0480089969449973e-06,2.702003277788581e-08
576,2.890707457613659e-06,2.5625583892398692e-08
577,2.815983292829274e-06,2.4963168071514334e-08
578,2.760742889189743e-06,2.4473472168877636e-08
579,2.6253034579447787e-06,2.3272826804862922e-08
580,2.6047591281424587e-06,2.3090705142750125e-08
581,2.4684059223490204e-06,2.188195933734035e-08
582,2.4198764508841726e-06,2.1451754600087956e-08
583,2.231392843326921e-06,1.978088248015799e-08
584,2.1987922519704244e-06,1.9491884302031252e-08
585,2.1220878496445513e-06,1.8811914043698505e-08
586,1.970769550844435e-06,1.7470505472539077e-08
587,1.91271462889168e-06,1.6955859388602554e-08
588,1.8453546169786069e-06,1.6358725413068275e-08
