PC,eigenvalue,explained_variance_fraction
589,1.5485286066607142e-06,1.3727418046142133e-08
590,1.521138747351968e-06,1.3484612038336456e-08
591,1.4406094344407815e-06,1.2770734659161467e-08
592,1.3673474958846125e-06,1.2121281201792008e-08
593,1.302206375601967e-06,1.1543817287810968e-08
594,1.2080254320104855e-06,1.0708920742084018e-08
595,1.1722121214954438e-06,1.0391442406235624e-08
596,1.0303584332864845e-06,9.133935847392865e-09
597,9.917187293274998e-07,8.791402059419795e-09
598,9.14648090056413e-07,8.108185178693847e-09
599,8.3605580407768e-07,7.4114791829560476e-09
600,7.450160175775522e-07,6.604428410536832e-09
601,7.295647488592775e-07,6.4674557875405885e-09
602,6.18660802858553e-07,5.4843129362104394e-09
603,6.087665026318959e-07,5.396601805204437e-09
604,5.377911278524391e-07,4.767418310376891e-09
605,5.156300851575345e-07,4.570964789206641e-09
606,4.4078340878559345e-07,3.90746292588778e-09
607,3.864683572022369e-07,3.425970097098293e-09
608,3.4575225710625035e-07,3.065029443614687e-09
609,3.099836858553105e-07,2.7479477130203145e-09
610,2.9151713296499444e-07,2.584245156731598e-09
611,2.83321561219157e-07,2.5115929377164983e-09
612,2.0965096104239727e-07,1.8585167710983166e-09
613,2.010544510157857e-07,1.7823103088052984e-09
614,1.724133586684019e-07,1.528412352862116e-09
615,1.2173491607899774e-07,1.0791573863346618e-09
616,7.668624877825112e-08,6.798093305099395e-10
617,5.963071604068358e-08,5.286152054022781e-10
618,4.389985411874932e-08,3.891640406645483e-10
619,2.6271248540258393e-08,2.328897314231176e-10
620,2.23547544558847e-08,1.981707398977515e-10
621,1.7558969767867324e-08,1.5565700073366372e-10
622,5.009014330259014e-09,4.440398027832351e-11
623,4.771209071046311e-09,4.229588089111005e-11
624,3.540325845505365e-09,3.1384330061305746e-11
625,2.6890896915779665e-09,2.383827990072782e-11
626,3.589674177364876e-10,3.1821793843635267e-12
627,1.0389448897205393e-10,9.210053186458001e-13
628,5.0802108308421475e-11,4.50351240122676e-13
629,6.2312085887933785e-12,5.5238505031905894e-14
630,1.2466204841352297e-14,1.1051058699852525e-16
631,8.484378792673246e-15,7.521243976241689e-17
632,7.382717412903925e-15,6.544641655797977e-17
633,6.664891911813028e-15,5.908302701821183e-17
634,5.1192694760185805e-15,4.538137163620336e-17
635,4.111651922114667e-15,3.644902945435771e-17
636,3.985201261566816e-15,3.532806787051304e-17
637,3.711302159667579e-15,3.290000328193453e-17
638,3.0381951898810946e-15,2.6933035203794566e-17
639,2.8059837334525377e-15,2.4874523837722824e-17
640,2.492796406151537e-15,2.2098176439216703e-17
641,2.457430881293831e-15,2.178466763992506e-17
642,2.0732384646126855e-15,1.8378873332183703e-17
643,1.849959234280694e-15,1.6399544488916384e-17
644,1.5252039031632436e-15,1.352064888841727e-17
645,1.4966827624378097e-15,1.326781428128969e-17
646,1.3512216730128957e-15,1.1978328781703719e-17
647,1.2398127683909577e-15,1.0990709566127158e-17
648,1.2009746013929669e-15,1.0646416440230702e-17
649,1.1728083216821032e-15,1.0396727609987275e-17
650,1.106346374158113e-15,9.807554808207403e-18
651,8.897021951483428e-16,7.887044460682406e-18
652,7.947731544585467e-16,7.045516173337317e-18
653,7.128054123708543e-16,6.318887387084195e-18
654,5.701281685598012e-16,5.054080161023823e-18
655,4.774321671680656e-16,4.2323473516738375e-18
656,4.2867488058176656e-16,3.800123075747153e-18
657,3.387138735692225e-16,3.002635482814559e-18
658,3.227549571131552e-16,2.861162657053651e-18
659,2.7152635436896153e-16,2.407030623092866e-18
660,2.350150097886046e-16,2.0833643451013215e-18
661,1.9007325140270593e-16,1.684964016919902e-18
662,1.8142224206767976e-16,1.6082744283955604e-18
663,1.3875630712811532e-16,1.2300488517251324e-18
664,7.256085934423982e-17,6.432385205680223e-19
665,7.029892272582374e-17,6.231868732033457e-19
666,5.776529753691691e-17,5.120786173650481e-19
667,5.5062850152603034e-17,4.88121924002968e-19
668,4.3842300793907606e-17,3.886538411456958e-19
669,2.996095080172286e-17,2.655982556254195e-19
670,2.092238677726954e-17,1.854730668708814e-19
671,7.214080308422273e-18,6.395147999603752e-20
672,6.385451105306483e-18,5.660583624913815e-20
673,2.1384034751392627e-18,1.8956549028733217e-20
674,9.787231840632918e-19,8.676198968038718e-21
675,6.018227743360537e-19,5.33504694550998e-21
676,4.406110911655105e-19,3.905935362239668e-21
677,3.9652766747124964e-19,3.515144011435184e-21
678,2.654376909135187e-19,2.353055754152363e-21
679,1.8885003880712497e-19,1.6741204647978292e-21
680,1.2635431733274744e-19,1.1201075191641994e-21
681,9.888275181259383e-20,8.765772009931002e-22
682,6.800917740884939e-20,6.028887068988275e-22
683,4.4691615401521887e-20,3.961828571556473e-22
684,4.1006442577165053e-20,3.6351448557075443e-22
685,3.0614791336751475e-20,2.7139443034330607e-22
686,2.777846375913334e-20,2.4625091397151157e-22
687,2.678437749212231e-20,2.3743852413092843e-22
688,1.789816392120655e-20,1.5866389380729938e-22
689,1.3219827560961842e-20,1.1719131222158693e-22
690,8.471762680765287e-21,7.510060027715808e-23
691,7.646039258240632e-21,6.778071573467592e-23
692,4.719198101583077e-21,4.183481332171811e-23
693,2.635929427127101e-21,2.3367024045058382e-23
694,2.331360859820135e-21,2.0667080350667627e-23
695,1.2369440739257303e-21,1.0965279123317482e-23
696,5.523695242031523e-22,4.8966530822033835e-24
697,3.810460802682561e-34,3.3779026207116476e-36
698,-1.1725045426688026e-34,-1.039403466554228e-36
699,-1.2351567112463569e-21,-1.0949434485643826e-23
700,-1.4482162531837887e-21,-1.2838167692324262e-23
701,-2.6416951873600078e-21,-2.3418136436996437e-23
702,-6.003901493394493e-21,-5.322346991407001e-23
703,-7.581215380624422e-21,-6.720606411792045e-23
704,-9.11214827148304e-21,-8.077749941657085e-23
705,-1.9325200794457155e-20,-1.7131431023623057e-22
706,-2.175862235245065e-20,-1.9288613969122895e-22
707,-2.3603769496316998e-20,-2.0924302589375047e-22
708,-2.4561060346643697e-20,-2.177292312099825e-22
709,-3.682638529542601e-20,-3.2645905532785375e-22
710,-4.548703785293495e-20,-4.0323412922570646e-22
711,-5.065698952633112e-20,-4.4906478911393605e-22
712,-5.535356857243543e-20,-4.906990887163529e-22
713,-8.751667868691844e-20,-7.758190770113756e-22
714,-8.946713086796651e-20,-7.931094727800363e-22
715,-1.1602282931304906e-19,-1.0285207996970382e-21
716,-1.481179807104481e-19,-1.3130383466065557e-21
717,-1.7855859669904168e-19,-1.5828887448879346e-21
718,-3.3786128214727153e-19,-2.9950774184550542e-21
719,-3.793352510735285e-19,-3.3627364381428837e-21
720,-5.201804468298552e-19,-4.611302898989313e-21
721,-7.359696072178867e-19,-6.524233665480185e-21
722,-1.2995644242078974e-18,-1.152039688014915e-20
723,-1.5795213234299907e-18,-1.4002162715144398e-20
724,-1.6444023849173115e-18,-1.457732125628012e-20
725,-4.214282365424956e-18,-3.7358829243345334e-20
726,-4.750215183873272e-18,-4.2109773986530925e-20
727,-1.2458861815902049e-17,-1.1044549244383285e-19
728,-2.2175811825297338e-17,-1.9658444676388023e-19
729,-2.316797981862287e-17,-2.0537983146507204e-19
730,-2.629131117431008e-17,-2.330675829420044e-19
731,-3.9863684801377925e-17,-3.533841504602281e-19
732,-8.315056990947465e-17,-7.371143348677044e-19
733,-9.604919604290089e-17,-8.514582561829604e-19
734,-1.2168006102888074e-16,-1.07867110651932e-18
735,-1.5936022745992914e-16,-1.4126987727970693e-18
736,-2.307107362719964e-16,-2.045207761042578e-18
737,-2.9567387459073593e-16,-2.6210938980211775e-18
738,-3.172064719048001e-16,-2.811976367791502e-18
739,-5.154274394245113e-16,-4.5691683724788446e-18
740,-5.359624554166176e-16,-4.7512074693966196e-18
741,-5.556150433902907e-16,-4.9254240060771755e-18
742,-6.051215879422156e-16,-5.364290314494772e-18
743,-6.283438670002233e-16,-5.570151498616435e-18
744,-7.475845350618019e-16,-6.627197840248017e-18
745,-7.597969536107844e-16,-6.735458658973127e-18
746,-7.81402456294689e-16,-6.926987421285483e-18
747,-7.933525778854885e-16,-7.03292302626787e-18
748,-9.882219362926653e-16,-8.760403639627264e-18
749,-1.085314114501332e-15,-9.621107738697823e-18
750,-1.3296137442874194e-15,-1.1786778512984113e-17
751,-1.3400404358391925e-15,-1.1879209194053687e-17
752,-1.5268296758228021e-15,-1.353506106062368e-17
753,-1.605706933023487e-15,-1.4234293273234732e-17
754,-1.7752713080724913e-15,-1.573744991626891e-17
755,-1.881373127891301e-15,-1.6678022812271192e-17
756,-2.2229109433512652e-15,-1.970569201464733e-17
757,-2.415506753320346e-15,-2.1413018044020576e-17
758,-2.497009488595183e-15,-2.2135524631376684e-17
759,-2.993068785251615e-15,-2.653299802101105e-17
760,-3.1678843353889985e-15,-2.808270535439839e-17
761,-3.9005078060535036e-15,-3.457727614176953e-17
762,-4.684138636708839e-15,-4.1524017687247696e-17
763,-5.092955177943299e-15,-4.514810027866019e-17
764,-5.737545555744295e-15,-5.0862274073406045e-17
765,-6.6067073866744915e-15,-5.85672320261417e-17
766,-6.813497910264032e-15,-6.040039155130906e-17
767,-7.690840676455771e-15,-6.817787197334916e-17
768,-9.374424799367159e-15,-8.310253204849615e-17
