dataset,representation,model_class,seed,n,mae,rmse,rae,pearson,spearman,bias,calibration_intercept,calibration_slope
retrospective_lockbox_790,member1_384d,ridge,43,790.0,0.6464533277946182,0.8440106853224607,0.768186300567386,0.6091387965869607,0.5543003056924753,-0.06128772922709018,0.21676041108931382,0.964338101596441
retrospective_lockbox_790,member1_384d,ridge,44,790.0,0.6464533277946182,0.8440106853224607,0.768186300567386,0.6091387965869607,0.5543003056924753,-0.06128772922709018,0.21676041108931382,0.964338101596441
retrospective_lockbox_790,member2_384d,ridge,42,790.0,0.6062774514065512,0.813821121121129,0.7204449455033017,0.6503178351464596,0.6103895548395794,-0.0765076702455931,0.540553413122469,0.8931855562895454
retrospective_lockbox_790,member2_384d,ridge,43,790.0,0.6062774514065512,0.813821121121129,0.7204449455033017,0.6503178351464596,0.6103895548395794,-0.0765076702455931,0.540553413122469,0.8931855562895454
retrospective_lockbox_790,member2_384d,ridge,44,790.0,0.6062774514065512,0.813821121121129,0.7204449455033017,0.6503178351464596,0.6103895548395794,-0.0765076702455931,0.540553413122469,0.8931855562895454
retrospective_lockbox_790,mean_384d,ridge,42,790.0,0.5963026500170745,0.78868989493072,0.7085917993459181,0.6714364278453089,0.6191232241944308,-0.059694614168963864,-0.039030570986541266,1.022637040739586
retrospective_lockbox_790,mean_384d,ridge,43,790.0,0.5963026500170745,0.78868989493072,0.7085917993459181,0.6714364278453089,0.6191232241944308,-0.059694614168963864,-0.039030570986541266,1.022637040739586
retrospective_lockbox_790,mean_384d,ridge,44,790.0,0.5963026500170745,0.78868989493072,0.7085917993459181,0.6714364278453089,0.6191232241944308,-0.059694614168963864,-0.039030570986541266,1.022637040739586
retrospective_lockbox_790,concat_768d,ridge,42,790.0,0.5915508216544042,0.7816021510574077,0.7029451589870482,0.6802418977754173,0.6233504773001097,-0.07003868278068832,0.2673486588245382,0.9546505489380216
retrospective_lockbox_790,concat_768d,ridge,43,790.0,0.5915508216544042,0.7816021510574077,0.7029451589870482,0.6802418977754173,0.6233504773001097,-0.07003868278068832,0.2673486588245382,0.9546505489380216
retrospective_lockbox_790,concat_768d,ridge,44,790.0,0.5915508216544042,0.7816021510574077,0.7029451589870482,0.6802418977754173,0.6233504773001097,-0.07003868278068832,0.2673486588245382,0.9546505489380216
retrospective_lockbox_790,member1_384d,one_hidden_mlp,42,790.0,0.6348317085398903,0.8483949219621713,0.7543762259370201,0.6018732450034328,0.5464019278524128,-0.024089195486865472,0.25580562775570964,0.947299188290621
