false_positive_rate,true_positive_rate,score_threshold,cohort,threshold,curve,recall,precision
0.10038610038610038,0.16767764298093588,0.4088184237480163,development_all,4.0,roc,,
0.10135135135135136,0.16767764298093588,0.4087463617324829,development_all,4.0,roc,,
0.10135135135135136,0.1707105719237435,0.4068608582019806,development_all,4.0,roc,,
0.10231660231660232,0.1707105719237435,0.4067302346229553,development_all,4.0,roc,,
0.10231660231660232,0.17244367417677642,0.4038585126399994,development_all,4.0,roc,,
0.10328185328185328,0.17244367417677642,0.4033004641532898,development_all,4.0,roc,,
0.10328185328185328,0.17590987868284227,0.4001117050647735,development_all,4.0,roc,,
0.10424710424710425,0.17590987868284227,0.3999015092849731,development_all,4.0,roc,,
0.10424710424710425,0.18067590987868284,0.3961926102638244,development_all,4.0,roc,,
0.10521235521235521,0.18067590987868284,0.3959151208400726,development_all,4.0,roc,,
0.10521235521235521,0.18284228769497402,0.3934270143508911,development_all,4.0,roc,,
0.10617760617760617,0.18284228769497402,0.3930601477622986,development_all,4.0,roc,,
0.10617760617760617,0.1841421143847487,0.3921945691108703,development_all,4.0,roc,,
0.10810810810810811,0.1841421143847487,0.391569972038269,development_all,4.0,roc,,
0.10810810810810811,0.1854419410745234,0.3911901116371155,development_all,4.0,roc,,
0.11003861003861004,0.1854419410745234,0.3907196223735809,development_all,4.0,roc,,
0.11003861003861004,0.18587521663778164,0.3905156254768371,development_all,4.0,roc,,
0.111003861003861,0.18587521663778164,0.3904767632484436,development_all,4.0,roc,,
0.111003861003861,0.1867417677642981,0.3898766636848449,development_all,4.0,roc,,
0.11196911196911197,0.1867417677642981,0.3898279666900635,development_all,4.0,roc,,
0.11196911196911197,0.18804159445407279,0.3889650106430053,development_all,4.0,roc,,
0.1138996138996139,0.18804159445407279,0.3887324929237366,development_all,4.0,roc,,
0.1138996138996139,0.18977469670710573,0.3882442414760589,development_all,4.0,roc,,
0.11486486486486487,0.18977469670710573,0.3881821036338806,development_all,4.0,roc,,
0.11486486486486487,0.19584055459272098,0.3849583566188812,development_all,4.0,roc,,
0.11583011583011583,0.19584055459272098,0.3845762014389038,development_all,4.0,roc,,
0.11583011583011583,0.2001733102253033,0.3810513615608215,development_all,4.0,roc,,
0.1167953667953668,0.2001733102253033,0.3807656168937683,development_all,4.0,roc,,
0.1167953667953668,0.2019064124783362,0.380175232887268,development_all,4.0,roc,,
0.11776061776061776,0.2019064124783362,0.3799907565116882,development_all,4.0,roc,,
0.11776061776061776,0.20407279029462738,0.3795879483222961,development_all,4.0,roc,,
0.11872586872586872,0.20407279029462738,0.3792791962623596,development_all,4.0,roc,,
