model,metric,estimate,ci_lower,ci_upper,bootstrap_replicates,bootstrap_clusters,dataset
fine_tuned_dual_branch_activity_adapter,mae,0.6289296897651208,0.6070779778599639,0.6513051193119513,2000,2931,development
fine_tuned_dual_branch_activity_adapter,rmse,0.860810161367077,0.8319504153388967,0.8900997575358264,2000,2931,development
fine_tuned_dual_branch_activity_adapter,rae,0.6813811521204928,0.6276895812271699,0.7323620681130366,2000,2931,development
fine_tuned_dual_branch_activity_adapter,pearson,0.6616579583513785,0.6168107170569044,0.7018504897314944,2000,2931,development
fine_tuned_dual_branch_activity_adapter,spearman,0.6317480986908106,0.57995630689978,0.68867202486442,2000,2931,development
fine_tuned_dual_branch_activity_adapter,bias,0.1285525330041282,0.09744702743579697,0.15974369628292487,2000,2931,development
lightgbm,mae,0.5159594459141478,0.4986861261519466,0.5335541735398104,2000,2931,development
lightgbm,rmse,0.7185388558091421,0.6898490931409954,0.7466630650000756,2000,2931,development
lightgbm,rae,0.5589894187309365,0.5145021952854885,0.6052529728691668,2000,2931,development
lightgbm,pearson,0.7735253996238479,0.7387862462637362,0.8024523264003101,2000,2931,development
lightgbm,spearman,0.7304467583777929,0.6884136290513381,0.7711065366761674,2000,2931,development
lightgbm,bias,0.028910611168909934,0.002907354399140955,0.05511779963832358,2000,2931,development
direct_affinity,mae,0.8150892652680602,0.7468566702062472,0.8896215364762613,2000,735,validation
direct_affinity,rmse,1.17160733597568,1.084180896933983,1.2614574073204972,2000,735,validation
direct_affinity,rae,0.9685779009824947,0.9364171376212794,1.0056848278062405,2000,735,validation
direct_affinity,pearson,0.32445132924785547,0.24334430512885244,0.40239607885008116,2000,735,validation
direct_affinity,spearman,0.3121615223525384,0.24378198415038985,0.380059967953636,2000,735,validation
direct_affinity,bias,0.6043922921222977,0.5233187897089756,0.6911913011185651,2000,735,validation
affinity_only_linear,mae,0.8110075330026221,0.7672881499592584,0.8591068420803669,2000,735,validation
affinity_only_linear,rmse,1.0112609308981693,0.9556954408751052,1.0717273087171666,2000,735,validation
affinity_only_linear,rae,0.9637275418396463,0.9117448245902653,1.024392304578002,2000,735,validation
affinity_only_linear,pearson,0.3244513292478555,0.24334430512885252,0.4023960788500813,2000,735,validation
