dataset,subset,model,metric,estimate
nested_development,lower_Emax_curated,fine_tuned_nesso,calibration_intercept,2.310096874600722
nested_development,lower_Emax_curated,fine_tuned_nesso,calibration_slope,0.5713414991262407
nested_development,lower_Emax_curated,nested_2d_lightgbm,n,272.0
nested_development,lower_Emax_curated,nested_2d_lightgbm,mae,0.5305703333578626
nested_development,lower_Emax_curated,nested_2d_lightgbm,rmse,0.6985596195193012
nested_development,lower_Emax_curated,nested_2d_lightgbm,rae,1.181633984705177
nested_development,lower_Emax_curated,nested_2d_lightgbm,pearson,0.5256134676632491
nested_development,lower_Emax_curated,nested_2d_lightgbm,spearman,0.42601895739751017
nested_development,lower_Emax_curated,nested_2d_lightgbm,bias,-0.3865917506467088
nested_development,lower_Emax_curated,nested_2d_lightgbm,calibration_intercept,2.287698773374355
nested_development,lower_Emax_curated,nested_2d_lightgbm,calibration_slope,0.5821749707328235
