scope,budget,fold,feature,target,method,adjustment,actual_covariates,n,nuisance_rank,correlation
native_fold,unique,0,centered_norm_l2,prepared_is_charged,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.00013397857844715168
native_fold,unique,0,centered_norm_l2,y_true,pearson,none,,669,1,-0.2613262779340697
native_fold,unique,0,centered_norm_l2,y_true,pearson,fold_potency_charge,fold;prepared_formal_charge,669,6,-0.2128529948558656
native_fold,unique,0,centered_norm_l2,y_true,pearson,fold_potency_charge_MW,fold;prepared_formal_charge;MW,669,7,-0.0953146206888783
native_fold,unique,0,centered_norm_l2,y_true,spearman,none,,669,1,-0.19871888184794553
native_fold,unique,0,centered_norm_l2,y_true,spearman,fold_potency_charge,fold;prepared_formal_charge,669,6,-0.12784973533038999
native_fold,unique,0,centered_norm_l2,y_true,spearman,fold_potency_charge_MW,fold;prepared_formal_charge;MW,669,7,-0.09670172283714665
native_fold,unique,0,centered_norm_l2,native_cached,pearson,none,,669,1,-0.1877024355840138
native_fold,unique,0,centered_norm_l2,native_cached,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.1033894253001175
native_fold,unique,0,centered_norm_l2,native_cached,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.012627216542583267
native_fold,unique,0,centered_norm_l2,native_cached,spearman,none,,669,1,0.07338713911444897
native_fold,unique,0,centered_norm_l2,native_cached,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,0.17599309234334234
native_fold,unique,0,centered_norm_l2,native_cached,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.20469209257509458
native_fold,unique,0,member1_norm_l2,MW,pearson,none,,669,1,-0.41572992024727906
native_fold,unique,0,member1_norm_l2,MW,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.34467325401887283
native_fold,unique,0,member1_norm_l2,MW,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge,669,7,-0.34467325401887283
native_fold,unique,0,member1_norm_l2,MW,spearman,none,,669,1,-0.3142181336581445
native_fold,unique,0,member1_norm_l2,MW,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.19082314636803574
native_fold,unique,0,member1_norm_l2,MW,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge,669,7,-0.19082314636803574
native_fold,unique,0,member1_norm_l2,heavy_atoms,pearson,none,,669,1,-0.41542626893734674
native_fold,unique,0,member1_norm_l2,heavy_atoms,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.3468884690154165
native_fold,unique,0,member1_norm_l2,heavy_atoms,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.06556960273701083
native_fold,unique,0,member1_norm_l2,heavy_atoms,spearman,none,,669,1,-0.31237190647493646
native_fold,unique,0,member1_norm_l2,heavy_atoms,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.19124420268814843
native_fold,unique,0,member1_norm_l2,heavy_atoms,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.047785230348015656
native_fold,unique,0,member1_norm_l2,prepared_formal_charge,pearson,none,,669,1,-0.0016712989315762281
native_fold,unique,0,member1_norm_l2,prepared_formal_charge,pearson,fold_potency_charge,fold;y_true,669,2,0.020299499064942796
native_fold,unique,0,member1_norm_l2,prepared_formal_charge,pearson,fold_potency_charge_MW,fold;y_true;MW,669,3,0.12943335159291544
native_fold,unique,0,member1_norm_l2,prepared_formal_charge,spearman,none,,669,1,0.040450022317890987
native_fold,unique,0,member1_norm_l2,prepared_formal_charge,spearman,fold_potency_charge,fold;y_true,669,2,0.06892690227064018
native_fold,unique,0,member1_norm_l2,prepared_formal_charge,spearman,fold_potency_charge_MW,fold;y_true;MW,669,3,0.10616510492569525
native_fold,unique,0,member1_norm_l2,prepared_is_charged,pearson,none,,669,1,0.18133705778881745
native_fold,unique,0,member1_norm_l2,prepared_is_charged,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,
native_fold,unique,0,member1_norm_l2,prepared_is_charged,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,
native_fold,unique,0,member1_norm_l2,prepared_is_charged,spearman,none,,669,1,0.29820944407904876
native_fold,unique,0,member1_norm_l2,prepared_is_charged,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-5.855493806298427e-06
native_fold,unique,0,member1_norm_l2,prepared_is_charged,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.0009313192120652663
native_fold,unique,0,member1_norm_l2,y_true,pearson,none,,669,1,-0.3092125483235873
native_fold,unique,0,member1_norm_l2,y_true,pearson,fold_potency_charge,fold;prepared_formal_charge,669,6,-0.2648728269244325
native_fold,unique,0,member1_norm_l2,y_true,pearson,fold_potency_charge_MW,fold;prepared_formal_charge;MW,669,7,-0.129563781925933
native_fold,unique,0,member1_norm_l2,y_true,spearman,none,,669,1,-0.38812737033091965
native_fold,unique,0,member1_norm_l2,y_true,spearman,fold_potency_charge,fold;prepared_formal_charge,669,6,-0.3266274562646949
native_fold,unique,0,member1_norm_l2,y_true,spearman,fold_potency_charge_MW,fold;prepared_formal_charge;MW,669,7,-0.2623479321275755
native_fold,unique,0,member1_norm_l2,native_cached,pearson,none,,669,1,-0.34444685279325327
native_fold,unique,0,member1_norm_l2,native_cached,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.25784239989593344
native_fold,unique,0,member1_norm_l2,native_cached,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.1402798691063285
native_fold,unique,0,member1_norm_l2,native_cached,spearman,none,,669,1,-0.4296120028198739
native_fold,unique,0,member1_norm_l2,native_cached,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.3206585008070954
native_fold,unique,0,member1_norm_l2,native_cached,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.28566639280079337
native_fold,unique,0,member2_norm_l2,MW,pearson,none,,669,1,-0.37599329325826947
native_fold,unique,0,member2_norm_l2,MW,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.24465837194551388
native_fold,unique,0,member2_norm_l2,MW,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge,669,7,-0.24465837194551388
native_fold,unique,0,member2_norm_l2,MW,spearman,none,,669,1,-0.28478789868287013
native_fold,unique,0,member2_norm_l2,MW,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.1642910686523232
native_fold,unique,0,member2_norm_l2,MW,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge,669,7,-0.1642910686523232
native_fold,unique,0,member2_norm_l2,heavy_atoms,pearson,none,,669,1,-0.36567520178073587
native_fold,unique,0,member2_norm_l2,heavy_atoms,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.235796556782208
native_fold,unique,0,member2_norm_l2,heavy_atoms,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.010091439155905851
native_fold,unique,0,member2_norm_l2,heavy_atoms,spearman,none,,669,1,-0.2645046383367789
native_fold,unique,0,member2_norm_l2,heavy_atoms,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.1418631161490851
native_fold,unique,0,member2_norm_l2,heavy_atoms,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.00978257800101438
native_fold,unique,0,member2_norm_l2,prepared_formal_charge,pearson,none,,669,1,0.06775126318180302
native_fold,unique,0,member2_norm_l2,prepared_formal_charge,pearson,fold_potency_charge,fold;y_true,669,2,0.10487276494682383
native_fold,unique,0,member2_norm_l2,prepared_formal_charge,pearson,fold_potency_charge_MW,fold;y_true;MW,669,3,0.19013533577712463
native_fold,unique,0,member2_norm_l2,prepared_formal_charge,spearman,none,,669,1,0.1074158174689864
native_fold,unique,0,member2_norm_l2,prepared_formal_charge,spearman,fold_potency_charge,fold;y_true,669,2,0.1402663720272986
native_fold,unique,0,member2_norm_l2,prepared_formal_charge,spearman,fold_potency_charge_MW,fold;y_true;MW,669,3,0.173759364035631
native_fold,unique,0,member2_norm_l2,prepared_is_charged,pearson,none,,669,1,0.2735889886617446
native_fold,unique,0,member2_norm_l2,prepared_is_charged,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,
native_fold,unique,0,member2_norm_l2,prepared_is_charged,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,
native_fold,unique,0,member2_norm_l2,prepared_is_charged,spearman,none,,669,1,0.2690784444003756
native_fold,unique,0,member2_norm_l2,prepared_is_charged,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,2.7401908196092127e-06
native_fold,unique,0,member2_norm_l2,prepared_is_charged,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.0011796114181999002
native_fold,unique,0,member2_norm_l2,y_true,pearson,none,,669,1,-0.40937128325601274
native_fold,unique,0,member2_norm_l2,y_true,pearson,fold_potency_charge,fold;prepared_formal_charge,669,6,-0.37416341321464414
native_fold,unique,0,member2_norm_l2,y_true,pearson,fold_potency_charge_MW,fold;prepared_formal_charge;MW,669,7,-0.27728934529832044
native_fold,unique,0,member2_norm_l2,y_true,spearman,none,,669,1,-0.3767362265184571
native_fold,unique,0,member2_norm_l2,y_true,spearman,fold_potency_charge,fold;prepared_formal_charge,669,6,-0.3417879489003271
native_fold,unique,0,member2_norm_l2,y_true,spearman,fold_potency_charge_MW,fold;prepared_formal_charge;MW,669,7,-0.2842817901787192
native_fold,unique,0,member2_norm_l2,native_cached,pearson,none,,669,1,-0.6844803290105436
native_fold,unique,0,member2_norm_l2,native_cached,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.619392554235214
native_fold,unique,0,member2_norm_l2,native_cached,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.5868626277929703
native_fold,unique,0,member2_norm_l2,native_cached,spearman,none,,669,1,-0.737231714203612
native_fold,unique,0,member2_norm_l2,native_cached,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.6818731750393376
native_fold,unique,0,member2_norm_l2,native_cached,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.6710767773971562
native_fold,unique,0,PC1,MW,pearson,none,,669,1,-0.3577975906120873
native_fold,unique,0,PC1,MW,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.28713419077084384
native_fold,unique,0,PC1,MW,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge,669,7,-0.28713419077084384
native_fold,unique,0,PC1,MW,spearman,none,,669,1,-0.15714046778995566
native_fold,unique,0,PC1,MW,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.07474682596800859
native_fold,unique,0,PC1,MW,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge,669,7,-0.07474682596800859
native_fold,unique,0,PC1,heavy_atoms,pearson,none,,669,1,-0.34858585541050846
native_fold,unique,0,PC1,heavy_atoms,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.2799007366901753
native_fold,unique,0,PC1,heavy_atoms,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.022731598441766875
native_fold,unique,0,PC1,heavy_atoms,spearman,none,,669,1,-0.13502271141654143
native_fold,unique,0,PC1,heavy_atoms,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.049683307485691657
native_fold,unique,0,PC1,heavy_atoms,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.037117202183773
native_fold,unique,0,PC1,prepared_formal_charge,pearson,none,,669,1,0.09845475230112481
native_fold,unique,0,PC1,prepared_formal_charge,pearson,fold_potency_charge,fold;y_true,669,2,0.12809413266760808
native_fold,unique,0,PC1,prepared_formal_charge,pearson,fold_potency_charge_MW,fold;y_true;MW,669,3,0.21914894031156437
native_fold,unique,0,PC1,prepared_formal_charge,spearman,none,,669,1,0.21022774496086974
native_fold,unique,0,PC1,prepared_formal_charge,spearman,fold_potency_charge,fold;y_true,669,2,0.23745331300699238
native_fold,unique,0,PC1,prepared_formal_charge,spearman,fold_potency_charge_MW,fold;y_true;MW,669,3,0.2512935185600376
native_fold,unique,0,PC1,prepared_is_charged,pearson,none,,669,1,0.26595973272642187
native_fold,unique,0,PC1,prepared_is_charged,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,
native_fold,unique,0,PC1,prepared_is_charged,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,
native_fold,unique,0,PC1,prepared_is_charged,spearman,none,,669,1,0.2951430230602411
native_fold,unique,0,PC1,prepared_is_charged,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-7.337503773801379e-07
native_fold,unique,0,PC1,prepared_is_charged,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.003853872401529099
native_fold,unique,0,PC1,y_true,pearson,none,,669,1,-0.32864096319790753
native_fold,unique,0,PC1,y_true,pearson,fold_potency_charge,fold;prepared_formal_charge,669,6,-0.2885894790424379
native_fold,unique,0,PC1,y_true,pearson,fold_potency_charge_MW,fold;prepared_formal_charge;MW,669,7,-0.17403849051821563
native_fold,unique,0,PC1,y_true,spearman,none,,669,1,-0.28591040941170764
native_fold,unique,0,PC1,y_true,spearman,fold_potency_charge,fold;prepared_formal_charge,669,6,-0.2600028129702804
native_fold,unique,0,PC1,y_true,spearman,fold_potency_charge_MW,fold;prepared_formal_charge;MW,669,7,-0.22610827312294618
native_fold,unique,0,PC1,native_cached,pearson,none,,669,1,-0.5382254735726297
native_fold,unique,0,PC1,native_cached,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.4710802501052538
native_fold,unique,0,PC1,native_cached,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.40609689384712966
native_fold,unique,0,PC1,native_cached,spearman,none,,669,1,-0.6412091952898967
native_fold,unique,0,PC1,native_cached,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.5956882766778159
native_fold,unique,0,PC1,native_cached,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.59866498385906
native_fold,unique,0,PC2,MW,pearson,none,,669,1,-0.06416346536201584
native_fold,unique,0,PC2,MW,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.10806810070031227
native_fold,unique,0,PC2,MW,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge,669,7,-0.10806810070031227
native_fold,unique,0,PC2,MW,spearman,none,,669,1,0.08630326657262734
native_fold,unique,0,PC2,MW,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,0.02461996358055782
native_fold,unique,0,PC2,MW,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge,669,7,0.02461996358055782
native_fold,unique,0,PC2,heavy_atoms,pearson,none,,669,1,-0.07622883240426094
native_fold,unique,0,PC2,heavy_atoms,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.11984717507029709
native_fold,unique,0,PC2,heavy_atoms,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.0556440640489921
native_fold,unique,0,PC2,heavy_atoms,spearman,none,,669,1,0.05957146408448527
native_fold,unique,0,PC2,heavy_atoms,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.0058594583082991645
native_fold,unique,0,PC2,heavy_atoms,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.06100118023813118
native_fold,unique,0,PC2,prepared_formal_charge,pearson,none,,669,1,-0.14708615321950438
native_fold,unique,0,PC2,prepared_formal_charge,pearson,fold_potency_charge,fold;y_true,669,2,-0.15380903831349854
native_fold,unique,0,PC2,prepared_formal_charge,pearson,fold_potency_charge_MW,fold;y_true;MW,669,3,-0.1274875153573246
native_fold,unique,0,PC2,prepared_formal_charge,spearman,none,,669,1,-0.2357501582995816
native_fold,unique,0,PC2,prepared_formal_charge,spearman,fold_potency_charge,fold;y_true,669,2,-0.25583767977176
native_fold,unique,0,PC2,prepared_formal_charge,spearman,fold_potency_charge_MW,fold;y_true;MW,669,3,-0.26038069634717087
native_fold,unique,0,PC2,prepared_is_charged,pearson,none,,669,1,-0.14732709909964312
native_fold,unique,0,PC2,prepared_is_charged,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,
native_fold,unique,0,PC2,prepared_is_charged,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,
native_fold,unique,0,PC2,prepared_is_charged,spearman,none,,669,1,-0.23175687278988716
native_fold,unique,0,PC2,prepared_is_charged,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-5.799291715073172e-07
native_fold,unique,0,PC2,prepared_is_charged,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.004439036116860572
native_fold,unique,0,PC2,y_true,pearson,none,,669,1,0.08575150323824349
native_fold,unique,0,PC2,y_true,pearson,fold_potency_charge,fold;prepared_formal_charge,669,6,0.0797442785809728
native_fold,unique,0,PC2,y_true,pearson,fold_potency_charge_MW,fold;prepared_formal_charge;MW,669,7,0.11504617172663213
native_fold,unique,0,PC2,y_true,spearman,none,,669,1,0.22313023631878195
native_fold,unique,0,PC2,y_true,spearman,fold_potency_charge,fold;prepared_formal_charge,669,6,0.2146759538739071
native_fold,unique,0,PC2,y_true,spearman,fold_potency_charge_MW,fold;prepared_formal_charge;MW,669,7,0.1966769726271812
native_fold,unique,0,PC2,native_cached,pearson,none,,669,1,0.3244924106240892
native_fold,unique,0,PC2,native_cached,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,0.2986806528367175
native_fold,unique,0,PC2,native_cached,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.3745104280087997
native_fold,unique,0,PC2,native_cached,spearman,none,,669,1,0.6283267478829905
native_fold,unique,0,PC2,native_cached,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,0.5935641166305309
native_fold,unique,0,PC2,native_cached,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.608602158268848
native_fold,unique,0,PC3,MW,pearson,none,,669,1,-0.11451916950976256
native_fold,unique,0,PC3,MW,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.024752626029564764
native_fold,unique,0,PC3,MW,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge,669,7,-0.024752626029564764
native_fold,unique,0,PC3,MW,spearman,none,,669,1,-0.16161395247892635
native_fold,unique,0,PC3,MW,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.09135973496933304
native_fold,unique,0,PC3,MW,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge,669,7,-0.09135973496933304
native_fold,unique,0,PC3,heavy_atoms,pearson,none,,669,1,-0.14772766870612217
native_fold,unique,0,PC3,heavy_atoms,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.06351360433078006
native_fold,unique,0,PC3,heavy_atoms,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.12989786170326748
native_fold,unique,0,PC3,heavy_atoms,spearman,none,,669,1,-0.21485489587766676
native_fold,unique,0,PC3,heavy_atoms,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.15304370692470048
native_fold,unique,0,PC3,heavy_atoms,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.1580988951032378
native_fold,unique,0,PC3,prepared_formal_charge,pearson,none,,669,1,-0.02610087839776846
native_fold,unique,0,PC3,prepared_formal_charge,pearson,fold_potency_charge,fold;y_true,669,2,-0.013267126160795709
native_fold,unique,0,PC3,prepared_formal_charge,pearson,fold_potency_charge_MW,fold;y_true;MW,669,3,-0.0028429841383455228
native_fold,unique,0,PC3,prepared_formal_charge,spearman,none,,669,1,-0.05423132492777602
native_fold,unique,0,PC3,prepared_formal_charge,spearman,fold_potency_charge,fold;y_true,669,2,-0.045314689888305705
native_fold,unique,0,PC3,prepared_formal_charge,spearman,fold_potency_charge_MW,fold;y_true;MW,669,3,-0.027226155640797365
native_fold,unique,0,PC3,prepared_is_charged,pearson,none,,669,1,0.1942884632527579
native_fold,unique,0,PC3,prepared_is_charged,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,
native_fold,unique,0,PC3,prepared_is_charged,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,
native_fold,unique,0,PC3,prepared_is_charged,spearman,none,,669,1,0.20480464594036685
native_fold,unique,0,PC3,prepared_is_charged,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-3.9783616940825135e-07
native_fold,unique,0,PC3,prepared_is_charged,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.0024957658701873107
native_fold,unique,0,PC3,y_true,pearson,none,,669,1,-0.19374048748718167
native_fold,unique,0,PC3,y_true,pearson,fold_potency_charge,fold;prepared_formal_charge,669,6,-0.12153353262489659
native_fold,unique,0,PC3,y_true,pearson,fold_potency_charge_MW,fold;prepared_formal_charge;MW,669,7,-0.10325439928532443
native_fold,unique,0,PC3,y_true,spearman,none,,669,1,-0.1621815460460159
native_fold,unique,0,PC3,y_true,spearman,fold_potency_charge,fold;prepared_formal_charge,669,6,-0.09087738047982519
native_fold,unique,0,PC3,y_true,spearman,fold_potency_charge_MW,fold;prepared_formal_charge;MW,669,7,-0.057576935087539576
native_fold,unique,0,PC3,native_cached,pearson,none,,669,1,0.32174736992893405
native_fold,unique,0,PC3,native_cached,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,0.4371245431892463
native_fold,unique,0,PC3,native_cached,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.48725015973665853
native_fold,unique,0,PC3,native_cached,spearman,none,,669,1,0.29211449265313827
native_fold,unique,0,PC3,native_cached,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,0.4017739035024452
native_fold,unique,0,PC3,native_cached,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.4430510880935951
native_fold,unique,0,PC4,MW,pearson,none,,669,1,-0.2723817696383915
native_fold,unique,0,PC4,MW,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.18530068986272294
native_fold,unique,0,PC4,MW,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge,669,7,-0.18530068986272294
native_fold,unique,0,PC4,MW,spearman,none,,669,1,-0.1525855449994979
native_fold,unique,0,PC4,MW,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.073419420713988
native_fold,unique,0,PC4,MW,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge,669,7,-0.073419420713988
native_fold,unique,0,PC4,heavy_atoms,pearson,none,,669,1,-0.2620799673404086
native_fold,unique,0,PC4,heavy_atoms,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.17464595650308784
native_fold,unique,0,PC4,heavy_atoms,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.005496988625491087
native_fold,unique,0,PC4,heavy_atoms,spearman,none,,669,1,-0.13844164826491664
native_fold,unique,0,PC4,heavy_atoms,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.05941168668691705
native_fold,unique,0,PC4,heavy_atoms,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.013096400852513117
native_fold,unique,0,PC4,prepared_formal_charge,pearson,none,,669,1,-0.05134091343135343
native_fold,unique,0,PC4,prepared_formal_charge,pearson,fold_potency_charge,fold;y_true,669,2,-0.03842547641863549
native_fold,unique,0,PC4,prepared_formal_charge,pearson,fold_potency_charge_MW,fold;y_true;MW,669,3,0.024402568051727382
native_fold,unique,0,PC4,prepared_formal_charge,spearman,none,,669,1,0.013119553065055255
native_fold,unique,0,PC4,prepared_formal_charge,spearman,fold_potency_charge,fold;y_true,669,2,0.027149261405759722
native_fold,unique,0,PC4,prepared_formal_charge,spearman,fold_potency_charge_MW,fold;y_true;MW,669,3,0.04084289544962616
native_fold,unique,0,PC4,prepared_is_charged,pearson,none,,669,1,0.023781021331030754
native_fold,unique,0,PC4,prepared_is_charged,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,
native_fold,unique,0,PC4,prepared_is_charged,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,
native_fold,unique,0,PC4,prepared_is_charged,spearman,none,,669,1,0.04974864626565649
native_fold,unique,0,PC4,prepared_is_charged,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,3.4385938330510854e-06
native_fold,unique,0,PC4,prepared_is_charged,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.00486095109232674
native_fold,unique,0,PC4,y_true,pearson,none,,669,1,-0.20400490896466736
native_fold,unique,0,PC4,y_true,pearson,fold_potency_charge,fold;prepared_formal_charge,669,6,-0.2020381015481664
native_fold,unique,0,PC4,y_true,pearson,fold_potency_charge_MW,fold;prepared_formal_charge;MW,669,7,-0.1213546981703942
native_fold,unique,0,PC4,y_true,spearman,none,,669,1,-0.22463201415683
native_fold,unique,0,PC4,y_true,spearman,fold_potency_charge,fold;prepared_formal_charge,669,6,-0.21981829642800402
native_fold,unique,0,PC4,y_true,spearman,fold_potency_charge_MW,fold;prepared_formal_charge;MW,669,7,-0.18737984589773302
native_fold,unique,0,PC4,native_cached,pearson,none,,669,1,-0.44129574824563544
native_fold,unique,0,PC4,native_cached,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.3913639146707077
native_fold,unique,0,PC4,native_cached,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.35233763179592564
native_fold,unique,0,PC4,native_cached,spearman,none,,669,1,-0.4629379751974533
native_fold,unique,0,PC4,native_cached,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,-0.41427794538188295
native_fold,unique,0,PC4,native_cached,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,-0.4104631002436401
native_fold,unique,0,PC5,MW,pearson,none,,669,1,0.3002380622543521
native_fold,unique,0,PC5,MW,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,0.25267209033789245
native_fold,unique,0,PC5,MW,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge,669,7,0.25267209033789245
native_fold,unique,0,PC5,MW,spearman,none,,669,1,0.15917565884882168
native_fold,unique,0,PC5,MW,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,0.11046138730698614
native_fold,unique,0,PC5,MW,spearman,fold_potency_charge_MW,fold;y_true;prepared_formal_charge,669,7,0.11046138730698614
native_fold,unique,0,PC5,heavy_atoms,pearson,none,,669,1,0.2964168074035095
native_fold,unique,0,PC5,heavy_atoms,pearson,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,0.24889733353609023
native_fold,unique,0,PC5,heavy_atoms,pearson,fold_potency_charge_MW,fold;y_true;prepared_formal_charge;MW,669,8,0.028503886408303643
native_fold,unique,0,PC5,heavy_atoms,spearman,none,,669,1,0.15016825186216007
native_fold,unique,0,PC5,heavy_atoms,spearman,fold_potency_charge,fold;y_true;prepared_formal_charge,669,7,0.1015475102397839
