lane,split,n_train,method,stratum,prediction_rows,unique_compounds,chemical_groups,effective_n_identity,effective_n_cluster,sparse,weighted_mae,mae,bias,weighted_bias,weight_sum,weight_share
readouts,chemical_cluster,100,repr_mlp_unscaled,"novelty_[0,0.2)",4630,1350,1084,731.6240576781186,560.257994993858,False,0.9130167407035278,1.2223456178020506,0.6609168959795313,0.1693496820319022,27517.361988235607,0.12397616975865623
readouts,chemical_cluster,100,repr_mlp_unscaled,"novelty_[0.2,0.35)",28178,3290,1934,2586.7077133638672,904.9599815765064,False,0.7173965930407382,0.9024023985809274,0.39336385014532643,0.04859195120631596,191146.24943793748,0.8611864712605635
readouts,chemical_cluster,100,repr_mlp_unscaled,"novelty_[0.35,0.5)",566,390,215,244.58005752912305,101.37394712482404,False,0.9745661971795775,1.362833982533364,0.9952866074474455,0.40482345068100273,3000.6111259131976,0.01351889307139866
readouts,chemical_cluster,100,repr_mlp_unscaled,"novelty_[0.5,0.7)",62,44,27,23.3270710839628,13.384110598476862,False,1.0863184637299297,1.5169146537011668,1.2876990996894013,0.7102795790107471,277.44499147285546,0.0012499950895086926
readouts,chemical_cluster,100,repr_mlp_unscaled,"novelty_[0.7,1]",4,4,4,2.1188169350489843,2.1188169350489847,True,1.0017587723008845,1.5125987724463146,0.865743833780289,0.09260330911354109,15.197568530634038,6.847081987285754e-05
readouts,chemical_cluster,100,repr_ridge_stable,all,33440,3344,1975,2782.343188564992,1012.5588141842961,False,0.6130787117928217,0.7881145769390575,0.2919222921698578,-0.03864582649008534,221956.86511208978,1.0
readouts,chemical_cluster,100,repr_ridge_stable,potency_lt4,10360,1036,617,818.9342623395673,280.80404787274347,False,1.3100371583397603,1.5332126637909227,1.3994052432656312,1.2010640537310384,36299.730764192434,0.16354407756597578
readouts,chemical_cluster,100,repr_ridge_stable,potency_ge4,23080,2308,1559,2141.272332721013,927.6002729621608,False,0.47680921667029164,0.4536598031182031,-0.20519743804470938,-0.2810342218286117,185657.13434789734,0.8364559224340242
readouts,chemical_cluster,100,repr_ridge_stable,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.4358589173277858,1.436658237070477,-1.436658237070477,-1.4358589173277858,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,100,repr_ridge_stable,"novelty_[0,0.2)",4630,1350,1084,731.6240576781186,560.257994993858,False,0.7390829443900998,1.0121670194522425,0.4474732353126676,0.014166184569077124,27517.361988235607,0.12397616975865623
readouts,chemical_cluster,100,repr_ridge_stable,"novelty_[0.2,0.35)",28178,3290,1934,2586.7077133638672,904.9599815765064,False,0.5927000190267094,0.7456295723721202,0.25783904140647546,-0.050919060189214424,191146.24943793748,0.8611864712605635
readouts,chemical_cluster,100,repr_ridge_stable,"novelty_[0.35,0.5)",566,390,215,244.58005752912305,101.37394712482404,False,0.7438430417065989,1.034161402084671,0.6587289936004206,0.2161444919686841,3000.6111259131976,0.01351889307139866
readouts,chemical_cluster,100,repr_ridge_stable,"novelty_[0.5,0.7)",62,44,27,23.3270710839628,13.384110598476862,False,0.7278663270756152,1.0584356365484153,0.7248637435842158,0.37411207925610396,277.44499147285546,0.0012499950895086926
readouts,chemical_cluster,100,repr_ridge_stable,"novelty_[0.7,1]",4,4,4,2.1188169350489843,2.1188169350489847,True,0.8622276528496191,1.7274248576680198,1.7274248576680198,0.8622276528496191,15.197568530634038,6.847081987285754e-05
readouts,chemical_cluster,100,repr_ridge_unscaled,all,33440,3344,1975,2782.343188564992,1012.5588141842961,False,0.609285966413457,0.7790185366866066,0.3054700487925325,-0.02583991246987948,221956.86511208978,1.0
readouts,chemical_cluster,100,repr_ridge_unscaled,potency_lt4,10360,1036,617,818.9342623395673,280.80404787274347,False,1.2902948803571335,1.5006429046646625,1.412834290623619,1.2133466217059787,36299.730764192434,0.16354407756597578
readouts,chemical_cluster,100,repr_ridge_unscaled,potency_ge4,23080,2308,1559,2141.272332721013,927.6002729621608,False,0.47613492801679824,0.45510049282817244,-0.19159639598086686,-0.26812598305473356,185657.13434789734,0.8364559224340242
readouts,chemical_cluster,100,repr_ridge_unscaled,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.3590946593808704,1.3598699661796116,-1.3598699661796116,-1.3590946593808704,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,100,repr_ridge_unscaled,"novelty_[0,0.2)",4630,1350,1084,731.6240576781186,560.257994993858,False,0.7122496251533696,0.9796512641736471,0.49646720399778366,0.055192714527403375,27517.361988235607,0.12397616975865623
readouts,chemical_cluster,100,repr_ridge_unscaled,"novelty_[0.2,0.35)",28178,3290,1934,2586.7077133638672,904.9599815765064,False,0.592406231828946,0.7411817798415298,0.26518321790834437,-0.04243434617847595,191146.24943793748,0.8611864712605635
readouts,chemical_cluster,100,repr_ridge_unscaled,"novelty_[0.35,0.5)",566,390,215,244.58005752912305,101.37394712482404,False,0.7284284356507894,0.9927577472066438,0.6915202572742698,0.24587044332845262,3000.6111259131976,0.01351889307139866
readouts,chemical_cluster,100,repr_ridge_unscaled,"novelty_[0.5,0.7)",62,44,27,23.3270710839628,13.384110598476862,False,0.7388765534807052,1.0099435325970456,0.7658896760071566,0.397505049006504,277.44499147285546,0.0012499950895086926
readouts,chemical_cluster,100,repr_ridge_unscaled,"novelty_[0.7,1]",4,4,4,2.1188169350489843,2.1188169350489847,True,0.593178789280326,1.264234340384732,1.264234340384732,0.593178789280326,15.197568530634038,6.847081987285754e-05
readouts,chemical_cluster,250,repr_mlp_stable,all,33440,3344,1975,2782.343188564992,1012.5588141842961,False,0.6505030696394223,0.772642665933829,0.14915967864711988,-0.0853137412847202,221956.86511208978,1.0
readouts,chemical_cluster,250,repr_mlp_stable,potency_lt4,10360,1036,617,818.9342623395673,280.80404787274347,False,1.1045017796306573,1.2699406049970077,0.8984573821716628,0.7735521619089935,36299.730764192434,0.16354407756597578
readouts,chemical_cluster,250,repr_mlp_stable,potency_ge4,23080,2308,1559,2141.272332721013,927.6002729621608,False,0.5617371248355395,0.549418807671501,-0.1871801917391135,-0.2532394240654092,185657.13434789734,0.8364559224340242
readouts,chemical_cluster,250,repr_mlp_stable,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.3877948144951604,1.3885511571590352,-1.3866600924924688,-1.3858921906964046,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,250,repr_mlp_stable,"novelty_[0,0.2)",1764,545,481,260.2471674254856,186.967521891202,False,0.9300921647293358,1.1686677884458945,0.053372155980580906,-0.24094722622825324,9407.062970330664,0.042382392477835866
readouts,chemical_cluster,250,repr_mlp_stable,"novelty_[0.2,0.35)",30149,3314,1953,2665.4838885846516,1010.5229191678285,False,0.6346134368648424,0.7436753581090488,0.14688724740741138,-0.08323199090670372,204598.0979731648,0.9217921593452013
readouts,chemical_cluster,250,repr_mlp_stable,"novelty_[0.35,0.5)",1364,693,354,425.26842725768796,133.2519290271986,False,0.7178800244976719,0.8756116225765399,0.3097806278625157,0.0496417927552325,7254.299911537291,0.032683377051094226
readouts,chemical_cluster,250,repr_mlp_stable,"novelty_[0.5,0.7)",154,94,50,59.09790554359667,29.09665179183752,False,0.8379511716979335,0.962157590227016,0.26884714296595613,0.015510811107946837,651.2036826728706,0.0029339199864082065
readouts,chemical_cluster,250,repr_mlp_stable,"novelty_[0.7,1]",9,5,4,2.125529076979879,2.058160610256712,True,0.8677490224854835,1.3406529210673435,0.1449235891854323,-0.22672785134288756,46.20057438413823,0.00020815113946039295
readouts,chemical_cluster,250,repr_mlp_stable_centered,all,33440,3344,1975,2782.343188564992,1012.5588141842961,False,0.578367873850224,0.7521232848634549,0.3335360748491768,0.04130152281437242,221956.86511208978,1.0
readouts,chemical_cluster,250,repr_mlp_stable_centered,potency_lt4,10360,1036,617,818.9342623395673,280.80404787274347,False,1.2408783630909133,1.4392915035238396,1.2899735160351833,1.1128437648377956,36299.730764192434,0.16354407756597578
readouts,chemical_cluster,250,repr_mlp_stable_centered,potency_ge4,23080,2308,1559,2141.272332721013,927.6002729621608,False,0.44883365221979743,0.44367169277846424,-0.09578333115979311,-0.16820669255548257,185657.13434789734,0.8364559224340242
readouts,chemical_cluster,250,repr_mlp_stable_centered,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.2201231349582,1.221649268745175,-1.221649268745175,-1.2201231349582,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,250,repr_mlp_stable_centered,"novelty_[0,0.2)",1764,545,481,260.2471674254856,186.967521891202,False,0.8350603177375361,1.2120089245453038,0.6258509978406981,0.15440776065177922,9407.062970330664,0.042382392477835866
readouts,chemical_cluster,250,repr_mlp_stable_centered,"novelty_[0.2,0.35)",30149,3314,1953,2665.4838885846516,1010.5229191678285,False,0.5634352108711279,0.7190332640256357,0.3046891926820959,0.028586654400021814,204598.0979731648,0.9217921593452013
readouts,chemical_cluster,250,repr_mlp_stable_centered,"novelty_[0.35,0.5)",1364,693,354,425.26842725768796,133.2519290271986,False,0.6495796876117499,0.8559880939015231,0.5519041042994606,0.2255661667742313,7254.299911537291,0.032683377051094226
readouts,chemical_cluster,250,repr_mlp_stable_centered,"novelty_[0.5,0.7)",154,94,50,59.09790554359667,29.09665179183752,False,0.770148236603914,1.031901072868185,0.6680586677798234,0.32205429796704604,651.2036826728706,0.0029339199864082065
readouts,chemical_cluster,250,repr_mlp_stable_centered,"novelty_[0.7,1]",9,5,4,2.125529076979879,2.058160610256712,True,0.556561365332412,0.9338333915276286,0.8547199433797085,0.42878935478734304,46.20057438413823,0.00020815113946039295
readouts,chemical_cluster,250,repr_mlp_stable_centered_regularized,all,33440,3344,1975,2782.343188564992,1012.5588141842961,False,0.5789113748026179,0.7534021801302229,0.33829980973644885,0.04358158206285467,221956.86511208978,1.0
readouts,chemical_cluster,250,repr_mlp_stable_centered_regularized,potency_lt4,10360,1036,617,818.9342623395673,280.80404787274347,False,1.2467062153451605,1.444672013400222,1.304345173969513,1.12574330553396,36299.730764192434,0.16354407756597578
readouts,chemical_cluster,250,repr_mlp_stable_centered_regularized,potency_ge4,23080,2308,1559,2141.272332721013,927.6002729621608,False,0.4483439554435157,0.4431094820072942,-0.09533233816019528,-0.1680029570570151,185657.13434789734,0.8364559224340242
readouts,chemical_cluster,250,repr_mlp_stable_centered_regularized,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.224641284483989,1.2262274328741165,-1.2262274328741165,-1.224641284483989,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,250,repr_mlp_stable_centered_regularized,"novelty_[0,0.2)",1764,545,481,260.2471674254856,186.967521891202,False,0.8343829775355827,1.210557937440389,0.6333840714122362,0.15772486921877193,9407.062970330664,0.042382392477835866
readouts,chemical_cluster,250,repr_mlp_stable_centered_regularized,"novelty_[0.2,0.35)",30149,3314,1953,2665.4838885846516,1010.5229191678285,False,0.5637447589047122,0.720018797603034,0.3089347601942791,0.030674596438359802,204598.0979731648,0.9217921593452013
readouts,chemical_cluster,250,repr_mlp_stable_centered_regularized,"novelty_[0.35,0.5)",1364,693,354,425.26842725768796,133.2519290271986,False,0.6579409594379266,0.8666834464540107,0.5648131110292408,0.23207105400887698,7254.299911537291,0.032683377051094226
readouts,chemical_cluster,250,repr_mlp_stable_centered_regularized,"novelty_[0.5,0.7)",154,94,50,59.09790554359667,29.09665179183752,False,0.7745759491931697,1.0380602847594385,0.6701604665393789,0.3225900929267028,651.2036826728706,0.0029339199864082065
readouts,chemical_cluster,250,repr_mlp_stable_centered_regularized,"novelty_[0.7,1]",9,5,4,2.125529076979879,2.058160610256712,True,0.5594638053368083,0.9422742399675604,0.8635839141550038,0.4319120352268879,46.20057438413823,0.00020815113946039295
readouts,chemical_cluster,250,repr_mlp_unscaled,all,33440,3344,1975,2782.343188564992,1012.5588141842961,False,0.6663673007512118,0.8446258802485871,0.37129234498526514,0.03410192380303764,221956.86511208978,1.0
readouts,chemical_cluster,250,repr_mlp_unscaled,potency_lt4,10360,1036,617,818.9342623395673,280.80404787274347,False,1.3731449737766939,1.5750186054696935,1.5024608829350208,1.302718710142668,36299.730764192434,0.16354407756597578
readouts,chemical_cluster,250,repr_mlp_unscaled,potency_ge4,23080,2308,1559,2141.272332721013,927.6002729621608,False,0.5281779479365134,0.5167719533295809,-0.1364592171100325,-0.21393835727105812,185657.13434789734,0.8364559224340242
readouts,chemical_cluster,250,repr_mlp_unscaled,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.3149770971891366,1.3173224262896448,-1.2983736168459374,-1.295912463153566,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,250,repr_mlp_unscaled,"novelty_[0,0.2)",1764,545,481,260.2471674254856,186.967521891202,False,0.9318849516176504,1.2365479820698586,0.7093291353861833,0.19003683246073136,9407.062970330664,0.042382392477835866
readouts,chemical_cluster,250,repr_mlp_unscaled,"novelty_[0.2,0.35)",30149,3314,1953,2665.4838885846516,1010.5229191678285,False,0.6482690150192567,0.8089438107347283,0.33108634704451984,0.016348905263009913,204598.0979731648,0.9217921593452013
readouts,chemical_cluster,250,repr_mlp_unscaled,"novelty_[0.35,0.5)",1364,693,354,425.26842725768796,133.2519290271986,False,0.8097047870712758,1.0809475427755277,0.7566206004286326,0.2934934326087426,7254.299911537291,0.032683377051094226
readouts,chemical_cluster,250,repr_mlp_unscaled,"novelty_[0.5,0.7)",154,94,50,59.09790554359667,29.09665179183752,False,0.9111518870145225,1.2401722194157636,0.9492855435790436,0.4754992731766958,651.2036826728706,0.0029339199864082065
readouts,chemical_cluster,250,repr_mlp_unscaled,"novelty_[0.7,1]",9,5,4,2.125529076979879,2.058160610256712,True,0.7944141401910697,0.974763907149986,0.512963527220267,-0.04812773050851647,46.20057438413823,0.00020815113946039295
readouts,chemical_cluster,250,repr_ridge_stable,all,33440,3344,1975,2782.343188564992,1012.5588141842961,False,0.5656749184499071,0.7165335723604362,0.25823584940789523,-0.027486520241853718,221956.86511208978,1.0
readouts,chemical_cluster,250,repr_ridge_stable,potency_lt4,10360,1036,617,818.9342623395673,280.80404787274347,False,1.1368670574964206,1.335042657940569,1.1960148486119568,1.0148217755276454,36299.730764192434,0.16354407756597578
readouts,chemical_cluster,250,repr_ridge_stable,potency_ge4,23080,2308,1559,2141.272332721013,927.6002729621608,False,0.4539952841884059,0.4389012445177075,-0.16270827675129357,-0.23127890690456196,185657.13434789734,0.8364559224340242
readouts,chemical_cluster,250,repr_ridge_stable,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.2835993805571957,1.285177247948582,-1.273538048853781,-1.2718890368615283,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,250,repr_ridge_stable,"novelty_[0,0.2)",1764,545,481,260.2471674254856,186.967521891202,False,0.7842688266897747,1.0914964071295776,0.4746977216558139,0.05130729303884542,9407.062970330664,0.042382392477835866
readouts,chemical_cluster,250,repr_ridge_stable,"novelty_[0.2,0.35)",30149,3314,1953,2665.4838885846516,1010.5229191678285,False,0.5528657824526326,0.6883929223683433,0.23183902568632928,-0.039175503766469826,204598.0979731648,0.9217921593452013
readouts,chemical_cluster,250,repr_ridge_stable,"novelty_[0.35,0.5)",1364,693,354,425.26842725768796,133.2519290271986,False,0.6242101651170482,0.8194389689625626,0.5184152459781515,0.17326835984068215,7254.299911537291,0.032683377051094226
readouts,chemical_cluster,250,repr_ridge_stable,"novelty_[0.5,0.7)",154,94,50,59.09790554359667,29.09665179183752,False,0.781473725273795,0.9971357369349398,0.6106327164931601,0.23919090516830496,651.2036826728706,0.0029339199864082065
readouts,chemical_cluster,250,repr_ridge_stable,"novelty_[0.7,1]",9,5,4,2.125529076979879,2.058160610256712,True,0.5491597458426802,1.0945693244790233,0.7966004364304872,0.4125080708827027,46.20057438413823,0.00020815113946039295
readouts,chemical_cluster,250,repr_ridge_unscaled,all,33440,3344,1975,2782.343188564992,1012.5588141842961,False,0.5708619174979125,0.7153165102239571,0.25943535041841853,-0.022461547783069413,221956.86511208978,1.0
readouts,chemical_cluster,250,repr_ridge_unscaled,potency_lt4,10360,1036,617,818.9342623395673,280.80404787274347,False,1.130540666557216,1.311380362048407,1.1876481420969045,1.0173386985388138,36299.730764192434,0.16354407756597578
readouts,chemical_cluster,250,repr_ridge_unscaled,potency_ge4,23080,2308,1559,2141.272332721013,927.6002729621608,False,0.4614333842144954,0.4477592526459111,-0.15721475884454136,-0.22576355997128472,185657.13434789734,0.8364559224340242
readouts,chemical_cluster,250,repr_ridge_unscaled,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.2684272078366603,1.2699427639673395,-1.2682322027021287,-1.2667061907662447,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,250,repr_ridge_unscaled,"novelty_[0,0.2)",1764,545,481,260.2471674254856,186.967521891202,False,0.7692874490319372,1.0529732099771065,0.5338771063098885,0.1000255266310735,9407.062970330664,0.042382392477835866
readouts,chemical_cluster,250,repr_ridge_unscaled,"novelty_[0.2,0.35)",30149,3314,1953,2665.4838885846516,1010.5229191678285,False,0.5591214649358874,0.6897106243082416,0.23107427008260098,-0.03573574951329592,204598.0979731648,0.9217921593452013
readouts,chemical_cluster,250,repr_ridge_unscaled,"novelty_[0.35,0.5)",1364,693,354,425.26842725768796,133.2519290271986,False,0.6277298556945506,0.8150660738982412,0.4901930441605862,0.16604559097033803,7254.299911537291,0.032683377051094226
readouts,chemical_cluster,250,repr_ridge_unscaled,"novelty_[0.5,0.7)",154,94,50,59.09790554359667,29.09665179183752,False,0.7655736474816673,0.9721193500897333,0.5995315248588765,0.24531433650072107,651.2036826728706,0.0029339199864082065
readouts,chemical_cluster,250,repr_ridge_unscaled,"novelty_[0.7,1]",9,5,4,2.125529076979879,2.058160610256712,True,0.48728544181344663,0.7996936121461558,0.6832851864034798,0.44871965248589946,46.20057438413823,0.00020815113946039295
readouts,chemical_cluster,500,repr_mlp_stable,all,33440,3344,1975,2782.343188564992,1012.5588141842961,False,0.5929588459070426,0.7122548546380852,0.18027210358313084,-0.04961591490422267,221956.86511208978,1.0
readouts,chemical_cluster,500,repr_mlp_stable,potency_lt4,10360,1036,617,818.9342623395673,280.80404787274347,False,1.0364458657093698,1.1904287441569976,0.9039234576182364,0.7667602491706772,36299.730764192434,0.16354407756597578
readouts,chemical_cluster,500,repr_mlp_stable,potency_ge4,23080,2308,1559,2141.272332721013,927.6002729621608,False,0.506248149478474,0.4976152751139981,-0.14455580056780917,-0.20923399293990086,185657.13434789734,0.8364559224340242
readouts,chemical_cluster,500,repr_mlp_stable,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.3349669191049063,1.335482594056601,-1.3349407817502423,-1.3344217949709927,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,500,repr_mlp_stable,"novelty_[0,0.2)",874,248,222,107.22031867572848,66.35097831843801,False,0.9650730116913042,1.1680872347674118,0.1597518305915287,-0.23983855901611717,4272.717258989014,0.019250214481229322
readouts,chemical_cluster,500,repr_mlp_stable,"novelty_[0.2,0.35)",29771,3316,1959,2646.32996030378,1074.394334411485,False,0.580922309066472,0.6912223939617436,0.1691920367564303,-0.054402497077005445,202800.10741270616,0.9136915288035388
readouts,chemical_cluster,500,repr_mlp_stable,"novelty_[0.35,0.5)",2497,909,458,560.3540201731031,165.36017398187488,False,0.6468507866502633,0.7899260971935167,0.31271941535762826,0.06899011587896445,13625.79548047083,0.061389385156389316
readouts,chemical_cluster,500,repr_mlp_stable,"novelty_[0.5,0.7)",285,133,69,80.9249314291307,33.98167709678785,False,0.6952989375059688,0.835110452451204,0.22806326286695158,0.0787423308993707,1201.9449435659085,0.005415218596455297
readouts,chemical_cluster,500,repr_mlp_stable,"novelty_[0.7,1]",13,6,5,2.7797428935672577,2.664529116046611,True,0.4818510176177184,0.6200201257681235,0.4462698109333333,0.18317070692278192,56.30001635786919,0.0002536529623872516
readouts,chemical_cluster,500,repr_mlp_stable_centered,all,33440,3344,1975,2782.343188564992,1012.5588141842961,False,0.5526265817696269,0.7095554762865373,0.3104484624844846,0.038558408377149925,221956.86511208978,1.0
readouts,chemical_cluster,500,repr_mlp_stable_centered,potency_lt4,10360,1036,617,818.9342623395673,280.80404787274347,False,1.1566230099618708,1.3308929001882177,1.1871985013799506,1.0181362359375064,36299.730764192434,0.16354407756597578
readouts,chemical_cluster,500,repr_mlp_stable_centered,potency_ge4,23080,2308,1559,2141.272332721013,927.6002729621608,False,0.43453304443845203,0.4306535823687985,-0.08310138166443341,-0.15296890097139154,185657.13434789734,0.8364559224340242
readouts,chemical_cluster,500,repr_mlp_stable_centered,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.24020464396626,1.2411146053294726,-1.2310916734793176,-1.2301204469482712,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,500,repr_mlp_stable_centered,"novelty_[0,0.2)",874,248,222,107.22031867572848,66.35097831843801,False,0.8863532683696085,1.1806661592191454,0.5506948900448373,0.08042318153006738,4272.717258989014,0.019250214481229322
readouts,chemical_cluster,500,repr_mlp_stable_centered,"novelty_[0.2,0.35)",29771,3316,1959,2646.32996030378,1074.394334411485,False,0.5394313108917232,0.684649248023217,0.2856216162976653,0.026236575722311185,202800.10741270616,0.9136915288035388
readouts,chemical_cluster,500,repr_mlp_stable_centered,"novelty_[0.35,0.5)",2497,909,458,560.3540201731031,165.36017398187488,False,0.6263916992228465,0.8107555714963895,0.4961130681736228,0.18854369776037705,13625.79548047083,0.061389385156389316
readouts,chemical_cluster,500,repr_mlp_stable_centered,"novelty_[0.5,0.7)",285,133,69,80.9249314291307,33.98167709678785,False,0.7550496396961563,0.9679916392407736,0.5271880848434924,0.2512450661543104,1201.9449435659085,0.005415218596455297
readouts,chemical_cluster,500,repr_mlp_stable_centered,"novelty_[0.7,1]",13,6,5,2.7797428935672577,2.664529116046611,True,0.5823388788420255,0.969681673459236,0.6003982595579113,0.40598487416692236,56.30001635786919,0.0002536529623872516
readouts,chemical_cluster,500,repr_mlp_stable_centered_regularized,all,33440,3344,1975,2782.343188564992,1012.5588141842961,False,0.5521037454173015,0.7087271188657105,0.3088233888620935,0.039963272619210406,221956.86511208978,1.0
readouts,chemical_cluster,500,repr_mlp_stable_centered_regularized,potency_lt4,10360,1036,617,818.9342623395673,280.80404787274347,False,1.1580070177444441,1.3294250996592207,1.1751497960935526,1.0082646049261494,36299.730764192434,0.16354407756597578
readouts,chemical_cluster,500,repr_mlp_stable_centered_regularized,potency_ge4,23080,2308,1559,2141.272332721013,927.6002729621608,False,0.43363738142934755,0.4301122540034591,-0.08004756343071065,-0.14935925347066184,185657.13434789734,0.8364559224340242
readouts,chemical_cluster,500,repr_mlp_stable_centered_regularized,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.2307187526527583,1.2316289818367685,-1.2258249219490698,-1.2248792154507913,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,500,repr_mlp_stable_centered_regularized,"novelty_[0,0.2)",874,248,222,107.22031867572848,66.35097831843801,False,0.8874384818241245,1.1766651802698678,0.5262043581425431,0.06776039194048442,4272.717258989014,0.019250214481229322
readouts,chemical_cluster,500,repr_mlp_stable_centered_regularized,"novelty_[0.2,0.35)",29771,3316,1959,2646.32996030378,1074.394334411485,False,0.5389711464504781,0.6842443043263401,0.2836978550897284,0.027545086491114232,202800.10741270616,0.9136915288035388
readouts,chemical_cluster,500,repr_mlp_stable_centered_regularized,"novelty_[0.35,0.5)",2497,909,458,560.3540201731031,165.36017398187488,False,0.6265237179971507,0.8111149739508606,0.5023096551971192,0.19434486305924542,13625.79548047083,0.061389385156389316
readouts,chemical_cluster,500,repr_mlp_stable_centered_regularized,"novelty_[0.5,0.7)",285,133,69,80.9249314291307,33.98167709678785,False,0.7335218224521062,0.9287497142537144,0.5490050309455698,0.2653909058038042,1201.9449435659085,0.005415218596455297
readouts,chemical_cluster,500,repr_mlp_stable_centered_regularized,"novelty_[0.7,1]",13,6,5,2.7797428935672577,2.664529116046611,True,0.5239705190815778,0.8265034381857134,0.8037713699095655,0.48608513310082563,56.30001635786919,0.0002536529623872516
readouts,chemical_cluster,500,repr_mlp_unscaled,all,33440,3344,1975,2782.343188564992,1012.5588141842961,False,0.6141416339708569,0.79159602897528,0.39219707100295803,0.07603947632753687,221956.86511208978,1.0
readouts,chemical_cluster,500,repr_mlp_unscaled,potency_lt4,10360,1036,617,818.9342623395673,280.80404787274347,False,1.310103156199183,1.5026378440252255,1.4431447248152207,1.2497745264615796,36299.730764192434,0.16354407756597578
readouts,chemical_cluster,500,repr_mlp_unscaled,potency_ge4,23080,2308,1559,2141.272332721013,927.6002729621608,False,0.47806705774807756,0.4724282125143857,-0.07954546337724326,-0.15344950322615517,185657.13434789734,0.8364559224340242
readouts,chemical_cluster,500,repr_mlp_unscaled,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.2319216990364492,1.2336902914990384,-1.2228387585396885,-1.2210038360852424,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,500,repr_mlp_unscaled,"novelty_[0,0.2)",874,248,222,107.22031867572848,66.35097831843801,False,0.9862385288599461,1.2722866990855932,0.7221157687933755,0.162723307219055,4272.717258989014,0.019250214481229322
readouts,chemical_cluster,500,repr_mlp_unscaled,"novelty_[0.2,0.35)",29771,3316,1959,2646.32996030378,1074.394334411485,False,0.5967579974068236,0.7585437807174653,0.3534782349468126,0.058837185924487966,202800.10741270616,0.9136915288035388
readouts,chemical_cluster,500,repr_mlp_unscaled,"novelty_[0.35,0.5)",2497,909,458,560.3540201731031,165.36017398187488,False,0.7331631042780375,0.9766906508572604,0.6855991944569643,0.27231588042300553,13625.79548047083,0.061389385156389316
readouts,chemical_cluster,500,repr_mlp_unscaled,"novelty_[0.5,0.7)",285,133,69,80.9249314291307,33.98167709678785,False,0.8701720586024765,1.1387041393218682,0.8352674263597233,0.43595394476926236,1201.9449435659085,0.005415218596455297
readouts,chemical_cluster,500,repr_mlp_unscaled,"novelty_[0.7,1]",13,6,5,2.7797428935672577,2.664529116046611,True,0.7214568980836592,1.0045002535061955,0.8113795954141861,0.27553010842914527,56.30001635786919,0.0002536529623872516
readouts,chemical_cluster,500,repr_ridge_stable,all,33440,3344,1975,2782.343188564992,1012.5588141842961,False,0.5370301020253591,0.6656200713784871,0.22890571664580261,-0.02796983649671807,221956.86511208978,1.0
readouts,chemical_cluster,500,repr_ridge_stable,potency_lt4,10360,1036,617,818.9342623395673,280.80404787274347,False,1.0228835135905254,1.1887510474102678,1.056445820977403,0.8860284178396203,36299.730764192434,0.16354407756597578
readouts,chemical_cluster,500,repr_ridge_stable,potency_ge4,23080,2308,1559,2141.272332721013,927.6002729621608,False,0.4420359177586146,0.43080044782176063,-0.1425550927508777,-0.20667501078417583,185657.13434789734,0.8364559224340242
readouts,chemical_cluster,500,repr_ridge_stable,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.240052591371092,1.2419186541258365,-1.2419186541258365,-1.240052591371092,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,500,repr_ridge_stable,"novelty_[0,0.2)",874,248,222,107.22031867572848,66.35097831843801,False,0.8297473765090534,1.0529421616241523,0.41358054240220166,-0.05118231012369843,4272.717258989014,0.019250214481229322
readouts,chemical_cluster,500,repr_ridge_stable,"novelty_[0.2,0.35)",29771,3316,1959,2646.32996030378,1074.394334411485,False,0.5260175491573073,0.6454163423064325,0.20621754500863285,-0.038248793649211715,202800.10741270616,0.9136915288035388
