lane,split,n_train,method,stratum,prediction_rows,unique_compounds,chemical_groups,effective_n_identity,effective_n_cluster,sparse,weighted_mae,mae,bias,weighted_bias,weight_sum,weight_share
readouts,chemical_cluster,-1,repr_mlp_stable_centered,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.1612360682096448,1.1615758763028052,-1.1615758763028052,-1.1612360682096448,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,-1,repr_mlp_stable_centered,"novelty_[0,0.2)",208,39,32,15.180064056421697,7.742842710244153,True,1.0161163163930367,1.0781730332316235,0.40922606093520947,-0.16650685211533148,1019.7514963652806,0.004594367900494084
readouts,chemical_cluster,-1,repr_mlp_stable_centered,"novelty_[0.2,0.35)",23745,2858,1895,2103.400728468768,1189.5775339646748,False,0.48358868280056216,0.6089891731796456,0.23787300181523824,0.010986599185864353,165118.50162164523,0.743921579259372
readouts,chemical_cluster,-1,repr_mlp_stable_centered,"novelty_[0.35,0.5)",8008,1003,511,742.945581766181,271.45546045887085,False,0.5287810780265677,0.6792513873716625,0.3612619044532343,0.10822663108448474,49036.35525147844,0.2209274095969716
readouts,chemical_cluster,-1,repr_mlp_stable_centered,"novelty_[0.5,0.7)",1431,172,91,121.27225640382227,50.42224772076024,False,0.567431958514126,0.6835350334586768,0.4035885958285249,0.19212890296157334,6602.051850361735,0.02974475174276611
readouts,chemical_cluster,-1,repr_mlp_stable_centered,"novelty_[0.7,1]",48,6,5,3.234473979325862,2.9019427125586414,True,0.6425448885050414,1.0014882868634531,0.9995066846225246,0.6416472244836647,180.20489223906384,0.0008118915003960752
readouts,chemical_cluster,-1,repr_mlp_stable_centered_regularized,all,33440,3344,1975,2782.343188564992,1012.5588141842961,False,0.49864407117362175,0.6316906074514004,0.27321912895753436,0.034750394636693445,221956.86511208978,1.0
readouts,chemical_cluster,-1,repr_mlp_stable_centered_regularized,potency_lt4,10360,1036,617,818.9342623395673,280.80404787274347,False,1.007023761955525,1.1514522840612471,1.0214643065856168,0.863483433345325,36299.730764192434,0.16354407756597578
readouts,chemical_cluster,-1,repr_mlp_stable_centered_regularized,potency_ge4,23080,2308,1559,2141.272332721013,927.6002729621608,False,0.39924554298786397,0.39838337306327154,-0.06264829046304334,-0.12728370271258027,185657.13434789734,0.8364559224340242
readouts,chemical_cluster,-1,repr_mlp_stable_centered_regularized,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.1637331948780207,1.1639945292442004,-1.1637083206137828,-1.1634452367974384,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,-1,repr_mlp_stable_centered_regularized,"novelty_[0,0.2)",208,39,32,15.180064056421697,7.742842710244153,True,1.0218947627096173,1.0812369593495783,0.39002218329752125,-0.17308731092808233,1019.7514963652806,0.004594367900494084
readouts,chemical_cluster,-1,repr_mlp_stable_centered_regularized,"novelty_[0.2,0.35)",23745,2858,1895,2103.400728468768,1189.5775339646748,False,0.4836651543679698,0.608398613939702,0.23451482164103832,0.00827990897761157,165118.50162164523,0.743921579259372
readouts,chemical_cluster,-1,repr_mlp_stable_centered_regularized,"novelty_[0.35,0.5)",8008,1003,511,742.945581766181,271.45546045887085,False,0.5283751491752701,0.677699758217601,0.3577605708260646,0.10504533781752434,49036.35525147844,0.2209274095969716
readouts,chemical_cluster,-1,repr_mlp_stable_centered_regularized,"novelty_[0.5,0.7)",1431,172,91,121.27225640382227,50.42224772076024,False,0.5678327665685545,0.682903104826596,0.4008836033221504,0.19032119015973756,6602.051850361735,0.02974475174276611
readouts,chemical_cluster,-1,repr_mlp_stable_centered_regularized,"novelty_[0.7,1]",48,6,5,3.234473979325862,2.9019427125586414,True,0.6374836194854846,1.003281892051821,1.003281892051821,0.6374836194854846,180.20489223906384,0.0008118915003960752
readouts,chemical_cluster,-1,repr_mlp_unscaled,all,33440,3344,1975,2782.343188564992,1012.5588141842961,False,0.5274765410821837,0.6584920669988066,0.2769814403633046,0.025025112165662916,221956.86511208978,1.0
readouts,chemical_cluster,-1,repr_mlp_unscaled,potency_lt4,10360,1036,617,818.9342623395673,280.80404787274347,False,1.0341730085337544,1.1796829359225325,1.0841269912420168,0.9225749312604714,36299.730764192434,0.16354407756597578
readouts,chemical_cluster,-1,repr_mlp_unscaled,potency_ge4,23080,2308,1559,2141.272332721013,927.6002729621608,False,0.428407117155854,0.4245433060781047,-0.08532479477982631,-0.15046405982348865,185657.13434789734,0.8364559224340242
readouts,chemical_cluster,-1,repr_mlp_unscaled,potency_ge6_descriptive_tail,560,56,52,55.943540642841484,47.38653300749192,False,1.1807362287012806,1.182214109266413,-1.1775343755569803,-1.1760278901209966,5565.977961432507,0.025076845262802072
readouts,chemical_cluster,-1,repr_mlp_unscaled,"novelty_[0,0.2)",208,39,32,15.180064056421697,7.742842710244153,True,1.0317209623169161,1.1416861187609342,0.4724981590455923,-0.2249960228548292,1019.7514963652806,0.004594367900494084
readouts,chemical_cluster,-1,repr_mlp_unscaled,"novelty_[0.2,0.35)",23745,2858,1895,2103.400728468768,1189.5775339646748,False,0.5127927562399927,0.6329320290434244,0.2263712875496751,-0.008903425889107627,165118.50162164523,0.743921579259372
