dataset,n,minimum,q05,q25,median,q75,q95,maximum,fraction_ge_0_5,fraction_ge_0_6,fraction_ge_0_7,fraction_ge_0_8
lockbox_all_790,790,0.1724137931034483,0.2692307692307692,0.32432432432432434,0.3698630136986301,0.43661971830985913,0.547839318320146,1.0,0.1189873417721519,0.026582278481012658,0.006329113924050633,0.005063291139240506
