fold,seed,epoch,train_loss,validation_loss,validation_mae,validation_spearman,learning_rate,gradient_norm_last_batch,screen_learning_rate
3,42,13,0.28891132101834377,0.27213940024375916,0.7504235772416552,0.46130589452713605,1e-05,0.20316176116466522,1e-05
3,42,14,0.2881581765134758,0.2714419662952423,0.7492186318527244,0.4626776768418227,1e-05,0.09758370369672775,1e-05
3,42,15,0.2874324533204052,0.2707991302013397,0.7480160866724536,0.4641018415824912,1e-05,0.3618667423725128,1e-05
3,42,16,0.286773851497151,0.27019959688186646,0.7469221121099497,0.4653961724524876,1e-05,0.08480171859264374,1e-05
3,42,17,0.2860942980285003,0.26958194375038147,0.7456544222354176,0.46651138775388684,1e-05,0.26098716259002686,1e-05
3,42,18,0.2854399145986432,0.26901739835739136,0.7445171914007988,0.467959945526425,1e-05,0.3501141667366028,1e-05
3,42,19,0.28478751370839983,0.26844626665115356,0.7433924123880931,0.46952658886262955,1e-05,0.6330936551094055,1e-05
3,42,20,0.2841620757925176,0.26785150170326233,0.7421607168337333,0.4710833729204932,1e-05,0.5272923111915588,1e-05
3,42,21,0.28351277944083525,0.26731979846954346,0.7410924405153557,0.47219576804240637,1e-05,0.30519741773605347,1e-05
3,42,22,0.2829247900704357,0.26677191257476807,0.7399298019722794,0.4735525810869292,1e-05,0.4210813045501709,1e-05
3,42,23,0.2823302878731879,0.2662865221500397,0.7389473379816531,0.4742964556220761,1e-05,0.21084952354431152,1e-05
3,42,24,0.28175348460117233,0.2657529413700104,0.7377783567203356,0.4755156796318659,1e-05,0.11693618446588516,1e-05
3,42,25,0.28117121948817064,0.2652853727340698,0.7368208679632577,0.477193580515527,1e-05,0.6430470943450928,1e-05
3,42,26,0.2805825125279828,0.26479873061180115,0.735754284666258,0.4782246165519443,1e-05,0.219167560338974,1e-05
3,42,27,0.28004532194583215,0.26431676745414734,0.7347251186171276,0.47914247127927745,1e-05,0.061535559594631195,1e-05
3,42,28,0.27948706995661016,0.26383116841316223,0.7336095131815638,0.4801647501924529,1e-05,0.07425446063280106,1e-05
3,42,29,0.2789768147357156,0.26337647438049316,0.7326124185296986,0.4809945126685939,1e-05,0.10087862610816956,1e-05
3,42,30,0.2784257701067167,0.26291564106941223,0.7315361464575979,0.4821695502785023,1e-05,0.16913285851478577,1e-05
4,42,1,0.3296993275483449,0.39840415120124817,1.010363236644311,0.4386280529662755,1e-05,0.7324162721633911,1e-05
4,42,2,0.31516689026480477,0.3791172504425049,0.973004173675697,0.446260123916903,1e-05,0.3847114145755768,1e-05
4,42,3,0.30419405751342377,0.3636327385902405,0.9420275110398938,0.452690239407206,1e-05,0.5234915018081665,1e-05
4,42,4,0.29646798848036693,0.35068479180336,0.9159891230902986,0.4578243356331569,1e-05,0.16501447558403015,1e-05
4,42,5,0.2911202270977522,0.3412744998931885,0.8964743370781403,0.4619353043112552,1e-05,0.1519978940486908,1e-05
4,42,6,0.28761236398565754,0.33441099524497986,0.882038881293314,0.4653666303017465,1e-05,0.07181911915540695,1e-05
4,42,7,0.2852203845086832,0.32903245091438293,0.8708693194389343,0.4684264716991862,1e-05,0.3851741552352905,1e-05
4,42,8,0.2835440561286715,0.325146347284317,0.8629650264443036,0.4713389672705011,1e-05,0.12778493762016296,1e-05
4,42,9,0.2823076893663193,0.3216519057750702,0.855735807718631,0.4741084850545254,1e-05,0.22932742536067963,1e-05
4,42,10,0.2813110887915208,0.31965604424476624,0.8516668374095848,0.4766494960327889,1e-05,0.13419830799102783,1e-05
4,42,11,0.28051601254530195,0.31740912795066833,0.8468889252297178,0.479019650266223,1e-05,0.09931568801403046,1e-05
4,42,12,0.2797110496347795,0.31596481800079346,0.8437598509131791,0.48113878801357596,1e-05,0.2150452584028244,1e-05
4,42,13,0.2790243276833419,0.31462562084198,0.8410161716209914,0.4835464280604777,1e-05,0.1312030553817749,1e-05
4,42,14,0.2783837913130431,0.313549280166626,0.8388408378926581,0.4860993957902053,1e-05,0.27935656905174255,1e-05
4,42,15,0.27779486517022367,0.3120041489601135,0.8356846008186568,0.4881362908026935,1e-05,0.08510231226682663,1e-05
4,42,16,0.27721519944200956,0.3112336993217468,0.8341775073976573,0.49009001191442364,1e-05,0.28772151470184326,1e-05
4,42,17,0.27671585798887216,0.31018301844596863,0.8320402672190864,0.4923318222971239,1e-05,0.32437244057655334,1e-05
4,42,18,0.2761420481274481,0.3097449839115143,0.8311264048793358,0.49452649006714866,1e-05,0.4140143394470215,1e-05
4,42,19,0.27567182343191454,0.3087415099143982,0.8289878212192101,0.49729300859870146,1e-05,0.11333822458982468,1e-05
4,42,20,0.2751328125484678,0.3081527650356293,0.8277088750336699,0.49900962773147994,1e-05,0.14820760488510132,1e-05
4,42,21,0.2746423150570047,0.3068055510520935,0.8247475180083406,0.5010822722230935,1e-05,0.6110526323318481,1e-05
4,42,22,0.2741679126906288,0.3062877655029297,0.823596818218688,0.5034249500832134,1e-05,0.1122603639960289,1e-05
4,42,23,0.2736836972079826,0.3051234185695648,0.8209838623058295,0.5055011775744241,1e-05,0.05840442702174187,1e-05
4,42,24,0.27318352269306667,0.3046746253967285,0.8199735648332241,0.5073832386942138,1e-05,0.060762032866477966,1e-05
4,42,25,0.27274488821425247,0.3035878539085388,0.8175418541103066,0.5097791381887975,1e-05,0.150338813662529,1e-05
4,42,26,0.2723836819063566,0.30341836810112,0.8171124189342569,0.5118815739130155,1e-05,0.4001915752887726,1e-05
4,42,27,0.2718383426178018,0.302252858877182,0.8145205016478808,0.5136789916996283,1e-05,0.07187323272228241,1e-05
4,42,28,0.27150781664256735,0.301169753074646,0.8120130887431297,0.5156159451784128,1e-05,0.5936540961265564,1e-05
4,42,29,0.2709674289720119,0.30116334557533264,0.8119566066108064,0.5170721929640701,1e-05,0.23333954811096191,1e-05
4,42,30,0.27057781766526545,0.3006359338760376,0.8106891266885632,0.5190866237768377,1e-05,0.7090549468994141,1e-05
0,42,1,0.3331095056444685,0.3040979504585266,0.8109194923003242,0.40543482831506655,3e-05,0.8759377002716064,3e-05
0,42,2,0.30257275330686123,0.2881459593772888,0.7800379148499043,0.4150398505741608,3e-05,0.40363699197769165,3e-05
0,42,3,0.29180290510721296,0.28427854180336,0.7738425630967265,0.4222129824269927,3e-05,0.2674650251865387,3e-05
0,42,4,0.2880959827543419,0.2823193073272705,0.7709921530030854,0.42800812253821385,3e-05,0.2474948614835739,3e-05
0,42,5,0.2856907757197585,0.2807660400867462,0.7682017760804324,0.4331474415816288,3e-05,0.09445691853761673,3e-05
0,42,6,0.28365051790932627,0.2793249785900116,0.7653644702131702,0.43860706630377433,3e-05,0.13911542296409607,3e-05
0,42,7,0.28173617684395513,0.2779434025287628,0.7624535338034095,0.4436388953784261,3e-05,0.36872583627700806,3e-05
0,42,8,0.27989773875084994,0.2767718434333801,0.7598128965781317,0.44899626034840934,3e-05,0.15831953287124634,3e-05
0,42,9,0.2781482516382342,0.275718092918396,0.7573753209769901,0.45402718766157824,3e-05,0.294908732175827,3e-05
0,42,10,0.27651343917178217,0.2745412588119507,0.7546952382851874,0.4583812127273849,3e-05,0.30591684579849243,3e-05
0,42,11,0.27490718856036106,0.2735253870487213,0.7523678144767232,0.4640110699783603,3e-05,0.35935327410697937,3e-05
0,42,12,0.27337970923040517,0.27242860198020935,0.7497981378337278,0.4690131409240759,3e-05,0.390974223613739,3e-05
0,42,13,0.2719775991796333,0.2713654637336731,0.7474098015922154,0.47440739795828235,3e-05,0.27328407764434814,3e-05
0,42,14,0.2703529702614401,0.2703961133956909,0.7450854642957936,0.4791469961950383,3e-05,0.14020206034183502,3e-05
0,42,15,0.2690387894839884,0.2694697976112366,0.7429856401801374,0.4837496869995441,3e-05,0.2002200335264206,3e-05
0,42,16,0.2678149062450801,0.2685876786708832,0.7408921023177901,0.487741885280118,3e-05,0.6850488185882568,3e-05
0,42,17,0.26665370211423,0.2679094970226288,0.7390152075850284,0.491190361464784,3e-05,0.4099903404712677,3e-05
0,42,18,0.2655639545327035,0.26710885763168335,0.7371515112486385,0.4934944622493458,3e-05,0.08824023604393005,3e-05
0,42,19,0.26461747837957933,0.26643410325050354,0.7354030531532647,0.49612932914583985,3e-05,0.1579526662826538,3e-05
0,42,20,0.26373896114180023,0.2658752202987671,0.7337625459726703,0.4985404790379955,3e-05,0.10215629637241364,3e-05
0,42,21,0.2627437574896857,0.26506131887435913,0.7319123037855808,0.5003832186087551,3e-05,0.10526306182146072,3e-05
0,42,22,0.26199505766975545,0.2645260989665985,0.7305973583508052,0.5023903993957098,3e-05,0.19628256559371948,3e-05
0,42,23,0.26102463077161914,0.2639061212539673,0.7291105755868779,0.504192699973747,3e-05,0.2644481956958771,3e-05
0,42,24,0.26047615921385936,0.2632511854171753,0.7278289659447463,0.5057835074253251,3e-05,0.37670591473579407,3e-05
0,42,25,0.2595675750814866,0.26279374957084656,0.7265858153933453,0.5071375323506342,3e-05,0.15730561316013336,3e-05
0,42,26,0.25888140359214534,0.2622852921485901,0.725360677554477,0.5083660320775221,3e-05,0.5724017024040222,3e-05
0,42,27,0.2584150939232835,0.26171034574508667,0.7241404474034702,0.5091996404314704,3e-05,0.33693185448646545,3e-05
0,42,28,0.2578000892656986,0.261751264333725,0.7236064171705632,0.5110585716306344,3e-05,0.3797481060028076,3e-05
0,42,29,0.25714643409319016,0.2608824074268341,0.7221107430543686,0.5116591648173981,3e-05,0.14095717668533325,3e-05
0,42,30,0.25650381258714977,0.2606855630874634,0.7213428713658908,0.5127776696825147,3e-05,0.2759108245372772,3e-05
1,42,1,0.33598315631117776,0.2975032925605774,0.7929293352677328,0.3356675443619153,3e-05,0.5036540031433105,3e-05
1,42,2,0.3037388026491504,0.2860333025455475,0.7763219955256168,0.3411594310512177,3e-05,0.20320157706737518,3e-05
1,42,3,0.2925630644882951,0.2841257154941559,0.7756935597463931,0.3461139061172676,3e-05,0.31106865406036377,3e-05
1,42,4,0.2882955929720513,0.2820732891559601,0.7720674876282925,0.3516417030768686,3e-05,0.725287914276123,3e-05
1,42,5,0.28591787230188603,0.28105634450912476,0.7710356757958018,0.35590191959688283,3e-05,0.1555590182542801,3e-05
1,42,6,0.28400524653006937,0.279417484998703,0.7678406979114665,0.35970083342589587,3e-05,0.3092457056045532,3e-05
1,42,7,0.28216320883447876,0.277557373046875,0.7636820661433609,0.36384754784157336,3e-05,0.7336088418960571,3e-05
1,42,8,0.28054985339396465,0.27595430612564087,0.7602289654000458,0.36830374786801645,3e-05,0.08117667585611343,3e-05
1,42,9,0.27885441875903405,0.2745012640953064,0.7570973916046644,0.37258055685667324,3e-05,0.07344309985637665,3e-05
1,42,10,0.2773454393070435,0.2729088068008423,0.7535241575340874,0.3772605948960826,3e-05,0.30561360716819763,3e-05
1,42,11,0.27595501476359147,0.27142900228500366,0.7501273993419424,0.38173274613634145,3e-05,0.13216400146484375,3e-05
1,42,12,0.2745287684413874,0.2699083089828491,0.7467664393323775,0.38553101871052764,3e-05,0.08856609463691711,3e-05
1,42,13,0.2731739419420189,0.26883095502853394,0.7443578203198443,0.39030397858217747,3e-05,0.23361845314502716,3e-05
1,42,14,0.27187659636836187,0.2673377990722656,0.7408090335977096,0.39434149932438556,3e-05,0.5915300250053406,3e-05
1,42,15,0.27067631361640504,0.266349196434021,0.7386386571835688,0.3985962250999457,3e-05,0.24007044732570648,3e-05
1,42,16,0.26945949514892614,0.26542195677757263,0.73633299590939,0.4021782946014467,3e-05,0.4293428063392639,3e-05
1,42,17,0.2684242636689516,0.26466691493988037,0.7345043772396664,0.40541897606455074,3e-05,0.22132684290409088,3e-05
1,42,18,0.26746377121622317,0.26292479038238525,0.7298161331028504,0.40972033308954436,3e-05,0.4748760461807251,3e-05
1,42,19,0.26635075047751455,0.2626112997531891,0.7292206472416808,0.411075384695344,3e-05,0.13738931715488434,3e-05
1,42,20,0.2654621117805766,0.26131895184516907,0.7256795482036779,0.4152806937708169,3e-05,0.12956826388835907,3e-05
1,42,21,0.2645562375260291,0.2607801854610443,0.7243088918380851,0.4176191497318814,3e-05,0.3105012774467468,3e-05
1,42,22,0.26373227456462717,0.2599775493144989,0.7221360648658421,0.42069949744908175,3e-05,0.4930335283279419,3e-05
1,42,23,0.2628990342238239,0.2591170370578766,0.7198097541906018,0.4242774388726356,3e-05,0.1503942310810089,3e-05
1,42,24,0.2623355711063492,0.2589998245239258,0.7194172794330637,0.425961594479057,3e-05,0.47366097569465637,3e-05
1,42,25,0.2614590623891242,0.2577621638774872,0.715942061685126,0.4299679943229538,3e-05,0.24117641150951385,3e-05
1,42,26,0.260883016240931,0.2572377622127533,0.714480450406381,0.4323338238494357,3e-05,0.3619300425052643,3e-05
1,42,27,0.2602761376238315,0.2565518021583557,0.71240725842292,0.435091359879002,3e-05,0.13451579213142395,3e-05
1,42,28,0.25973758695281557,0.25627243518829346,0.711884001730447,0.4371142182692333,3e-05,0.47428247332572937,3e-05
1,42,29,0.2590477423745895,0.2556026875972748,0.7098189180884482,0.439565434883741,3e-05,0.13486790657043457,3e-05
1,42,30,0.25844856230455027,0.25509122014045715,0.7082474634429977,0.44190613523669914,3e-05,0.5371913909912109,3e-05
2,42,1,0.33557348392834174,0.2964108884334564,0.7955276915631487,0.37031768363649764,3e-05,0.24544911086559296,3e-05
2,42,2,0.303198536199944,0.28518399596214294,0.7690722974569095,0.38304109482897497,3e-05,0.16412773728370667,3e-05
2,42,3,0.2922547968859984,0.283220499753952,0.7662388308486597,0.3894129742225905,3e-05,0.48219534754753113,3e-05
2,42,4,0.2884011091807178,0.28179898858070374,0.764483512427953,0.3945583062966063,3e-05,0.06465072929859161,3e-05
2,42,5,0.2859938786798549,0.28017735481262207,0.7616038795294426,0.39920824310802183,3e-05,0.20669394731521606,3e-05
2,42,6,0.2840119248962848,0.27891620993614197,0.759332685598878,0.403124244098689,3e-05,0.35116469860076904,3e-05
2,42,7,0.28218634508480533,0.2772313356399536,0.7558018096074217,0.4071864310774069,3e-05,0.286435067653656,3e-05
2,42,8,0.28044299374116916,0.2756432592868805,0.7524789071047431,0.41077931995411515,3e-05,0.30422598123550415,3e-05
2,42,9,0.2787956393990561,0.27416038513183594,0.7493863595440784,0.414518995994973,3e-05,0.17412923276424408,3e-05
2,42,10,0.2771926971462285,0.27310121059417725,0.7475323278344445,0.4180125906193452,3e-05,0.659237802028656,3e-05
2,42,11,0.27570985181309354,0.2717512845993042,0.7446026612753648,0.42201934916174394,3e-05,0.18424969911575317,3e-05
2,42,12,0.27438727628404846,0.27074334025382996,0.7425521030340495,0.4259826226329885,3e-05,0.10693588107824326,3e-05
2,42,13,0.27300151409389817,0.2693408131599426,0.7392387438461919,0.42928804913840285,3e-05,0.29718708992004395,3e-05
2,42,14,0.2716700165405452,0.26838961243629456,0.7371536448896376,0.4329826570110461,3e-05,0.5449712872505188,3e-05
2,42,15,0.2704353518686562,0.2670839726924896,0.7339632368729253,0.437071576286962,3e-05,0.5333429574966431,3e-05
2,42,16,0.2692902808434495,0.266366571187973,0.7323468159275027,0.44033588234721127,3e-05,0.0997161939740181,3e-05
2,42,17,0.26831736478850104,0.26528477668762207,0.7298144768171781,0.4436179832199882,3e-05,0.09758569300174713,3e-05
2,42,18,0.2673270557639755,0.2645069360733032,0.7280179224313642,0.4463385455379797,3e-05,0.18486134707927704,3e-05
2,42,19,0.2663613879792044,0.26332929730415344,0.7253312168206869,0.44923104422025856,3e-05,0.0990547463297844,3e-05
2,42,20,0.26557070303186076,0.2628592550754547,0.724435926189337,0.45286553448301103,3e-05,0.43036550283432007,3e-05
2,42,21,0.26470818277831387,0.2617729604244232,0.7220099878097329,0.45526446758808764,3e-05,0.17403744161128998,3e-05
2,42,22,0.26391667111454725,0.26093363761901855,0.7203689312186478,0.4581197380207485,3e-05,0.45022982358932495,3e-05
2,42,23,0.2630356649817707,0.26044943928718567,0.7192924854609286,0.4601318143263386,3e-05,0.1135653406381607,3e-05
2,42,24,0.262356562837262,0.25970035791397095,0.7177179952943629,0.46267246006686313,3e-05,0.15959471464157104,3e-05
2,42,25,0.26171340597010107,0.2591068148612976,0.7164648956390062,0.4643130496015758,3e-05,0.15308578312397003,3e-05
2,42,26,0.2610539301867797,0.2585139870643616,0.7152499760426748,0.46616391049648254,3e-05,0.11235759407281876,3e-05
2,42,27,0.2605229656830012,0.25779733061790466,0.7137338596680417,0.46840780028565115,3e-05,0.29571831226348877,3e-05
2,42,28,0.25988542018649735,0.2572932541370392,0.7126933438111491,0.4697157991632454,3e-05,0.5210291743278503,3e-05
2,42,29,0.25950919192528055,0.25707507133483887,0.7123827358924398,0.4718887702119463,3e-05,0.06910785287618637,3e-05
2,42,30,0.25881361947438425,0.2564293444156647,0.7109400920269201,0.47358562982951646,3e-05,0.3460690379142761,3e-05
3,42,1,0.3341961421699167,0.2958002984523773,0.7909226394020387,0.4412281755573345,3e-05,0.7717993855476379,3e-05
3,42,2,0.3040008447381938,0.2795979976654053,0.7609177459408883,0.4501644891790711,3e-05,0.48918870091438293,3e-05
3,42,3,0.29410527389740276,0.2750779092311859,0.7550642455176565,0.4553567764720535,3e-05,0.1416674107313156,3e-05
3,42,4,0.29050386943549755,0.27269843220710754,0.7514725096521534,0.45960514897414845,3e-05,0.30551448464393616,3e-05
3,42,5,0.2881759832674098,0.2707333266735077,0.7478658595462906,0.4637697522315455,3e-05,0.2932458817958832,3e-05
3,42,6,0.2863541395641933,0.2690126895904541,0.744545909128916,0.4677529006812662,3e-05,0.29777902364730835,3e-05
3,42,7,0.2844275275791917,0.26737943291664124,0.7410798027625889,0.4721695167118646,3e-05,0.23119689524173737,3e-05
3,42,8,0.2826539347104937,0.26591530442237854,0.7381790686580275,0.4751189639137467,3e-05,0.19757987558841705,3e-05
3,42,9,0.28089813367228644,0.26451513171195984,0.7350001194445007,0.47838749503640526,3e-05,0.07450616359710693,3e-05
3,42,10,0.27932711601257326,0.26312950253486633,0.732064726292107,0.48153995920753845,3e-05,0.13578887283802032,3e-05
3,42,11,0.27771059125383324,0.26190316677093506,0.7292860380808512,0.48518759160591457,3e-05,0.40664106607437134,3e-05
3,42,12,0.27626733671838993,0.26067203283309937,0.7261814962481169,0.4878904766925398,3e-05,0.29125139117240906,3e-05
3,42,13,0.2748175202686096,0.2595794200897217,0.7235357578203461,0.4914825003563712,3e-05,0.23046725988388062,3e-05
3,42,14,0.2734971573141134,0.25846582651138306,0.7207956905393501,0.494301592668807,3e-05,0.13798601925373077,3e-05
3,42,15,0.2722398380364213,0.25741833448410034,0.7182173312120195,0.49734945230144545,3e-05,0.41809937357902527,3e-05
3,42,16,0.2711275612528079,0.25651174783706665,0.7159981361811115,0.5003181170804188,3e-05,0.09306658804416656,3e-05
3,42,17,0.2700117572111504,0.2556164264678955,0.7135813963252867,0.5020264574839983,3e-05,0.19453027844429016,3e-05
3,42,18,0.269017327522563,0.25484761595726013,0.7115839999103404,0.5048435659172558,3e-05,0.3009200692176819,3e-05
3,42,19,0.2680101697690019,0.25410231947898865,0.7097655145077784,0.5064928508467081,3e-05,0.64149409532547,3e-05
3,42,20,0.26706802580958217,0.25336846709251404,0.7075344088829508,0.5088376156828657,3e-05,0.6253743767738342,3e-05
3,42,21,0.26627401373096715,0.25263750553131104,0.7057679567208739,0.5107956443143467,3e-05,0.22031207382678986,3e-05
3,42,22,0.26554160111418396,0.25192850828170776,0.7039017557420717,0.5133971712102234,3e-05,0.5970739722251892,3e-05
3,42,23,0.2647767183825234,0.251302570104599,0.7021912598574286,0.5146141708706315,3e-05,0.22255389392375946,3e-05
3,42,24,0.26391411980735924,0.25071200728416443,0.7006332019982674,0.5157885672266641,3e-05,0.10530843585729599,3e-05
3,42,25,0.263235817078118,0.25014251470565796,0.6991841490707055,0.5173826393695417,3e-05,0.5998978018760681,3e-05
3,42,26,0.26259156876078277,0.24960805475711823,0.6976856560129756,0.5183839821715368,3e-05,0.08013715595006943,3e-05
3,42,27,0.26194643010602936,0.24912448227405548,0.6962882653622705,0.5195086212346417,3e-05,0.10870136320590973,3e-05
3,42,28,0.26142574138730484,0.24861763417720795,0.6949123473231568,0.5207002713277707,3e-05,0.20427288115024567,3e-05
3,42,29,0.2610724147457943,0.24835246801376343,0.6941338149385781,0.5220866421681326,3e-05,0.20850782096385956,3e-05
3,42,30,0.260373008819384,0.24776270985603333,0.6924586291662425,0.5232629222074254,3e-05,0.1761624813079834,3e-05
4,42,1,0.3153463439912896,0.36003267765045166,0.9346851016090303,0.453604991281854,3e-05,0.5366234183311462,3e-05
4,42,2,0.2905359013376393,0.33157095313072205,0.8759678352664331,0.46539525404010024,3e-05,0.12351510673761368,3e-05
4,42,3,0.2832241148335695,0.3206298053264618,0.8536167614902566,0.4739754309683662,3e-05,0.15966467559337616,3e-05
4,42,4,0.28047379024983876,0.3144356310367584,0.8405534608064297,0.48154854830588495,3e-05,0.5959941148757935,3e-05
