fold,seed,epoch,train_loss,validation_loss,validation_mae,validation_spearman,learning_rate,gradient_norm_last_batch,screen_huber_delta
2,42,6,0.14260219851386882,0.13586679100990295,0.6348611956398228,0.5873882853917237,0.01,0.22233717143535614,0.25
2,42,7,0.14670703262369209,0.14539769291877747,0.6806403573781742,0.5889288392235782,0.01,0.40191781520843506,0.25
2,42,8,0.14254349426131382,0.14380355179309845,0.6644960480420579,0.5828183450798693,0.01,0.1081106960773468,0.25
2,42,9,0.13869761817366164,0.13984623551368713,0.6437650456164806,0.61036206969781,0.01,0.06854855269193649,0.25
2,42,10,0.14258729492392497,0.14823724329471588,0.682866378607415,0.6064350070669229,0.01,0.11157622933387756,0.25
2,42,11,0.13760124519606617,0.1342724859714508,0.6241789975045151,0.6154066786181576,0.01,0.11198575049638748,0.25
2,42,12,0.13466999577584668,0.13289135694503784,0.6211137752647001,0.6173976536225162,0.01,0.0669650286436081,0.25
2,42,13,0.13487411312410766,0.13665024936199188,0.638228990514895,0.6133301362157213,0.01,0.2741038501262665,0.25
2,42,14,0.13530532596267272,0.13117796182632446,0.6121679326700344,0.6196062744138823,0.01,0.16008394956588745,0.25
2,42,15,0.13650000887217922,0.13136690855026245,0.6176089555657677,0.6062274009207672,0.01,0.08886788785457611,0.25
2,42,16,0.13614262209874448,0.13435079157352448,0.6295423412893207,0.6203674234727079,0.01,0.11256502568721771,0.25
2,42,17,0.1350462662839444,0.13500761985778809,0.6344601349481375,0.6147200353171898,0.01,0.541699230670929,0.25
2,42,18,0.14098337258690985,0.1370742917060852,0.6445634734862233,0.6150213247387586,0.01,0.5232881903648376,0.25
2,42,19,0.1331288447391207,0.13199341297149658,0.6089231030360109,0.633669827366042,0.01,0.3192213177680969,0.25
3,42,1,0.19096309847363802,0.16349345445632935,0.7418692599212464,0.5067036781548713,0.01,0.13788461685180664,0.25
3,42,2,0.15634135588307246,0.1439656913280487,0.6764308466291213,0.5548222918239708,0.01,0.2840667963027954,0.25
3,42,3,0.15313397896624056,0.14606545865535736,0.6773415200557052,0.5759586608252175,0.01,0.27376589179039,0.25
3,42,4,0.14840179387097047,0.1420583873987198,0.6638582382572783,0.5952495612893751,0.01,0.49584221839904785,0.25
3,42,5,0.14929756809060818,0.14052103459835052,0.6463870432273511,0.6079734810070714,0.01,0.27450233697891235,0.25
3,42,6,0.149169285743036,0.16853994131088257,0.7682689826691632,0.6040132573834117,0.01,0.6799322366714478,0.25
3,42,7,0.14676281463877064,0.1341177523136139,0.6205154951377835,0.626452854652182,0.01,0.20356807112693787,0.25
3,42,8,0.1426866338186175,0.14632274210453033,0.6818160557426145,0.6258634784739588,0.01,0.11076968163251877,0.25
3,42,9,0.13933092805826774,0.13558638095855713,0.6334071184737087,0.6338144291075317,0.01,0.11658909171819687,0.25
3,42,10,0.1419944871975997,0.13749882578849792,0.6448672806806807,0.6253789347628186,0.01,0.10199198871850967,0.25
3,42,11,0.13794760609341558,0.12959718704223633,0.6065607717254593,0.630129523827623,0.01,0.1042967438697815,0.25
3,42,12,0.13678701817432296,0.1280653327703476,0.6038413955705583,0.6345018733016055,0.01,0.20286907255649567,0.25
3,42,13,0.13478102946392845,0.12877044081687927,0.5997021655722763,0.6353337398920266,0.01,0.06530078500509262,0.25
3,42,14,0.13567835557126554,0.1264471709728241,0.5995420940039938,0.6452173057234665,0.01,0.3402290940284729,0.25
3,42,15,0.13821164876501138,0.14236122369766235,0.6625575729906115,0.6394675429242002,0.01,0.19010509550571442,0.25
3,42,16,0.13328524689251017,0.1464352011680603,0.6835579016675507,0.6371263450627269,0.01,0.10339545458555222,0.25
3,42,17,0.1340705924502043,0.12886711955070496,0.6113882953204738,0.639057180522036,0.01,0.16886933147907257,0.25
3,42,18,0.1338176116263755,0.12775947153568268,0.5980528805679983,0.63736635436494,0.01,0.15569300949573517,0.25
4,42,1,0.18088585586023972,0.1939697563648224,0.8728762839368717,0.5843306108041667,0.01,0.1981809139251709,0.25
4,42,2,0.15362272397106894,0.15410348773002625,0.7137157773400495,0.6405682251140844,0.01,0.3094531297683716,0.25
4,42,3,0.1478599791257727,0.1623372584581375,0.7288811035641652,0.651485182043583,0.01,0.030978115275502205,0.25
4,42,4,0.14375552252180016,0.15539678931236267,0.6959416628740505,0.6595956035696251,0.01,0.14009471237659454,0.25
4,42,5,0.14705712033048696,0.16537322103977203,0.7344498553247509,0.6629627777639605,0.01,0.14200912415981293,0.25
4,42,6,0.14338993645302384,0.15116819739341736,0.6787963063274315,0.6758258872217708,0.01,0.10194311290979385,0.25
4,42,7,0.1390043091034497,0.17571763694286346,0.7551906337423953,0.6590025366194721,0.01,0.13924697041511536,0.25
4,42,8,0.13962064293646134,0.15467876195907593,0.692261667508565,0.6821723658394578,0.01,0.15292145311832428,0.25
4,42,9,0.13664325886866793,0.14875753223896027,0.6702950132678369,0.6930823580618746,0.01,0.37805190682411194,0.25
4,42,10,0.13501142765018082,0.14653997123241425,0.668449773659963,0.6841850522968397,0.01,0.1871928870677948,0.25
4,42,11,0.13277418018278342,0.14712458848953247,0.6665662061240145,0.6883355076013598,0.01,0.12258850783109665,0.25
4,42,12,0.1322512574304558,0.14587585628032684,0.6590227141494522,0.6960457604083629,0.01,0.17857098579406738,0.25
4,42,13,0.13199327429492022,0.14397330582141876,0.653803845793901,0.7012538113563334,0.01,0.11647338420152664,0.25
4,42,14,0.13177434365043725,0.1533707231283188,0.6977897290555303,0.6944749572816566,0.01,0.39243775606155396,0.25
4,42,15,0.1331934914193346,0.15102890133857727,0.6830901226740398,0.7030671312198092,0.01,0.25917255878448486,0.25
4,42,16,0.13075758158180567,0.14447087049484253,0.6561779453654488,0.7103009054680411,0.01,0.1677349954843521,0.25
4,42,17,0.1340918123877993,0.15214620530605316,0.684210605093105,0.6935790866071323,0.01,0.10860607028007507,0.25
4,42,18,0.13297344914599918,0.14138774573802948,0.6453281326779349,0.7053380887003551,0.01,0.1386222243309021,0.25
4,42,19,0.12816638199915978,0.14094726741313934,0.6443399198754818,0.7087962469294016,0.01,0.2712973654270172,0.25
4,42,20,0.1318369580513515,0.15891879796981812,0.7142728712316045,0.7066170383935932,0.01,0.10590861737728119,0.25
4,42,21,0.14027264135122655,0.1463840752840042,0.6640205501367945,0.703279272976849,0.01,0.42438217997550964,0.25
4,42,22,0.13271668297203845,0.16905903816223145,0.7610337192141367,0.6819353846357734,0.01,0.4160931408405304,0.25
4,42,23,0.12938792692839832,0.14440980553627014,0.6525335434810844,0.704103785597601,0.01,0.13470427691936493,0.25
0,42,1,0.3097485969612532,0.2707708775997162,0.7413744312002783,0.5159640539019582,0.01,0.29566892981529236,0.5
0,42,2,0.2582722807710416,0.2524985373020172,0.701818722119789,0.5490269182423607,0.01,0.5229387283325195,0.5
0,42,3,0.2555294056696312,0.24439023435115814,0.6842599808852676,0.561619696724929,0.01,0.5751314163208008,0.5
0,42,4,0.23946589169658233,0.2633891999721527,0.7075997132877326,0.5803460764619714,0.01,0.8983356356620789,0.5
0,42,5,0.23537631523943392,0.2449563890695572,0.6707973324365232,0.5876710248702375,0.01,0.17905065417289734,0.5
0,42,6,0.23578936433680703,0.24306301772594452,0.6672927991677556,0.5818298147668116,0.01,0.33784112334251404,0.5
0,42,7,0.22660163474974232,0.22840169072151184,0.6421586239484123,0.6148857116458961,0.01,0.08846420794725418,0.5
0,42,8,0.22879993307256252,0.27184054255485535,0.7192577950038626,0.5985515586881954,0.01,0.369839072227478,0.5
0,42,9,0.22509723187607025,0.23889589309692383,0.6645205796053676,0.6196944187297148,0.01,0.2627597153186798,0.5
0,42,10,0.2366895515562218,0.23687602579593658,0.6621874705437317,0.6119547602350291,0.01,0.39037537574768066,0.5
0,42,11,0.23102610445468225,0.22782467305660248,0.6398671969832946,0.6147430028800093,0.01,0.557757556438446,0.5
0,42,12,0.22418592095375062,0.22960494458675385,0.64894662786707,0.6142200251583936,0.01,0.3190801441669464,0.5
1,42,1,0.34000529673612007,0.2540576457977295,0.7000239723929732,0.45882039816402553,0.01,0.2885389029979706,0.5
1,42,2,0.26540186239180164,0.2523888349533081,0.7023551296296854,0.4889451826616288,0.01,1.2353764772415161,0.5
1,42,3,0.2435044172155523,0.24608969688415527,0.6795425843408468,0.502405963122305,0.01,0.2314649373292923,0.5
1,42,4,0.24212115644851578,0.2405993491411209,0.6726805650457317,0.5370411783547673,0.01,0.4415168762207031,0.5
1,42,5,0.2376712799796434,0.23250654339790344,0.6534424394342397,0.5517082192622214,0.01,0.4226704239845276,0.5
1,42,6,0.2362562562594904,0.23005954921245575,0.6471697572956171,0.5646839706033062,0.01,1.0533620119094849,0.5
1,42,7,0.24259912450736928,0.249209463596344,0.6957219949930417,0.5513078558189757,0.01,0.8697050213813782,0.5
1,42,8,0.2338610638413474,0.22390849888324738,0.6306291211560168,0.5838486726695961,0.01,0.28941529989242554,0.5
1,42,9,0.22652050808211352,0.227680042386055,0.6335974664787897,0.5807121951158407,0.01,0.39133161306381226,0.5
1,42,10,0.22182530272786863,0.2375635802745819,0.6545516216665819,0.5894713753435578,0.01,0.1946326047182083,0.5
1,42,11,0.2267258200244369,0.22446264326572418,0.6374276986998827,0.5834171482496124,0.01,0.20007462799549103,0.5
1,42,12,0.22526760050069505,0.2248731255531311,0.6348607988172226,0.5819848053979748,0.01,0.1756795048713684,0.5
1,42,13,0.22603884754893935,0.22635497152805328,0.6417683575719997,0.5845331921579502,0.01,0.3297603130340576,0.5
2,42,1,0.3554320912717659,0.25669369101524353,0.7120267266899303,0.47167194603227397,0.01,0.45019271969795227,0.5
2,42,2,0.2628843973507391,0.24478603899478912,0.6829883058545122,0.5207058926186225,0.01,0.2657286822795868,0.5
2,42,3,0.2507350025444387,0.2416563779115677,0.6795327352942908,0.5611221201015694,0.01,0.13606195151805878,0.5
2,42,4,0.2515768839711341,0.23798660933971405,0.6653926932473176,0.5653059851227059,0.01,0.17447146773338318,0.5
2,42,5,0.2416873275398094,0.2354099005460739,0.6576629541308713,0.5837084664511136,0.01,0.28670263290405273,0.5
2,42,6,0.23849211412612523,0.23226022720336914,0.6493495712936014,0.592740055220206,0.01,0.34436535835266113,0.5
2,42,7,0.24264675895744395,0.22747419774532318,0.6415942913391843,0.5916285808093443,0.01,0.8405359983444214,0.5
2,42,8,0.24132747086409095,0.23718667030334473,0.652452947861767,0.5874243960360647,0.01,0.22766141593456268,0.5
2,42,9,0.2300292314658655,0.22643445432186127,0.6279511418363973,0.6133029630560508,0.01,0.345190167427063,0.5
2,42,10,0.23843336954852132,0.22992002964019775,0.6448588440557232,0.618638320777033,0.01,0.47110697627067566,0.5
2,42,11,0.22462102426546757,0.22137124836444855,0.6279010027584652,0.6193113173805554,0.01,0.3990781009197235,0.5
2,42,12,0.22565099368585603,0.22052736580371857,0.6192298327361878,0.6185822310470049,0.01,0.14668141305446625,0.5
2,42,13,0.22507934164778096,0.2212391495704651,0.6262706581252574,0.6191525868512407,0.01,0.35084521770477295,0.5
2,42,14,0.22206745031838104,0.21405918896198273,0.6091432265066423,0.6267809504486722,0.01,0.22055558860301971,0.5
2,42,15,0.2269938392616878,0.216337651014328,0.6120059374736563,0.6137025447697906,0.01,0.21981224417686462,0.5
2,42,16,0.22357171963865513,0.2154809683561325,0.6141551450122097,0.6302544257129343,0.01,0.11091779172420502,0.5
2,42,17,0.22410965228749213,0.21676982939243317,0.6135641846421589,0.6214762527087343,0.01,0.7323729395866394,0.5
2,42,18,0.23172678195427512,0.2310723066329956,0.650712503396164,0.6142299226372006,0.01,0.8388314247131348,0.5
2,42,19,0.22232501808728014,0.2209492027759552,0.6183958241187583,0.6344431802996754,0.01,0.4921785891056061,0.5
3,42,1,0.31026341021618,0.2948552072048187,0.7895676832812072,0.5198080218657023,0.01,0.7862637042999268,0.5
3,42,2,0.2651061365147617,0.24301977455615997,0.6786454436240887,0.5645313965228176,0.01,1.226387858390808,0.5
3,42,3,0.26164154965186787,0.24543431401252747,0.6780327011758436,0.582782409470557,0.01,0.5091729164123535,0.5
3,42,4,0.2515368188095984,0.2346668541431427,0.656366870948552,0.5975851682186185,0.01,0.8486410975456238,0.5
3,42,5,0.25214292859362664,0.24263322353363037,0.6618010253649657,0.6146599153270896,0.01,0.6201796531677246,0.5
3,42,6,0.25094718351542394,0.2560378611087799,0.7083036478895065,0.6142081720107508,0.01,1.2832632064819336,0.5
3,42,7,0.25077584886662313,0.2208928018808365,0.6204781455737058,0.6262299187344128,0.01,0.19768878817558289,0.5
3,42,8,0.2360289600853608,0.23791399598121643,0.663101599768851,0.6336674416956811,0.01,0.5229335427284241,0.5
3,42,9,0.23646152301369427,0.22033150494098663,0.626278340905593,0.6321318590940871,0.01,0.2400377243757248,0.5
3,42,10,0.23274119720280728,0.23093649744987488,0.6466666732240685,0.6234583192871556,0.01,0.3197983503341675,0.5
3,42,11,0.22787448406219482,0.2141137421131134,0.6095670263293256,0.6286821136339557,0.01,0.1869678497314453,0.5
3,42,12,0.2280123954008673,0.21334774792194366,0.6087578273282813,0.6313007740318273,0.01,0.24325866997241974,0.5
3,42,13,0.22485020928293745,0.2136593610048294,0.604460592555002,0.631830670164283,0.01,0.1394345611333847,0.5
3,42,14,0.22430813749259879,0.2107241004705429,0.6030736777671963,0.6396093802658604,0.01,0.49702441692352295,0.5
3,42,15,0.2275198882428285,0.21932466328144073,0.6221467252055626,0.6365814996992908,0.01,0.3503572344779968,0.5
3,42,16,0.2234836599258619,0.2209719866514206,0.625455630449258,0.6250104342152359,0.01,0.10383288562297821,0.5
3,42,17,0.22131777182917728,0.20811882615089417,0.5963593780192559,0.6378023068045866,0.01,0.13957221806049347,0.5
3,42,18,0.21868611519581804,0.2235080897808075,0.6292081590119321,0.6393863842305403,0.01,0.23823851346969604,0.5
3,42,19,0.2339294254222763,0.21299073100090027,0.604793525262442,0.6391417258377274,0.01,0.3629004955291748,0.5
3,42,20,0.21784876059705965,0.20858965814113617,0.5905466420981917,0.6381346767041031,0.01,0.4034743010997772,0.5
3,42,21,0.2157271381126386,0.20818549394607544,0.593578808631954,0.6465638787451595,0.01,0.13938552141189575,0.5
3,42,22,0.22122308545580535,0.2140684425830841,0.6120698587990663,0.6372777010166064,0.01,0.28135162591934204,0.5
3,42,23,0.22144117346433836,0.21075142920017242,0.5950858220355572,0.6427929652891551,0.01,0.09214944392442703,0.5
3,42,24,0.2177139485160881,0.20741479098796844,0.5931824740451191,0.6463973731684634,0.01,0.07268965244293213,0.5
3,42,25,0.2128419012332631,0.2084939032793045,0.5968407570763375,0.6470408177983014,0.01,0.9851148724555969,0.5
4,42,1,0.30534453130980066,0.3076252341270447,0.8159686329550373,0.5871816116352067,0.01,0.5313101410865784,0.5
4,42,2,0.25697723939814376,0.26424166560173035,0.7210618559329095,0.6439428269873598,0.01,0.5092827677726746,0.5
4,42,3,0.24756779369128304,0.26847323775291443,0.7230898791444516,0.6489003095140728,0.01,0.3407290279865265,0.5
4,42,4,0.23474143683821275,0.2667442262172699,0.6947612408963506,0.6681190362514638,0.01,0.48944777250289917,0.5
4,42,5,0.249692460613935,0.2686493992805481,0.7189681489167813,0.6639401516147116,0.01,0.444921612739563,0.5
4,42,6,0.23057807507536338,0.24858491122722626,0.665173751294256,0.6862867564834635,0.01,0.38241806626319885,0.5
4,42,7,0.2417825947784344,0.2656729221343994,0.7212800016660177,0.6560782252011714,0.01,0.5286917686462402,0.5
4,42,8,0.23083640358818663,0.26519808173179626,0.6947275769210861,0.688983024067861,0.01,0.42982110381126404,0.5
4,42,9,0.22602185404265052,0.2504560649394989,0.6757715236355444,0.6922374142917348,0.01,0.7099387049674988,0.5
4,42,10,0.22304688725949046,0.2398572415113449,0.6579919512543136,0.687956662640952,0.01,0.3815586566925049,0.5
4,42,11,0.224880760850215,0.24942390620708466,0.6652229133765855,0.6934207099732591,0.01,0.43295976519584656,0.5
4,42,12,0.21803859375161083,0.2434951215982437,0.6613876071661533,0.6971043153679614,0.01,0.2377697229385376,0.5
4,42,13,0.2210111156974673,0.2390931397676468,0.6488682869094575,0.7015777910109073,0.01,0.16032177209854126,0.5
4,42,14,0.21682179453037959,0.2411084622144699,0.655315123846431,0.703227218836636,0.01,0.7030220627784729,0.5
4,42,15,0.2259406866157714,0.2489878088235855,0.6700701821921115,0.7022770999378757,0.01,0.47541990876197815,0.5
4,42,16,0.21662896639919424,0.24402974545955658,0.6623273989397608,0.7010337588192843,0.01,0.4319400489330292,0.5
4,42,17,0.22386962170914507,0.25025445222854614,0.6733191631083003,0.6964098777101081,0.01,0.16119328141212463,0.5
4,42,18,0.2212752049680248,0.23844407498836517,0.6576059284752713,0.703592241952886,0.01,0.417557954788208,0.5
0,42,1,0.502203752125535,0.4159280061721802,0.7769420403628869,0.5182634454876648,0.01,0.8044815063476562,1.0
0,42,2,0.38988024286020584,0.3804404139518738,0.7002684403698983,0.5488296128298994,0.01,1.4231072664260864,1.0
0,42,3,0.360870111813055,0.3684576451778412,0.6888275505808701,0.5637851266325627,0.01,0.8438392281532288,1.0
0,42,4,0.35300656964845745,0.3476063907146454,0.6688636615372645,0.5841617298833351,0.01,2.7573471069335938,1.0
0,42,5,0.381571891753473,0.38295140862464905,0.727100533008584,0.5736639995626713,0.01,0.16228920221328735,1.0
0,42,6,0.3545056773903214,0.3500370383262634,0.6732176344013442,0.5909800486513571,0.01,0.3111635744571686,1.0
0,42,7,0.3345206056577023,0.3308248221874237,0.6455300191079639,0.6111305502396471,0.01,0.3682456314563751,1.0
0,42,8,0.32559454414332023,0.3736169636249542,0.692016901487379,0.6132675446018532,0.01,0.6464641690254211,1.0
0,42,9,0.31743314679537976,0.33254900574684143,0.6465370919016709,0.6288574175490295,0.01,0.32903581857681274,1.0
0,42,10,0.33441434186195657,0.3931145668029785,0.7461068070081047,0.6054649631948045,0.01,0.5220276713371277,1.0
0,42,11,0.3252407853402824,0.3268829882144928,0.6494167251565617,0.6161815968534571,0.01,0.5362581014633179,1.0
0,42,12,0.3243729401303229,0.33307093381881714,0.6529617551431613,0.609970684581181,0.01,0.8700003027915955,1.0
1,42,1,0.5240494777220432,0.3679922819137573,0.7001587682704041,0.46492830571337074,0.01,0.4767375886440277,1.0
1,42,2,0.3772004463182432,0.378556489944458,0.6757045606576095,0.5176724370182874,0.01,0.8093087077140808,1.0
1,42,3,0.36001513535731305,0.372896671295166,0.6925967677648114,0.5088444220927602,0.01,0.21371285617351532,1.0
1,42,4,0.3598110025842613,0.3590106964111328,0.6927283369158416,0.5262610835405125,0.01,0.6289879679679871,1.0
1,42,5,0.34287895182582817,0.34844857454299927,0.6604250921155305,0.5523330018556201,0.01,0.7576383948326111,1.0
1,42,6,0.33449022947070756,0.35192275047302246,0.6617571891619308,0.579705745665239,0.01,0.9336625337600708,1.0
1,42,7,0.32794144668311714,0.3218350410461426,0.6373726564102287,0.5836732894744769,0.01,0.8492796421051025,1.0
1,42,8,0.3342615178255277,0.3203851282596588,0.6366092766845886,0.5908020451462385,0.01,0.2665773034095764,1.0
1,42,9,0.32173424310773335,0.3198370933532715,0.6378745050530085,0.5926949633576859,0.01,0.6187501549720764,1.0
1,42,10,0.3140570506759893,0.34755969047546387,0.6535162436338462,0.5801249058905942,0.01,0.4621458053588867,1.0
1,42,11,0.3209920472073778,0.339546263217926,0.6482582287866795,0.5890105335544631,0.01,0.2849915325641632,1.0
1,42,12,0.32422310355667755,0.3171675503253937,0.632298980094214,0.5917144246099281,0.01,0.12042302638292313,1.0
1,42,13,0.3159653542643395,0.3140740394592285,0.6287494409387244,0.5892142722364532,0.01,0.514540433883667,1.0
1,42,14,0.30668410782502076,0.3162055015563965,0.6406372257341005,0.6040890596685644,0.01,0.49388206005096436,1.0
1,42,15,0.3157200335899246,0.3123270571231842,0.6282652585495748,0.5951801464387986,0.01,0.3506461977958679,1.0
1,42,16,0.32047733114701565,0.3283941149711609,0.6465956790279737,0.5809281176395391,0.01,0.8439985513687134,1.0
1,42,17,0.3224906107978286,0.32082903385162354,0.6214636108016398,0.595617081446383,0.01,1.0811012983322144,1.0
1,42,18,0.30887476032025346,0.3276465833187103,0.6295970050743342,0.5813537906092285,0.01,0.8639034032821655,1.0
1,42,19,0.3051542338701052,0.3066137433052063,0.6273936366607256,0.6050160135598609,0.01,0.5975667238235474,1.0
1,42,20,0.29888583592165296,0.30623579025268555,0.61856741718469,0.6040853724533105,0.01,0.14377263188362122,1.0
1,42,21,0.29638742446899413,0.3333801031112671,0.6416569957248477,0.5968068095421583,0.01,0.1690979152917862,1.0
1,42,22,0.2953067046013948,0.30870819091796875,0.6358521497267422,0.6104233748473109,0.01,1.1893366575241089,1.0
2,42,1,0.5415518600695601,0.3952561318874359,0.7457320437124849,0.48104889043098487,0.01,1.1599475145339966,1.0
2,42,2,0.38580942951073155,0.36020874977111816,0.6950027933534129,0.5323382092699912,0.01,0.1741204708814621,1.0
2,42,3,0.36704868680962893,0.3490869402885437,0.6777530392616855,0.5685239004273229,0.01,1.050133228302002,1.0
2,42,4,0.36175872938655246,0.4090943932533264,0.7339435505831367,0.5737776585124801,0.01,0.992499053478241,1.0
2,42,5,0.353568386585913,0.33517810702323914,0.6583209498509519,0.5934669773198006,0.01,0.6494705677032471,1.0
2,42,6,0.3424771094210794,0.3268123269081116,0.6375573984496796,0.597695990665965,0.01,0.28351646661758423,1.0
2,42,7,0.35128760103867435,0.37139731645584106,0.6908150537915649,0.6042970044279751,0.01,1.6732017993927002,1.0
2,42,8,0.3457372229567198,0.3452795147895813,0.6514343265140004,0.5968054083930449,0.01,0.30143022537231445,1.0
2,42,9,0.32205570627595775,0.3468250334262848,0.6762936362592985,0.6199035159163849,0.01,0.4393382668495178,1.0
2,42,10,0.33312818519422943,0.33389684557914734,0.6489552280186538,0.624878488605276,0.01,1.0652704238891602,1.0
2,42,11,0.315990734746523,0.3262134790420532,0.6502869248497112,0.627118631063428,0.01,0.3801485002040863,1.0
3,42,1,0.5602289865395733,0.3621220290660858,0.6925069101900975,0.5098995823974347,0.01,1.4007800817489624,1.0
3,42,2,0.382688792643146,0.39058718085289,0.7445939517484473,0.5593758957137935,0.01,2.1851937770843506,1.0
3,42,3,0.37454663464956195,0.3347663879394531,0.6556916385701953,0.5899615413590741,0.01,0.20394879579544067,1.0
3,42,4,0.36611715307859616,0.3576367497444153,0.6687867687920996,0.6051983947418643,0.01,0.9954230785369873,1.0
3,42,5,0.37211263843785936,0.33437344431877136,0.6483183924357097,0.6120696704915909,0.01,1.35060715675354,1.0
3,42,6,0.359647153304002,0.37432026863098145,0.7254156989652123,0.6193444714677662,0.01,1.3383079767227173,1.0
3,42,7,0.3463633522474877,0.32140979170799255,0.6353462189017212,0.6268658021090332,0.01,0.6509175896644592,1.0
3,42,8,0.33772064663539425,0.30321627855300903,0.6073900023917981,0.6396900379799297,0.01,0.8444805145263672,1.0
3,42,9,0.3369478204094361,0.321586936712265,0.6444141603335849,0.6266284580182414,0.01,0.3700234591960907,1.0
3,42,10,0.3291003691147421,0.31162789463996887,0.6161695519976196,0.6219592681173002,0.01,0.6406251192092896,1.0
