learning_rate,weight_decay,batch_size,max_epochs,patience,min_delta,huber_delta,ensemble_loss_weight,member_loss_weight,gradient_clip_norm,uncertainty_floor,uncertainty_cap_quantile,use_curation_weight,seed,n,mae,rmse,rae,pearson,spearman,bias,calibration_intercept,calibration_slope,validation_huber,best_epochs,active_n,active_mae,active_predicted_above_6,active_recall_at_6,prediction_maximum
0.01,0.0,64,30,5,0.005,0.25,0.5,0.25,1.0,,0.95,False,42,3344.0,0.6260424220067194,0.8563614264800552,0.678253092078623,0.6610654516236982,0.6352139826040757,0.10339416263590986,-0.20382250261664855,1.0228253151736215,0.12843380700410595,14;10;14;13;18,55,1.3256680368337812,0,0.0,5.600772380828857
0.01,0.0,64,30,5,0.005,0.5,0.5,0.25,1.0,,0.95,False,42,3344.0,0.6242618239315235,0.852100355271475,0.6763239957302002,0.6661631446520118,0.635935080810276,0.10455440533317845,-0.33754427576826246,1.0529398895160873,0.21148775876081896,7;8;14;20;13,55,1.3434684373076362,0,0.0,5.497679710388184
0.01,0.0,64,30,5,0.005,1.0,0.5,0.25,1.0,,0.95,False,42,3344.0,0.637048578415335,0.8675762250091646,0.6901771396409532,0.654013037309269,0.6220621621072729,0.12174481195795878,-0.5100020354907222,1.0878764462870032,0.31006400912927673,7;17;6;17;3,55,1.3510579205687445,0,0.0,5.553091526031494
0.01,0.0,64,30,5,0.005,2.0,0.5,0.25,1.0,,0.95,False,42,3344.0,0.6428317285115941,0.8674883295176526,0.6964425927426288,0.6456789848237751,0.61644585037044,0.0650811533989216,-0.13042982854884078,1.0149828897038926,0.36869289199537403,7;5;8;13;4,55,1.36375780637058,0,0.0,5.837822914123535
0.01,0.0,64,30,5,0.005,10.0,0.5,0.25,1.0,,0.95,False,42,3344.0,0.6397386520292503,0.8690124033959509,0.693091559946064,0.6515533354191542,0.6292069552331314,0.11012217095408541,-0.558692920849551,1.1017953313564368,0.37759127862800346,11;11;7;7;5,55,1.3531276409236914,0,0.0,5.525182723999023
